date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-30,1,▲+1,금융,13.68,55.87,1.25
2026-03-30,2,▼-1,건설,34.59,72.38,1.04
2026-03-30,3,─,원자력,32.0,80.7,0.65
2026-03-30,4,▲+2,신재생에너지,25.18,77.22,0.54
2026-03-30,5,─,전력/인프라,27.44,76.0,0.43
2026-03-30,6,▲+5,부동산/리츠,2.81,18.63,0.28
2026-03-30,7,▼-3,반도체,24.3,82.4,0.28
2026-03-30,8,▼-1,IT,19.67,70.7,0.15
2026-03-30,9,▲+3,2차전지,16.12,78.53,0.11
2026-03-30,10,▼-2,AI,14.04,69.07,0.02
2026-03-30,11,▲+10,게임,0.18,52.52,-0.17
2026-03-30,12,▼-3,방산/우주항공,10.59,83.48,-0.24
2026-03-30,13,▼-3,자동차,13.58,70.43,-0.25
2026-03-30,14,▲+2,바이오/헬스케어,2.39,67.3,-0.28
2026-03-30,15,▼-1,에너지/화학,4.36,67.32,-0.41
2026-03-30,16,▲+4,소비재,-0.69,47.69,-0.42
2026-03-30,17,▲+2,플랫폼,-1.92,50.88,-0.56
2026-03-30,18,▼-5,로봇,2.46,78.66,-0.63
2026-03-30,19,▼-4,철강/금속,0.64,68.03,-0.67
2026-03-30,20,▼-3,운송,-0.96,49.69,-0.74
2026-03-30,21,▼-3,조선/해운,-7.73,67.61,-0.94
2026-03-30,22,─,소프트웨어,-10.59,57.02,-1.07
2026-03-30,23,▲+1,미디어/엔터,-13.11,52.17,-1.22
2026-03-30,24,▼-1,금,-1.98,40.91,-1.52
