티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
000650.KS,천일고속,282000.0,286541.66666666674,2026-01-29,2026-03-13,616.65,Inv H&S,,0.0,252138.5198897791,553468.6288659325
353200.KS,대덕전자,58400.0,52900.0,2026-01-28,2026-03-12,298.36,Rect Bottom,,0.0,48127.79180328554,105645.19436123372
097230.KS,HJ중공업,26850.0,26950.0,2026-01-27,2026-03-11,254.69,Rect Bottom,,0.0,23297.258510086005,51139.75337663261
005930.KS,삼성전자,190100.0,169100.0,2026-02-12,2026-03-27,252.93,Rect Bottom,,0.0,152901.56864937616,335633.84757241514
356860.KS,티엘비,61800.0,61700.0,2026-02-03,2026-03-18,249.0,Triple Bottom,,0.0,52557.252287835705,115368.29189536496
095610.KS,테스,73800.0,72200.0,2026-02-20,2026-04-04,229.31,Rect Bottom,,0.0,62864.26610765438,137993.19192670882
195870.KS,해성디에스,57700.0,58500.0,2026-01-26,2026-03-10,216.34,Rect Bottom,,0.0,49235.15692442308,108075.96874476653
005935.KS,삼성전자우,135100.0,120600.0,2026-02-12,2026-03-27,207.48,Rect Bottom,,0.0,103921.95752213868,228118.82676231
200710.KS,에이디테크놀로지,42850.0,40150.0,2026-02-19,2026-04-03,203.26,Rect Bottom,,0.0,35861.59353837736,78719.69349748566
105840.KS,우진,27300.0,27050.0,2026-02-20,2026-04-04,202.35,Rect Bottom,,0.0,23254.66754388841,51046.262054189036
004800.KS,효성,167700.0,157800.0,2026-02-13,2026-03-28,196.29,Rect Bottom,,0.0,140805.73424925838,309082.31199844135
078350.KS,한양디지텍,25900.0,25750.0,2026-01-27,2026-03-11,177.01,Triple Bottom,,0.0,22828.757881912432,50111.34882975334
101490.KS,에스앤에스텍,94900.0,93700.0,2026-02-20,2026-04-04,174.6,Rect Bottom,,0.0,80837.65384304067,177446.52999789524
034730.KS,SK,381500.0,333500.0,2026-02-11,2026-03-26,172.56,Rect Bottom,,0.0,292599.937777497,642285.3851873237
338840.KS,와이바이오로직스,26900.0,26200.0,2026-02-20,2026-04-04,165.29,Triple Bottom,,0.0,22913.939814307625,50298.33147464048
267260.KS,HD현대일렉트릭,1011000.0,922000.0,2026-02-04,2026-03-19,160.92,Rect Bottom,,0.0,761526.475613049,1671624.8452910257
114190.KS,강원에너지,15790.0,18490.0,2026-01-28,2026-03-12,155.92,Rect Bottom,,0.0,15716.066526913595,34498.297981677206
115180.KS,큐리언트,32300.0,31450.0,2026-01-28,2026-03-12,150.97,Rect Bottom,,0.0,29558.130541132887,64882.97777583735
032500.KS,케이엠더블유,20950.0,19200.0,2026-02-19,2026-04-03,150.9,Rect Bottom,,0.0,18314.11546496706,40201.26865073496
247540.KS,에코프로비엠,214000.0,222616.66666666666,2026-01-28,2026-03-12,150.29,Inv H&S,,0.0,208695.7343682293,458107.4799734914
034020.KS,두산에너빌리티,103500.0,96500.0,2026-02-13,2026-03-28,149.4,Rect Bottom,,0.0,85607.84205717161,187917.55811157502
006400.KS,삼성SDI,402000.0,396500.0,2026-02-19,2026-04-03,142.17,Rect Bottom,,0.0,342431.36822868645,751670.2324463001
005940.KS,NH투자증권,39200.0,36378.57142857143,2026-02-19,2026-04-03,141.23,Inv H&S,,0.0,36159.730301760545,79374.13275459065
033640.KS,네패스,17780.0,17950.0,2026-01-29,2026-03-13,140.92,Triple Bottom,,0.0,16269.749087482367,35713.68517344361
000880.KS,한화,126800.0,122900.0,2026-02-20,2026-04-04,139.7,Rect Bottom,,0.0,108010.69027710806,237093.99371689267
042700.KS,한미반도체,200500.0,186500.0,2026-01-29,2026-03-13,139.26,Rect Bottom,,0.0,170278.6828579961,373778.3071293915
078160.KS,메디포스트,21450.0,20100.0,2026-01-27,2026-03-11,138.86,Rect Bottom,,0.0,18952.979957931027,41603.6384873885
083650.KS,비에이치아이,88300.0,79000.0,2026-02-19,2026-04-03,138.65,Rect Bottom,,0.0,69849.18456406042,153325.76880745427
102940.KS,코오롱생명과학,60100.0,61200.0,2026-01-27,2026-03-11,137.08,Rect Bottom,,0.0,50938.79557232699,111815.62164250933
103590.KS,일진전기,72100.0,63500.0,2026-01-28,2026-03-12,135.62,Rect Bottom,,0.0,56220.07538082912,123408.54562551196
