date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-01,1,─,Energy,15.08,18.41,2.34
2026-04-01,2,▲+1,Biotechnology,7.68,35.4,1.15
2026-04-01,3,▼-1,Automotive,12.31,76.71,1.13
2026-04-01,4,▲+8,Materials,6.24,48.94,0.88
2026-04-01,5,▲+1,Utilities,3.04,17.94,0.74
2026-04-01,6,▼-2,Clean Energy,1.75,37.35,0.67
2026-04-01,7,▲+10,Pharmaceutical,3.15,17.6,0.65
2026-04-01,8,▼-3,Semiconductors,3.58,40.17,0.6
2026-04-01,9,─,Uranium,-0.33,56.05,0.29
2026-04-01,10,▲+3,Electric Energy Infrastructure,0.2,25.47,0.27
2026-04-01,11,▼-3,Banks,-0.88,21.45,0.23
2026-04-01,12,▼-5,Metals & Mining,1.04,46.54,0.23
2026-04-01,13,▲+8,Silver Miners,2.48,67.62,0.1
2026-04-01,14,▼-3,Nuclear Energy,-3.22,38.57,0.03
2026-04-01,15,▲+10,Healthcare,-1.05,18.95,-0.09
2026-04-01,16,▼-1,Industrials,-1.27,23.79,-0.21
2026-04-01,17,▲+9,Consumer Staples,0.22,18.67,-0.27
2026-04-01,18,▲+1,Leisure & Entertainment,-14.01,57.05,-0.28
2026-04-01,19,▼-3,Cloud Computing,-8.67,31.56,-0.37
2026-04-01,20,▼-2,Technology,-5.26,24.78,-0.37
2026-04-01,21,▼-1,Mortgage REITs,-2.44,19.34,-0.39
2026-04-01,22,▲+2,Financials,-4.81,19.6,-0.44
2026-04-01,23,▼-1,Real Estate,-1.45,15.34,-0.52
2026-04-01,24,▼-14,Cryptocurrency,-18.13,47.94,-0.61
2026-04-01,25,▼-2,Consumer Discretionary,-11.76,40.74,-0.7
2026-04-01,26,▲+2,Telecom,-4.96,19.19,-0.81
2026-04-01,27,▼-13,Software,-11.62,28.57,-0.84
2026-04-01,28,▼-1,Internet,-12.0,26.44,-0.92
2026-04-01,29,─,Medical Devices,-9.56,20.07,-1.52
