티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
000650.KS,천일고속,284500.0,286541.66666666605,2026-01-29,2026-03-30,625.77,Inv H&S,,0.0,275280.0,370000.0
353200.KS,대덕전자,57500.0,52900.0,2026-01-28,2026-03-29,293.57,Rect Bottom,,0.0,52545.0,70625.0
084370.KQ,유진테크,112000.0,111000.0,2026-02-13,2026-04-14,259.55,Rect Bottom,,0.0,104160.0,140000.0
005930.KS,삼성전자,181200.0,169100.0,2026-02-12,2026-04-13,236.41,Rect Bottom,,0.0,166935.0,224375.0
067310.KQ,하나마이크론,33100.0,28900.0,2026-01-27,2026-03-28,225.79,Rect Bottom,,0.0,31712.999999999996,42625.0
195870.KS,해성디에스,58200.0,58500.0,2026-01-26,2026-03-27,223.33,Rect Bottom,,0.0,53754.0,72250.0
267250.KS,HD현대,256000.0,244833.33333333302,2026-01-19,2026-03-20,209.52,Inv H&S,,0.0,236219.99999999997,317500.0
004800.KS,효성,161900.0,157800.0,2026-02-13,2026-04-14,194.9,Rect Bottom,,0.0,150567.0,202375.0
005935.KS,삼성전자우,127600.0,120600.0,2026-02-12,2026-04-13,185.94,Rect Bottom,,0.0,113459.99999999999,152500.0
170920.KQ,엘티씨,26600.0,23600.0,2026-01-21,2026-03-22,184.81,Rect Bottom,,0.0,22180.5,29812.5
089970.KQ,브이엠,34050.0,29950.0,2026-01-29,2026-03-30,179.1,Rect Bottom,,0.0,27156.0,36500.0
115180.KQ,큐리언트,34500.0,31450.0,2026-01-28,2026-03-29,169.95,Rect Bottom,,0.0,32270.999999999996,43375.0
002020.KS,코오롱,63600.0,55700.0,2026-01-29,2026-03-30,166.11,Rect Bottom,,0.0,53847.0,72375.0
009150.KS,삼성전기,309500.0,307500.0,2026-02-11,2026-04-12,162.91,Triple Bottom,,0.0,293880.0,395000.0
034730.KS,SK,349500.0,333500.0,2026-02-11,2026-04-12,156.05,Rect Bottom,,0.0,319455.0,429375.0
034020.KS,두산에너빌리티,96700.0,96500.0,2026-02-13,2026-04-14,152.81,Rect Bottom,,0.0,89931.0,120875.0
042700.KS,한미반도체,202500.0,186500.0,2026-01-29,2026-03-30,149.38,Rect Bottom,,0.0,185907.0,249875.0
078160.KQ,메디포스트,22150.0,20100.0,2026-01-27,2026-03-28,148.04,Rect Bottom,,0.0,20692.5,27812.5
267260.KS,HD현대일렉트릭,949000.0,922000.0,2026-02-04,2026-04-05,147.79,Rect Bottom,,0.0,831420.0,1117500.0
102940.KQ,코오롱생명과학,60900.0,61200.0,2026-01-27,2026-03-28,136.05,Rect Bottom,,0.0,55613.99999999999,74750.0
000720.KS,현대건설,114300.0,109200.0,2026-02-11,2026-04-12,135.43,Triple Bottom,,0.0,106671.0,143375.0
032830.KS,삼성생명,205500.0,197500.0,2026-02-10,2026-04-11,134.47,Rect Bottom,,0.0,186465.0,250625.0
103590.KS,일진전기,71500.0,63500.0,2026-01-28,2026-03-29,133.66,Rect Bottom,,0.0,61379.99999999999,82500.0
028260.KS,삼성물산,318000.0,316500.0,2026-02-10,2026-04-11,132.31,Rect Bottom,,0.0,296670.0,398750.0
006400.KS,삼성SDI,374500.0,337500.0,2026-01-22,2026-03-23,129.61,Rect Bottom,,0.0,373860.0,502500.0
000150.KS,두산,942000.0,946000.0,2026-02-12,2026-04-13,129.2,Rect Bottom,,0.0,906749.9999999999,1218750.0
032350.KS,롯데관광개발,25150.0,23600.0,2026-01-22,2026-03-23,123.75,Rect Bottom,,0.0,21855.0,29375.0
115310.KQ,인포바인,83700.0,74788.890625,2026-01-20,2026-03-21,122.37,Triple Bottom,,0.0,67890.0,91250.0
032500.KQ,케이엠더블유,18380.0,16400.0,2026-01-26,2026-03-27,119.86,Rect Bottom,,0.0,15809.999999999998,21250.0
093520.KQ,매커스,24600.0,24000.0,2026-02-13,2026-04-14,110.91,Rect Bottom,,0.0,22878.0,30750.0
