티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
000650.KS,천일고속,300000.0,286541.66666666605,2026-01-29,2026-03-30,648.13,Inv H&S,,0.0,275280.0,370000.0
174900.KQ,앱클론,61100.0,57600.0,2026-01-23,2026-03-24,443.11,Rect Bottom,,0.0,60263.99999999999,81000.0
298040.KS,효성중공업,2396000.0,2328000.0,2026-01-16,2026-03-17,309.57,Rect Bottom,,0.0,2194800.0,2950000.0
356860.KQ,티엘비,60000.0,61700.0,2026-02-03,2026-04-04,248.82,Triple Bottom,,0.0,57380.99999999999,77125.0
195870.KS,해성디에스,65000.0,58500.0,2026-01-26,2026-03-27,234.19,Rect Bottom,,0.0,53754.0,72250.0
078350.KQ,한양디지텍,29500.0,25750.0,2026-01-27,2026-03-28,219.26,Triple Bottom,,0.0,24924.0,33500.0
056080.KQ,유진로봇,37550.0,36200.0,2026-02-09,2026-04-10,218.22,Rect Bottom,,0.0,34921.5,46937.5
267250.KS,HD현대,245000.0,244833.33333333302,2026-01-19,2026-03-20,201.99,Inv H&S,,0.0,236219.99999999997,317500.0
115180.KQ,큐리언트,34700.0,31450.0,2026-01-28,2026-03-29,191.6,Rect Bottom,,0.0,32270.999999999996,43375.0
004800.KS,효성,151400.0,140700.0,2026-01-15,2026-03-16,181.94,Triple Bottom,,0.0,137640.0,185000.0
034020.KS,두산에너빌리티,95400.0,95400.0,2026-02-04,2026-04-05,178.13,Rect Bottom,,0.0,87420.0,117500.0
102940.KQ,코오롱생명과학,66100.0,61200.0,2026-01-27,2026-03-28,172.58,Rect Bottom,,0.0,55613.99999999999,74750.0
267260.KS,HD현대일렉트릭,933000.0,922000.0,2026-02-04,2026-04-05,156.62,Rect Bottom,,0.0,831420.0,1117500.0
103590.KS,일진전기,71800.0,63500.0,2026-01-28,2026-03-29,148.44,Rect Bottom,,0.0,61379.99999999999,82500.0
033640.KQ,네패스,19000.0,17950.0,2026-01-29,2026-03-30,148.37,Triple Bottom,,0.0,17763.0,23875.0
034730.KS,SK,330000.0,301500.0,2026-01-28,2026-03-29,142.64,Rect Bottom,,0.0,298530.0,401250.0
115310.KQ,인포바인,80600.0,74788.890625,2026-01-20,2026-03-21,139.07,Triple Bottom,,0.0,67890.0,91250.0
089970.KQ,브이엠,31150.0,29950.0,2026-01-29,2026-03-30,138.7,Rect Bottom,,0.0,27156.0,36500.0
032350.KS,롯데관광개발,26550.0,23600.0,2026-01-22,2026-03-23,134.96,Rect Bottom,,0.0,21855.0,29375.0
006400.KS,삼성SDI,380000.0,337500.0,2026-01-22,2026-03-23,130.72,Rect Bottom,,0.0,373860.0,502500.0
009155.KS,삼성전기우,123700.0,127008.0,2026-01-15,2026-03-16,126.61,Rect Bottom,,0.0,120434.99999999999,161875.0
054210.KQ,이랜텍,10940.0,9561.2646484375,2026-01-19,2026-03-20,123.97,Rect Bottom,,0.0,9467.4,12725.0
042700.KS,한미반도체,197800.0,186500.0,2026-01-29,2026-03-30,116.17,Rect Bottom,,0.0,185907.0,249875.0
044490.KQ,태웅,30800.0,29000.0,2026-01-16,2026-03-17,114.93,Rect Bottom,,0.0,28271.999999999996,38000.0
104830.KQ,원익머트리얼즈,42750.0,38350.832741477294,2026-01-28,2026-03-29,114.59,Inv H&S,,0.0,37200.0,50000.0
071055.KS,한국금융지주우,150000.0,138500.0,2026-01-23,2026-03-24,112.16,Rect Bottom,,0.0,133362.0,179250.0
183300.KQ,코미코,114100.0,102600.0,2026-01-26,2026-03-27,108.21,Rect Bottom,,0.0,98580.0,132500.0
009970.KS,영원무역홀딩스,215000.0,194700.0,2026-01-23,2026-03-24,105.03,Triple Bottom,,0.0,177909.0,239125.0
02826K.KS,삼성물산우B,185500.0,190600.0,2026-02-04,2026-04-05,104.52,Rect Bottom,,0.0,176700.0,237500.0
093520.KQ,매커스,24000.0,22643.212890625,2026-01-29,2026-03-30,103.87,Triple Bottom,,0.0,22971.0,30875.0
