date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-13,1,▲+1,Consumer Staples,11.1,14.03,1.44
2026-02-13,2,▼-1,Energy,14.99,18.41,1.44
2026-02-13,3,▲+2,Utilities,10.76,15.29,1.32
2026-02-13,4,─,Pharmaceutical,12.12,17.41,0.96
2026-02-13,5,▼-2,Materials,26.42,53.63,0.76
2026-02-13,6,▲+2,Electric Energy Infrastructure,10.23,21.29,0.66
2026-02-13,7,▼-1,Silver Miners,35.78,77.31,0.52
2026-02-13,8,▲+3,Semiconductors,17.23,35.69,0.45
2026-02-13,9,▲+6,Real Estate,5.2,13.97,0.39
2026-02-13,10,▼-3,Banks,8.63,23.15,0.35
2026-02-13,11,▼-2,Industrials,8.56,20.27,0.33
2026-02-13,12,▼-2,Metals & Mining,17.06,51.76,0.14
2026-02-13,13,▲+3,Mortgage REITs,3.76,15.09,0.13
2026-02-13,14,▲+4,Healthcare,5.46,16.68,0.07
2026-02-13,15,▼-3,Biotechnology,9.35,28.04,0.04
2026-02-13,16,▼-2,Clean Energy,9.49,37.82,0.01
2026-02-13,17,▼-4,Uranium,15.9,66.93,-0.04
2026-02-13,18,▼-1,Nuclear Energy,7.63,43.84,-0.18
2026-02-13,19,▲+1,Telecom,0.96,16.58,-0.45
2026-02-13,20,▼-1,Financials,0.58,18.19,-0.62
2026-02-13,21,▲+1,Technology,-0.49,22.77,-0.67
2026-02-13,22,▼-1,Automotive,-10.69,82.59,-0.67
2026-02-13,23,▲+1,Consumer Discretionary,-1.05,38.66,-0.82
2026-02-13,24,▼-1,Leisure & Entertainment,-8.59,46.68,-0.84
2026-02-13,25,─,Cloud Computing,-3.67,30.81,-0.87
2026-02-13,26,▲+1,Medical Devices,-3.79,17.81,-1.25
2026-02-13,27,▲+2,Software,-11.15,29.94,-1.39
2026-02-13,28,▼-2,Cryptocurrency,-21.48,61.62,-1.4
2026-02-13,29,▼-1,Internet,-9.49,24.4,-1.53
