티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
000650.KS,천일고속,297000.0,286541.66666666605,2026-01-29,2026-03-30,640.65,Inv H&S,,0.0,275280.0,370000.0
174900.KQ,앱클론,60900.0,57600.0,2026-01-23,2026-03-24,441.33,Rect Bottom,,0.0,60263.99999999999,81000.0
298040.KS,효성중공업,2393000.0,2328000.0,2026-01-16,2026-03-17,309.06,Rect Bottom,,0.0,2194800.0,2950000.0
356860.KQ,티엘비,58400.0,61700.0,2026-02-03,2026-04-04,239.52,Triple Bottom,,0.0,57380.99999999999,77125.0
195870.KS,해성디에스,63600.0,58500.0,2026-01-26,2026-03-27,226.99,Rect Bottom,,0.0,53754.0,72250.0
056080.KQ,유진로봇,38050.0,36200.0,2026-02-09,2026-04-10,222.46,Rect Bottom,,0.0,35386.5,47562.5
267250.KS,HD현대,243500.0,244833.33333333302,2026-01-19,2026-03-20,200.14,Inv H&S,,0.0,236219.99999999997,317500.0
115180.KQ,큐리언트,34350.0,31450.0,2026-01-28,2026-03-29,188.66,Rect Bottom,,0.0,32270.999999999996,43375.0
002020.KS,코오롱,63600.0,55700.0,2026-01-29,2026-03-30,186.49,Rect Bottom,,0.0,53847.0,72375.0
034020.KS,두산에너빌리티,95900.0,95400.0,2026-02-04,2026-04-05,179.59,Rect Bottom,,0.0,87420.0,117500.0
004800.KS,효성,147800.0,140700.0,2026-01-15,2026-03-16,175.23,Triple Bottom,,0.0,137640.0,185000.0
102940.KQ,코오롱생명과학,65500.0,61200.0,2026-01-27,2026-03-28,170.1,Rect Bottom,,0.0,55613.99999999999,74750.0
267260.KS,HD현대일렉트릭,918000.0,922000.0,2026-02-04,2026-04-05,152.5,Rect Bottom,,0.0,831420.0,1117500.0
033640.KQ,네패스,19160.0,17950.0,2026-01-29,2026-03-30,150.46,Triple Bottom,,0.0,17763.0,23875.0
103590.KS,일진전기,71200.0,63500.0,2026-01-28,2026-03-29,146.37,Rect Bottom,,0.0,61379.99999999999,82500.0
034730.KS,SK,330000.0,301500.0,2026-01-28,2026-03-29,142.64,Rect Bottom,,0.0,298530.0,401250.0
115310.KQ,인포바인,80100.0,74788.890625,2026-01-20,2026-03-21,137.59,Triple Bottom,,0.0,67890.0,91250.0
006400.KS,삼성SDI,379000.0,337500.0,2026-01-22,2026-03-23,130.12,Rect Bottom,,0.0,373860.0,502500.0
089970.KQ,브이엠,29650.0,29950.0,2026-01-29,2026-03-30,127.2,Rect Bottom,,0.0,27156.0,36500.0
054210.KQ,이랜텍,10960.0,9561.2646484375,2026-01-19,2026-03-20,124.38,Rect Bottom,,0.0,9467.4,12725.0
009155.KS,삼성전기우,122100.0,127008.0,2026-01-15,2026-03-16,123.68,Rect Bottom,,0.0,120434.99999999999,161875.0
044490.KQ,태웅,31300.0,29000.0,2026-01-16,2026-03-17,118.42,Rect Bottom,,0.0,28271.999999999996,38000.0
042700.KS,한미반도체,198900.0,186500.0,2026-01-29,2026-03-30,117.38,Rect Bottom,,0.0,185907.0,249875.0
104830.KQ,원익머트리얼즈,42200.0,38350.832741477294,2026-01-28,2026-03-29,111.83,Inv H&S,,0.0,37200.0,50000.0
071055.KS,한국금융지주우,149600.0,138500.0,2026-01-23,2026-03-24,111.6,Rect Bottom,,0.0,133362.0,179250.0
009970.KS,영원무역홀딩스,220000.0,194700.0,2026-01-23,2026-03-24,109.8,Triple Bottom,,0.0,177909.0,239125.0
183300.KQ,코미코,113600.0,102600.0,2026-01-26,2026-03-27,107.3,Rect Bottom,,0.0,98580.0,132500.0
066970.KS,엘앤에프,121500.0,112527.27272727294,2026-01-22,2026-03-23,104.2,Inv H&S,,0.0,119411.99999999999,160500.0
02826K.KS,삼성물산우B,184500.0,190600.0,2026-02-04,2026-04-05,103.42,Rect Bottom,,0.0,176700.0,237500.0
117730.KQ,티로보틱스,23900.0,20900.0,2026-01-15,2026-03-16,101.35,Rect Bottom,,0.0,20413.5,27437.5
