date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-01,1,─,건설,50.8,61.08,1.83
2026-04-01,2,─,금융,18.51,46.27,1.22
2026-04-01,3,▲+1,원자력,42.01,66.14,1.02
2026-04-01,4,▲+2,신재생에너지,31.36,61.08,0.79
2026-04-01,5,─,전력/인프라,32.94,67.6,0.53
2026-04-01,6,▲+4,부동산/리츠,3.18,12.83,0.32
2026-04-01,7,▲+13,게임,4.57,43.57,0.19
2026-04-01,8,▲+4,2차전지,20.53,59.4,0.14
2026-04-01,9,▲+12,소비재,4.71,38.14,0.05
2026-04-01,10,▼-2,IT,22.31,59.89,0.04
2026-04-01,11,─,자동차,19.61,57.09,-0.09
2026-04-01,12,▼-9,반도체,23.78,67.42,-0.1
2026-04-01,13,▼-4,AI,14.02,55.3,-0.18
2026-04-01,14,▼-7,방산/우주항공,16.72,68.46,-0.18
2026-04-01,15,─,철강/금속,9.21,54.72,-0.31
2026-04-01,16,▼-2,에너지/화학,8.95,52.56,-0.41
2026-04-01,17,▼-4,바이오/헬스케어,3.11,50.18,-0.48
2026-04-01,18,▲+1,운송,4.35,39.92,-0.52
2026-04-01,19,▼-3,로봇,7.01,60.85,-0.7
2026-04-01,20,▼-3,플랫폼,-0.79,38.43,-0.72
2026-04-01,21,▲+1,금,3.04,41.73,-0.72
2026-04-01,22,▼-4,조선/해운,-1.54,48.71,-0.87
2026-04-01,23,─,소프트웨어,-6.83,42.27,-0.99
2026-04-01,24,─,미디어/엔터,-12.01,43.95,-1.28
