티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
458870.KQ,씨어스테크놀로지,150950.0,135000.0,2026-01-20,2026-02-04,1062.94,Rect Bottom,,0.0,101400.0,195000.0
124500.KQ,아이티센글로벌,33550.0,33950.0,2026-01-12,2026-01-27,437.66,Rect Bottom,,0.0,29094.0,55950.0
298040.KS,효성중공업,2366000.0,2328000.0,2026-01-16,2026-01-31,414.91,Rect Bottom,,0.0,1840800.0,3540000.0
278470.KS,에이피알,278500.0,269500.0,2026-01-22,2026-02-06,279.67,Rect Bottom,,0.0,217230.0,417750.0
090360.KQ,로보스타,84700.0,83500.0,2026-01-19,2026-02-03,241.53,Rect Bottom,,0.0,74100.0,142500.0
353200.KS,대덕전자,49800.0,49500.0,2026-01-15,2026-01-30,237.86,Triple Bottom,,0.0,39936.0,76800.0
267250.KS,HD현대,245500.0,226500.0,2026-01-12,2026-01-27,225.58,Rect Bottom,,0.0,177060.0,340500.0
214370.KQ,케어젠,73700.0,73800.0,2026-01-19,2026-02-03,209.34,Triple Bottom,,0.0,59904.0,115200.0
000155.KS,두산우,521000.0,504000.0,2026-01-14,2026-01-29,208.28,Triple Bottom,,0.0,407940.0,784500.0
267260.KS,HD현대일렉트릭,899000.0,868000.0,2026-01-12,2026-01-27,201.35,Rect Bottom,,0.0,698880.0,1344000.0
097230.KS,HJ중공업,23700.0,24200.0,2026-01-08,2026-01-23,196.99,Triple Bottom,,0.0,19812.0,38100.0
004800.KS,효성,149200.0,140700.0,2026-01-15,2026-01-30,188.59,Triple Bottom,,0.0,115440.0,222000.0
062040.KS,산일전기,141500.0,133615.38461538462,2026-01-14,2026-01-29,186.44,Inv H&S,,0.0,112164.0,215700.0
010120.KS,LS ELECTRIC,519000.0,518000.0,2026-01-14,2026-01-29,169.89,Rect Bottom,,0.0,418080.0,804000.0
000157.KS,두산2우B,443000.0,452500.0,2026-01-20,2026-02-04,164.32,Triple Bottom,,0.0,351390.0,675750.0
006730.KQ,서부T&D,15060.0,13100.0,2026-01-14,2026-01-29,164.0,Triple Bottom,,0.0,10553.4,20295.0
054540.KQ,삼영엠텍,14190.0,15900.0,2026-01-09,2026-01-24,149.82,Triple Bottom,,0.0,12885.6,24780.0
032350.KS,롯데관광개발,23950.0,23600.0,2026-01-22,2026-02-06,149.22,Rect Bottom,,0.0,18681.0,35925.0
244920.KS,에이플러스에셋,10650.0,9850.0,2026-01-14,2026-01-29,144.83,Rect Bottom,,0.0,8182.200000000001,15735.0
099440.KQ,스맥,6690.0,7070.0,2026-01-21,2026-02-05,141.52,Rect Bottom,,0.0,5764.2,11085.0
00088K.KS,한화3우B,48800.0,43900.0,2026-01-13,2026-01-28,139.8,Rect Bottom,,0.0,34632.0,66600.0
071050.KS,한국금융지주,186400.0,182300.0,2026-01-16,2026-01-31,138.67,Rect Bottom,,0.0,142818.0,274650.0
170920.KQ,엘티씨,23300.0,23600.0,2026-01-21,2026-02-05,134.02,Rect Bottom,,0.0,18603.0,35775.0
071055.KS,한국금융지주우,137400.0,134500.0,2026-01-16,2026-01-31,131.31,Triple Bottom,,0.0,108030.0,207750.0
036810.KQ,에프에스티,40600.0,36534.65234375,2026-01-22,2026-02-06,127.05,Rect Bottom,,0.0,31668.0,60900.0
009155.KS,삼성전기우,126500.0,120900.0,2026-01-14,2026-01-29,123.89,Inv H&S,,0.0,97812.0,188100.0
114190.KQ,강원에너지,16270.0,14380.0,2026-01-22,2026-02-06,122.27,Triple Bottom,,0.0,12690.6,24405.0
115310.KQ,인포바인,70350.0,74788.890625,2026-01-20,2026-02-04,119.87,Triple Bottom,,0.0,56940.0,109500.0
032830.KS,삼성생명,181800.0,165400.0,2026-01-16,2026-01-31,119.57,Rect Bottom,,0.0,130104.0,250200.0
001270.KS,부국증권,59700.0,61100.0,2026-01-16,2026-01-31,118.68,Triple Bottom,,0.0,49608.0,95400.0
