date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-10,1,─,Energy,14.57,17.24,1.44
2026-02-10,2,─,Consumer Staples,9.95,14.37,1.18
2026-02-10,3,▲+4,Utilities,8.57,14.12,0.97
2026-02-10,4,▼-1,Materials,26.79,48.83,0.79
2026-02-10,5,▼-1,Pharmaceutical,11.07,18.15,0.71
2026-02-10,6,▲+4,Electric Energy Infrastructure,10.73,20.47,0.7
2026-02-10,7,▲+1,Banks,12.32,23.16,0.69
2026-02-10,8,▼-3,Silver Miners,39.77,71.81,0.65
2026-02-10,9,─,Industrials,9.07,20.12,0.38
2026-02-10,10,▲+5,Real Estate,5.33,13.96,0.38
2026-02-10,11,▲+5,Semiconductors,16.63,35.0,0.37
2026-02-10,12,▼-6,Metals & Mining,22.06,49.13,0.34
2026-02-10,13,▼-1,Biotechnology,12.51,28.96,0.24
2026-02-10,14,▼-1,Uranium,24.53,67.08,0.19
2026-02-10,15,▼-4,Clean Energy,13.19,36.15,0.18
2026-02-10,16,▼-2,Mortgage REITs,4.04,15.9,0.12
2026-02-10,17,▲+3,Nuclear Energy,11.33,43.68,-0.08
2026-02-10,18,─,Telecom,3.61,15.68,-0.16
2026-02-10,19,─,Financials,4.31,16.78,-0.17
2026-02-10,20,▼-3,Healthcare,4.16,16.7,-0.27
2026-02-10,21,▲+2,Leisure & Entertainment,-2.32,45.5,-0.64
2026-02-10,22,▲+2,Technology,0.66,22.12,-0.68
2026-02-10,23,▼-2,Automotive,-12.84,82.09,-0.83
2026-02-10,24,▼-2,Consumer Discretionary,1.16,38.61,-0.88
2026-02-10,25,▲+1,Cloud Computing,-3.85,30.14,-1.05
2026-02-10,26,▲+1,Medical Devices,-2.41,16.28,-1.28
2026-02-10,27,▲+1,Cryptocurrency,-20.55,61.07,-1.49
2026-02-10,28,▼-3,Internet,-6.76,22.36,-1.53
2026-02-10,29,─,Software,-12.08,28.32,-1.72
