date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-18,1,─,Energy,15.53,15.13,2.64
2026-03-18,2,▲+1,Automotive,15.28,67.41,1.04
2026-03-18,3,▲+3,Utilities,2.89,14.66,0.54
2026-03-18,4,▲+8,Semiconductors,6.28,34.21,0.47
2026-03-18,5,▲+3,Clean Energy,3.42,33.36,0.39
2026-03-18,6,▼-4,Materials,1.77,43.79,0.28
2026-03-18,7,▼-2,Metals & Mining,5.67,44.38,0.24
2026-03-18,8,▼-1,Biotechnology,2.66,26.14,0.23
2026-03-18,9,─,Industrials,2.79,20.11,0.16
2026-03-18,10,▲+3,Real Estate,1.24,11.75,0.13
2026-03-18,11,▲+4,Software,-6.12,27.71,0.11
2026-03-18,12,▲+5,Cryptocurrency,-9.13,52.64,0.09
2026-03-18,13,▼-2,Nuclear Energy,-0.34,36.73,0.05
2026-03-18,14,▲+2,Technology,-2.27,19.91,-0.01
2026-03-18,15,▼-1,Telecom,-1.79,14.13,-0.05
2026-03-18,16,▼-6,Uranium,-1.02,55.28,-0.06
2026-03-18,17,▼-13,Silver Miners,0.45,62.49,-0.1
2026-03-18,18,▲+3,Cloud Computing,-5.34,27.32,-0.11
2026-03-18,19,─,Electric Energy Infrastructure,-0.08,20.29,-0.16
2026-03-18,20,▼-2,Pharmaceutical,1.12,16.68,-0.29
2026-03-18,21,▲+1,Mortgage REITs,-1.18,13.43,-0.31
2026-03-18,22,▲+1,Consumer Staples,-0.76,18.78,-0.36
2026-03-18,23,▼-3,Healthcare,-2.02,17.04,-0.53
2026-03-18,24,▲+2,Leisure & Entertainment,-16.05,52.84,-0.59
2026-03-18,25,▼-1,Internet,-9.47,23.48,-0.6
2026-03-18,26,▼-1,Consumer Discretionary,-11.56,34.91,-0.69
2026-03-18,27,▲+1,Banks,-8.6,25.6,-0.97
2026-03-18,28,▲+1,Financials,-8.29,21.08,-0.98
2026-03-18,29,▼-2,Medical Devices,-7.28,19.12,-1.01
