date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-28,1,─,Silver Miners,66.11,44.13,2.03
2026-01-28,2,▲+1,Materials,42.35,29.2,1.97
2026-01-28,3,▼-1,Metals & Mining,40.24,35.98,1.37
2026-01-28,4,─,Uranium,46.67,50.24,1.21
2026-01-28,5,─,Semiconductors,22.53,29.79,0.68
2026-01-28,6,▲+3,Energy,11.83,17.75,0.6
2026-01-28,7,▲+1,Clean Energy,20.43,30.44,0.59
2026-01-28,8,▲+4,Nuclear Energy,18.97,34.19,0.39
2026-01-28,9,▲+2,Consumer Staples,7.75,14.37,0.34
2026-01-28,10,▼-4,Pharmaceutical,10.93,15.38,0.3
2026-01-28,11,▼-1,Industrials,9.86,20.15,0.18
2026-01-28,12,▼-5,Biotechnology,15.01,26.21,0.16
2026-01-28,13,▲+3,Electric Energy Infrastructure,6.75,19.37,-0.02
2026-01-28,14,▲+1,Mortgage REITs,5.83,13.09,-0.03
2026-01-28,15,▲+2,Utilities,4.37,13.86,-0.09
2026-01-28,16,▼-3,Healthcare,7.53,16.66,-0.12
2026-01-28,17,▼-3,Banks,7.94,23.23,-0.15
2026-01-28,18,▲+6,Technology,3.41,17.0,-0.45
2026-01-28,19,─,Telecom,3.26,12.54,-0.47
2026-01-28,20,─,Financials,2.2,16.86,-0.69
2026-01-28,21,─,Consumer Discretionary,1.91,38.61,-0.69
2026-01-28,22,▼-4,Real Estate,0.65,12.27,-0.71
2026-01-28,23,▲+2,Cryptocurrency,-1.76,42.39,-0.74
2026-01-28,24,▲+3,Cloud Computing,0.69,22.71,-0.79
2026-01-28,25,▼-3,Automotive,-6.84,80.09,-0.8
2026-01-28,26,▼-3,Medical Devices,0.7,18.53,-0.89
2026-01-28,27,▲+1,Internet,-0.26,23.03,-0.91
2026-01-28,28,▼-2,Leisure & Entertainment,-4.06,36.57,-1.03
2026-01-28,29,─,Software,-7.67,19.98,-1.58
