date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-20,1,▲+8,Real Estate,9.16,12.91,1.77
2026-04-20,2,▼-1,Semiconductors,22.92,38.9,1.06
2026-04-20,3,▲+11,Mortgage REITs,6.94,16.96,0.81
2026-04-20,4,▼-2,Banks,9.33,20.55,0.75
2026-04-20,5,▲+6,Metals & Mining,16.2,40.55,0.51
2026-04-20,6,▼-3,Biotechnology,13.67,33.64,0.43
2026-04-20,7,▲+3,Technology,8.43,24.3,0.41
2026-04-20,8,─,Materials,14.15,41.34,0.39
2026-04-20,9,▼-2,Utilities,6.61,16.17,0.38
2026-04-20,10,▼-6,Electric Energy Infrastructure,8.12,24.61,0.27
2026-04-20,11,▼-6,Financials,5.99,19.69,0.22
2026-04-20,12,▲+5,Silver Miners,16.35,56.45,0.14
2026-04-20,13,▼-1,Clean Energy,10.05,35.69,0.11
2026-04-20,14,▲+6,Uranium,11.3,51.89,-0.04
2026-04-20,15,▲+1,Leisure & Entertainment,11.15,59.78,-0.05
2026-04-20,16,▲+7,Consumer Staples,4.82,18.26,-0.06
2026-04-20,17,▲+1,Telecom,4.56,19.7,-0.08
2026-04-20,18,▼-3,Pharmaceutical,5.26,18.44,-0.09
2026-04-20,19,─,Industrials,4.79,24.73,-0.24
2026-04-20,20,▲+2,Nuclear Energy,5.23,36.37,-0.25
2026-04-20,21,▲+3,Cloud Computing,3.64,35.3,-0.42
2026-04-20,22,▼-9,Energy,4.69,20.1,-0.48
2026-04-20,23,▲+3,Consumer Discretionary,-1.96,45.58,-0.6
2026-04-20,24,▼-3,Healthcare,2.07,18.8,-0.62
2026-04-20,25,─,Cryptocurrency,-2.53,45.96,-0.63
2026-04-20,26,▲+1,Internet,-1.4,25.72,-0.8
2026-04-20,27,▼-21,Automotive,2.1,89.89,-0.85
2026-04-20,28,▲+1,Software,-4.52,37.55,-1.2
2026-04-20,29,▼-1,Medical Devices,-1.78,20.75,-1.2
