date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-14,1,▲+6,방산/우주항공,41.12,48.38,1.06
2026-01-14,2,▼-1,IT,29.8,29.83,0.98
2026-01-14,3,▼-1,자동차,29.98,35.43,0.78
2026-01-14,4,▲+1,AI,21.53,27.45,0.64
2026-01-14,5,▲+1,전력/인프라,32.51,38.54,0.59
2026-01-14,6,▼-2,반도체,29.23,39.71,0.53
2026-01-14,7,▼-4,금융,4.82,22.64,0.52
2026-01-14,8,▲+3,원자력,25.01,38.84,0.25
2026-01-14,9,▲+4,운송,10.05,22.1,0.23
2026-01-14,10,▼-2,로봇,23.63,39.49,0.19
2026-01-14,11,▲+3,건설,13.75,32.27,0.14
2026-01-14,12,▲+4,조선/해운,19.72,41.22,0.05
2026-01-14,13,▼-1,금,13.75,23.95,0.01
2026-01-14,14,▼-5,부동산/리츠,3.46,8.92,-0.14
2026-01-14,15,▲+2,신재생에너지,12.28,35.0,-0.25
2026-01-14,16,▼-6,바이오/헬스케어,8.97,27.06,-0.4
2026-01-14,17,▲+3,소프트웨어,3.08,26.21,-0.51
2026-01-14,18,▲+1,철강/금속,3.04,44.15,-0.7
2026-01-14,19,▼-4,플랫폼,0.21,13.75,-0.7
2026-01-14,20,▲+1,에너지/화학,3.43,34.62,-0.73
2026-01-14,21,▲+3,게임,-1.32,23.4,-0.77
2026-01-14,22,▼-4,미디어/엔터,-0.68,30.7,-0.8
2026-01-14,23,▼-1,2차전지,2.77,44.82,-0.9
2026-01-14,24,▼-1,소비재,-2.51,18.49,-1.15
