구분,티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가,손익률(%)
매수,042520.KS,한스바이오메드,54500.0,50700.0,2026-03-18,2026-06-09,500.88,Rect Bottom,,0.0,46217.40942400394,100847.42986397297,7.5
매수,226950.KS,올릭스,190000.0,179542.8571428568,2026-02-27,2026-05-21,365.12,Inv H&S,,0.0,155273.5351474334,338810.3561118064,5.82
매수,353200.KS,대덕전자,74800.0,66700.0,2026-03-17,2026-06-08,338.71,Rect Bottom,,0.0,58344.179236173775,127308.31513103377,12.14
매수,089970.KS,브이엠,45900.0,43400.0,2026-03-18,2026-06-09,288.98,Rect Bottom,,0.0,38924.387019482216,84933.89047259375,5.76
매수,099320.KS,쎄트렉아이,193200.0,192100.0,2026-03-12,2026-06-03,283.72,Rect Bottom,,0.0,,,0.57
매수,295310.KS,에이치브이엠,96600.0,92000.0,2026-03-10,2026-06-01,263.84,Rect Bottom,,0.0,79290.41800264896,173013.4805923206,5.0
매수,086520.KS,에코프로,154000.0,175800.0,2026-02-26,2026-05-20,248.02,Rect Bottom,,0.0,153068.66790885708,333999.2860632499,-12.4
매수,084370.KS,유진테크,129300.0,137700.0,2026-03-05,2026-05-27,244.34,Rect Bottom,,0.0,124659.801565662,272010.49889915646,-6.1
매수,080220.KS,제주반도체,44300.0,47300.0,2026-02-26,2026-05-20,232.33,Rect Bottom,,0.0,40747.64262061265,88912.27532043855,-6.34
매수,356860.KS,티엘비,71100.0,63600.0,2026-03-18,2026-06-09,220.14,Rect Bottom,,0.0,60294.63871645284,131564.26171244914,11.79
매수,005935.KS,삼성전자우,149100.0,148700.0,2026-03-18,2026-06-09,212.17,Triple Bottom,,0.0,126440.65587374289,275896.3631691444,0.27
매수,100790.KS,미래에셋벤처투자,24050.0,23850.0,2026-03-18,2026-06-09,211.52,Rect Bottom,,0.0,20395.021956831097,44502.39794914771,0.84
매수,310210.KS,보로노이,339000.0,334500.0,2026-03-13,2026-06-04,211.29,Rect Bottom,,0.0,299353.12892978697,653195.2796694029,1.35
매수,131290.KS,티에스이,119900.0,113411.05078125,2026-03-17,2026-06-08,203.73,Inv H&S,,0.0,99982.24901082687,218163.5225864663,5.72
매수,170920.KS,엘티씨,29950.0,28950.0,2026-03-18,2026-06-09,200.51,Rect Bottom,,0.0,25398.374536677395,55419.82613625671,3.45
매수,298380.KS,에이비엘바이오,195500.0,183825.0,2026-03-18,2026-06-09,176.13,Inv H&S,,0.0,165789.05582372056,361755.4594203067,6.35
매수,095610.KS,테스,68300.0,73800.0,2026-02-26,2026-05-20,173.63,Rect Bottom,,0.0,61990.69043843464,135265.08482672338,-7.45
매수,200710.KS,에이디테크놀로지,46400.0,47200.0,2026-03-11,2026-06-02,169.61,Triple Bottom,,0.0,39475.603829126296,86136.65798473287,-1.69
매수,007660.KS,이수페타시스,125100.0,125400.0,2026-02-27,2026-05-21,169.32,Rect Bottom,,0.0,106427.2455543577,232226.6504207084,-0.24
매수,005380.KS,현대차,545000.0,525692.3125,2026-02-25,2026-05-19,166.2,Rect Bottom,,0.0,486766.84420877544,1062136.2337967062,3.67
매수,033240.KS,자화전자,39300.0,44250.0,2026-03-11,2026-06-02,163.94,Rect Bottom,,0.0,37101.13141835178,80955.50562474894,-11.19
매수,307950.KS,현대오토에버,434000.0,501000.0,2026-02-26,2026-05-20,163.51,Rect Bottom,,0.0,419772.8011904945,915953.7207828738,-13.37
매수,357780.KS,솔브레인,440000.0,429000.0,2026-02-26,2026-05-20,159.89,Rect Bottom,,0.0,360835.00385162706,787350.117561844,2.56
매수,368770.KS,파이버프로,16960.0,18430.0,2026-03-12,2026-06-03,151.44,Rect Bottom,,0.0,16460.18196183333,35916.488324031474,-7.98
매수,166090.KS,하나머티리얼즈,61200.0,64000.0,2026-03-05,2026-05-27,141.69,Rect Bottom,,0.0,56987.33785858834,124347.65663961438,-4.38
매수,083650.KS,비에이치아이,105600.0,93500.0,2026-03-09,2026-05-31,140.0,Triple Bottom,,0.0,89721.136092837,195773.54274510714,12.94
매수,105840.KS,우진,27150.0,27650.0,2026-03-13,2026-06-04,134.13,Rect Bottom,,0.0,,,-1.81
매수,064760.KS,티씨케이,236000.0,236500.0,2026-03-16,2026-06-07,134.12,Triple Bottom,,0.0,212006.4652477245,462602.88928427966,-0.21
매수,036540.KS,SFA반도체,7310.0,7470.0,2026-02-26,2026-05-20,133.55,Rect Bottom,,0.0,6682.443784608276,14581.243070240494,-2.14
매수,101490.KS,에스앤에스텍,88800.0,94900.0,2026-03-03,2026-05-25,133.48,Triple Bottom,,0.0,78781.60248605441,171903.2336580383,-6.43
매수후보,003160.KS,디아이,37250.0,36600.0,2026-03-18,2026-06-09,131.53,Rect Bottom,,0.0,31588.96332191095,68927.83050335768,1.78
매수후보,000720.KS,현대건설,170100.0,164700.0,2026-03-18,2026-06-09,125.9,Rect Bottom,,0.0,144249.19895455174,314755.0058690239,3.28
매수후보,178320.KS,서진시스템,45200.0,39950.0,2026-02-27,2026-05-21,113.71,Rect Bottom,,0.0,39263.59736387857,85674.0550954486,13.14
매수후보,039200.KS,오스코텍,58400.0,56600.0,2026-03-16,2026-06-07,112.75,Triple Bottom,,0.0,49779.11804016571,108619.15840394887,3.18
매수후보,253590.KS,네오셈,19880.0,18770.0,2026-03-11,2026-06-02,109.48,Rect Bottom,,0.0,16731.550237350417,36508.62002231535,5.91
매수후보,047810.KS,한국항공우주,194300.0,197600.0,2026-03-17,2026-06-08,104.74,Triple Bottom,,0.0,170877.21098966594,372857.9287631294,-1.67
매수후보,237690.KS,에스티팜,155800.0,160600.0,2026-03-09,2026-05-31,101.55,Rect Bottom,,0.0,144588.4092989481,315495.17049187876,-2.99
매수후보,078160.KS,메디포스트,23250.0,23200.0,2026-03-18,2026-06-09,94.24,Rect Bottom,,0.0,19716.601268038376,43022.06870343801,0.22
매수후보,281820.KS,케이씨텍,51200.0,51000.0,2026-03-18,2026-06-09,93.58,Rect Bottom,,0.0,43418.924082733975,94741.07172542048,0.39
매수후보,160980.KS,싸이맥스,24000.0,23050.0,2026-03-18,2026-06-09,90.78,Rect Bottom,,0.0,20352.620663781552,44409.87737129085,4.12
매도,032620.KS,유비케어,4070.0,4886.666666666657,2026-03-18,,1.37,H&S,,0.0,,,-16.71
매도,082270.KS,젬백스,39950.0,38000.0,2026-03-16,,-38.82,Triple Top,,0.0,,,5.13
매도,051910.KS,LG화학,320000.0,300000.0,2026-03-13,,51.3,Rect Top,,0.0,,,6.67
매도,064350.KS,현대로템,193000.0,200000.0,2026-03-13,,-8.96,Triple Top,,0.0,,,-3.5
매도,145020.KS,휴젤,269500.0,243500.0,2026-03-13,,-27.55,Triple Top,,0.0,,,10.68
매도,011170.KS,롯데케미칼,82000.0,71200.0,2026-03-13,,32.85,Rect Top,,0.0,,,15.17
매도,105630.KS,한세실업,12260.0,12290.0,2026-03-13,,14.15,Rect Top,,0.0,,,-0.24
매도,103140.KS,풍산,102400.0,107400.0,2026-03-11,,-19.05,Triple Top,,0.0,,,-4.66
매도,336370.KS,솔루스첨단소재,8400.0,10433.75,2026-03-11,,0.85,H&S,,0.0,,,-19.49
매도,088260.KS,이리츠코크렙,4885.0,4840.7692307692305,2026-03-11,,17.89,H&S,,0.0,,,0.91
매도,039200.KS,오스코텍,58400.0,50300.0,2026-03-10,,112.75,Triple Top,,0.0,,,16.1
매도,161890.KS,한국콜마,70300.0,67300.0,2026-03-09,,-20.11,Triple Top,,0.0,,,4.46
매도,00104K.KS,CJ4우(전환),174500.0,150800.0,2026-03-09,,33.41,Triple Top,,0.0,,,15.72
매도,029460.KS,케이씨,32800.0,30987.724609375,2026-03-09,,38.77,Triple Top,,0.0,,,5.85
매도,005710.KS,대원산업,13220.0,12720.0,2026-03-09,,30.15,Triple Top,,0.0,,,3.93
매도,290740.KS,액트로,22300.0,23250.0,2026-03-09,,334.38,Triple Top,,0.0,,,-4.09
매도,039570.KS,HDC랩스,8530.0,8090.0,2026-03-09,,-11.33,Triple Top,,0.0,,,5.44
매도,035720.KS,카카오,51500.0,56121.359375,2026-03-05,,-22.56,Triple Top,,0.0,,,-8.23
매도,326030.KS,SK바이오팜,98800.0,108500.0,2026-03-05,,9.53,Triple Top,,0.0,,,-8.94
매도,064400.KS,LG씨엔에스,66800.0,67500.0,2026-03-05,,-30.68,Triple Top,,0.0,,,-1.04
매도,022100.KS,포스코DX,32250.0,37550.0,2026-03-05,,33.82,Triple Top,,0.0,,,-14.11
매도,041510.KS,에스엠,99700.0,105400.0,2026-03-05,,-26.91,Triple Top,,0.0,,,-5.41
매도,298020.KS,효성티앤씨,394500.0,378000.0,2026-03-05,,61.02,Triple Top,,0.0,,,4.37
매도,122870.KS,와이지엔터테인먼트,62200.0,69800.0,2026-03-05,,-33.62,Triple Top,,0.0,,,-10.89
매도,137400.KS,피엔티,47950.0,48100.0,2026-03-05,,57.76,Triple Top,,0.0,,,-0.31
매도,075580.KS,세진중공업,17310.0,17770.0,2026-03-05,,43.29,Triple Top,,0.0,,,-2.59
매도,079900.KS,전진건설로봇,54500.0,55357.65625,2026-03-05,,9.85,Triple Top,,0.0,,,-1.55
매도,053030.KS,바이넥스,13000.0,14690.0,2026-03-05,,-20.59,Triple Top,,0.0,,,-11.5
매도,294570.KS,쿠콘,30750.0,31800.0,2026-03-05,,5.51,Triple Top,,0.0,,,-3.3
매도,126600.KS,BGF에코머티리얼즈,3570.0,3801.51123046875,2026-03-05,,18.15,Triple Top,,0.0,,,-6.09
매도,373220.KS,LG에너지솔루션,383500.0,380000.0,2026-03-04,,31.34,Triple Top,,0.0,,,0.92
매도,034020.KS,두산에너빌리티,107300.0,86200.0,2026-03-04,,78.24,Triple Top,,0.0,,,24.48
매도,329180.KS,HD현대중공업,590000.0,530413.0625,2026-03-04,,38.52,Rect Top,,0.0,,,11.23
매도,028260.KS,삼성물산,299000.0,289500.0,2026-03-04,,86.86,Triple Top,,0.0,,,3.28
