rank,code,name,close,total_score,expected_return,expected_win_rate,state_score,event_score,macro_score
1,111870,KH 미래물산,630,190.78003135547235,0.031045231457872774,0.568614446781406,134.87943368859942,67.43971684429971,-11.539119177426773
2,003560,IHQ,508,169.16900440663707,0.031045231457872774,0.568614446781406,134.87943368859942,45.828689895464436,-11.539119177426773
3,033180,KH 필룩스,373,169.16900440663707,0.031045231457872774,0.568614446781406,134.87943368859942,45.828689895464436,-11.539119177426773
4,226360,KH 건설,116,169.16900440663707,0.031045231457872774,0.568614446781406,134.87943368859942,45.828689895464436,-11.539119177426773
5,307950,현대오토에버,400500,151.8661493005607,0.031515407290784475,0.5129089280358816,108.93684565199165,54.46842282599582,-11.539119177426773
6,000660,SK하이닉스,759000,132.10702554505855,0.029272069649230244,0.5156109027000071,95.76409648165689,47.882048240828446,-11.539119177426773
7,042700,한미반도체,189100,132.10702554505855,0.029272069649230244,0.5156109027000071,95.76409648165689,47.882048240828446,-11.539119177426773
8,086280,현대글로비스,212000,132.10702554505855,0.029272069649230244,0.5156109027000071,95.76409648165689,47.882048240828446,-11.539119177426773
9,005380,현대차,352500,132.10702554505855,0.029272069649230244,0.5156109027000071,95.76409648165689,47.882048240828446,-11.539119177426773
10,012330,현대모비스,398500,129.74345094351358,0.029272069649230244,0.5156109027000071,95.76409648165689,45.51847363928347,-11.539119177426773
11,016610,DB증권,12340,123.83810259534114,0.029272069649230244,0.5156109027000071,95.76409648165689,39.61312529111102,-11.539119177426773
12,402340,SK스퀘어,432000,123.83810259534114,0.029272069649230244,0.5156109027000071,95.76409648165689,39.61312529111102,-11.539119177426773
13,047810,한국항공우주,135300,123.83810259534114,0.029272069649230244,0.5156109027000071,95.76409648165689,39.61312529111102,-11.539119177426773
14,196300,HLB펩,9100,123.83810259534114,0.029272069649230244,0.5156109027000071,95.76409648165689,39.61312529111102,-11.539119177426773
15,014910,성문전자,1905,122.77505100727511,0.02789034796904602,0.5170553890602078,89.54278012313459,44.771390061567296,-11.539119177426773
16,308170,씨티알모빌리티,8120,122.77505100727511,0.02789034796904602,0.5170553890602078,89.54278012313459,44.771390061567296,-11.539119177426773
17,023810,인팩,10390,122.77505100727511,0.02789034796904602,0.5170553890602078,89.54278012313459,44.771390061567296,-11.539119177426773
18,003030,세아제강지주,116100,120.71047691077875,0.027994131816918746,0.5572355349585637,88.16639739213701,44.08319869606851,-11.539119177426773
19,036420,콘텐트리중앙,7590,120.71047691077875,0.027994131816918746,0.5572355349585637,88.16639739213701,44.08319869606851,-11.539119177426773
20,104200,NHN벅스,3720,118.61574593210615,0.029272069649230244,0.5156109027000071,95.76409648165689,34.39076862787604,-11.539119177426773
21,332570,PS일렉트로닉스,8270,118.61574593210615,0.029272069649230244,0.5156109027000071,95.76409648165689,34.39076862787604,-11.539119177426773
22,005930,삼성전자,142800,115.22387205136864,0.031515407290784475,0.5129089280358816,108.93684565199165,17.826145576803768,-11.539119177426773
23,024910,경창산업,2415,112.16563721757696,0.031515407290784475,0.5129089280358816,108.93684565199165,14.767910743012074,-11.539119177426773
24,001210,금호전기,757,111.91267755316382,0.0273818367110564,0.5205426861627894,82.30119782039372,41.15059891019686,-11.539119177426773
25,068290,삼성출판사,10360,109.3892102475134,0.026502068980237114,0.5479928864787144,80.61888628329345,40.309443141646724,-11.539119177426773
26,006370,대구백화점,5220,108.16392758574486,0.026556556723764464,0.5490072426910289,79.80203117544775,39.901015587723876,-11.539119177426773
27,012800,대창,1442,104.27683935452372,0.026748240574900616,0.5156954514766258,77.21063902130032,38.60531951065016,-11.539119177426773
28,029460,케이씨,28900,104.27683935452372,0.026748240574900616,0.5156954514766258,77.21063902130032,38.60531951065016,-11.539119177426773
29,454910,두산로보틱스,87800,100.2742494180245,0.02703360910797347,0.5156837579097334,74.54224573030085,37.271122865150424,-11.539119177426773
30,003160,디아이,27100,100.2742494180245,0.02703360910797347,0.5156837579097334,74.54224573030085,37.271122865150424,-11.539119177426773
