구분,티커,종목명,신호일,진입일,진입가,현재가/청산가,청산일,모멘텀(%),수급빈집,우선순위(%),패턴,상태,손절가,익절가,손익률(%),보유일수
오늘신호,034020.KS,두산에너빌리티,2026-04-08,2026-05-27,100350.0,101200.0,,53.8,0.9561,58.27,Inv H&S,,94661.4281538164,137774.1826594739,0.85,
오늘신호,052690.KS,한전기술,2026-04-08,2026-05-27,167000.0,172800.0,,68.19,-0.2544,34.01,Rect Bottom,,,,3.47,
오늘신호,001720.KS,신영증권,2026-04-08,2026-05-27,182375.0,208500.0,,72.31,0.0088,33.94,Inv H&S,,,,14.32,
오늘신호,009150.KS,삼성전기,2026-04-08,2026-05-27,466500.0,514000.0,,285.08,-0.7632,18.82,Rect Bottom,,,,10.18,
오늘신호,003470.KS,유안타증권,2026-04-08,2026-05-27,4710.0,4885.0,,32.21,0.7632,16.9,Inv H&S,,,,3.72,
오늘신호,011070.KS,LG이노텍,2026-04-08,2026-05-27,345000.0,347000.0,,134.78,-0.9737,2.01,Rect Bottom,,324580.19337326376,472407.52354582463,0.58,
오늘신호,017670.KS,SK텔레콤,2026-04-08,2026-05-27,82300.0,89000.0,,59.35,-0.5526,-5.34,Rect Bottom,,,,8.14,
매수,093370.KS,후성,2026-04-03,2026-05-22,8500.0,9710.0,,105.29,0.7018,66.45,Rect Bottom,,9709.344113010022,14131.383557365012,14.24,
매수,034020.KS,두산에너빌리티,2026-04-08,2026-05-27,100350.0,101200.0,,53.8,0.9561,58.27,Inv H&S,,94661.4281538164,137774.1826594739,0.85,
매수,100840.KS,SNT에너지,2026-04-03,2026-05-22,51000.0,55800.0,,35.85,0.6404,43.12,Rect Bottom,,50417.49977757613,73379.72772080677,9.41,
매수,267270.KS,HD현대건설기계,2026-04-01,2026-05-20,141500.0,160900.0,,85.66,0.114,37.8,Rect Bottom,,136753.96043565177,199037.4061740621,13.71,
매수,052690.KS,한전기술,2026-04-08,2026-05-27,167000.0,172800.0,,68.19,-0.2544,34.01,Rect Bottom,,,,3.47,
매수,001720.KS,신영증권,2026-04-08,2026-05-27,182375.0,208500.0,,72.31,0.0088,33.94,Inv H&S,,,,14.32,
매수,298020.KS,효성티앤씨,2026-04-07,2026-05-26,386227.27272727294,409000.0,,55.97,0.4298,29.62,Inv H&S,,383042.04376470175,557495.3339827526,5.9,
매수,009150.KS,삼성전기,2026-04-08,2026-05-27,466500.0,514000.0,,285.08,-0.7632,18.82,Rect Bottom,,,,10.18,
매수,003470.KS,유안타증권,2026-04-08,2026-05-27,4710.0,4885.0,,32.21,0.7632,16.9,Inv H&S,,,,3.72,
매수,082640.KS,동양생명,2026-03-27,2026-05-15,8480.0,8680.0,,28.02,0.5263,14.42,Rect Bottom,,8222.07463905184,11966.749659849564,2.36,
매수,011070.KS,LG이노텍,2026-04-08,2026-05-27,345000.0,347000.0,,134.78,-0.9737,2.01,Rect Bottom,,324580.19337326376,472407.52354582463,0.58,
매수,017670.KS,SK텔레콤,2026-04-08,2026-05-27,82300.0,89000.0,,59.35,-0.5526,-5.34,Rect Bottom,,,,8.14,
매도패턴,030190.KS,NICE평가정보,2026-04-08,,15630.0,15220.0,,-6.85,0.0,0.0,Triple Top,,,,-2.62,
매도패턴,071050.KS,한국금융지주,2026-04-07,,214114.0625,239000.0,,75.89,0.0,0.0,H&S,,,,11.62,
매도패턴,180640.KS,한진칼,2026-04-07,,107800.0,114700.0,,-1.97,0.0,0.0,Rect Top,,,,6.4,
매도패턴,039490.KS,키움증권,2026-04-06,,564000.0,459500.0,,108.7,0.0,0.0,H&S,,,,-18.53,
매도패턴,000120.KS,CJ대한통운,2026-04-06,,113614.28571428591,104400.0,,19.45,0.0,0.0,H&S,,,,-8.11,
매도패턴,009970.KS,영원무역홀딩스,2026-04-03,,214000.0,215500.0,,57.64,0.0,0.0,Triple Top,,,,0.7,
매도패턴,034230.KS,파라다이스,2026-04-03,,15550.0,14850.0,,-1.84,0.0,0.0,Triple Top,,,,-4.5,
