티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
001430.KS,세아베스틸지주,58300.0,51300.0,2026-01-02,2026-01-27,272.05,Rect Bottom,,0.0,43680.0,
034020.KS,두산에너빌리티,84100.0,79700.0,2026-01-05,2026-01-30,260.17,Triple Bottom,,0.0,68800.0,
126340.KQ,비나텍,81600.0,77669.90625,2026-01-02,2026-01-27,246.59,Rect Bottom,,0.0,65200.0,
200470.KQ,에이팩트,7440.0,6851.666666666657,2025-12-26,2026-01-20,217.95,Inv H&S,,0.0,5736.0,
054540.KQ,삼영엠텍,16240.0,15900.0,2026-01-09,2026-02-03,213.51,Triple Bottom,,0.0,12992.0,
097230.KS,HJ중공업,25550.0,24200.0,2026-01-08,2026-02-02,209.7,Triple Bottom,,0.0,20320.0,
071970.KS,HD현대마린엔진,98300.0,90200.0,2025-12-23,2026-01-17,189.97,Triple Bottom,,0.0,77120.0,
039490.KS,키움증권,308500.0,300460.65625,2026-01-02,2026-01-27,181.7,Rect Bottom,,0.0,237600.0,
267260.KS,HD현대일렉트릭,843000.0,866000.0,2026-01-05,2026-01-30,175.68,Triple Bottom,,0.0,660800.0,
039030.KQ,이오테크닉스,311500.0,300920.1875,2026-01-05,2026-01-30,163.82,Rect Bottom,,0.0,247600.0,
103590.KS,일진전기,60100.0,60400.0,2026-01-05,2026-01-30,163.6,Triple Bottom,,0.0,50800.0,
095610.KQ,테스,53000.0,49234.61328125,2026-01-02,2026-01-27,157.33,Triple Bottom,,0.0,45280.0,
064260.KQ,다날,7020.0,7280.0,2025-12-19,2026-01-13,151.16,Triple Bottom,,0.0,6104.0,
071050.KS,한국금융지주,169200.0,167400.0,2025-12-29,2026-01-23,147.01,Triple Bottom,,0.0,132720.0,
004310.KS,현대약품,8040.0,7030.0,2025-12-24,2026-01-18,146.63,Rect Bottom,,0.0,6016.0,
071055.KS,한국금융지주우,128400.0,131200.0,2026-01-05,2026-01-30,141.81,Triple Bottom,,0.0,105360.0,
170920.KQ,엘티씨,21700.0,19107.052734375,2025-12-30,2026-01-24,134.59,Rect Bottom,,0.0,15920.0,
034730.KS,SK,280000.0,279500.0,2026-01-06,2026-01-31,134.05,Rect Bottom,,0.0,228000.0,
075580.KS,세진중공업,19950.0,18690.0,2026-01-07,2026-02-01,131.44,Triple Bottom,,0.0,15144.0,
028260.KS,삼성물산,262000.0,255000.0,2026-01-06,2026-01-31,130.43,Rect Bottom,,0.0,208000.0,
001440.KS,대한전선,25450.0,24400.0,2026-01-05,2026-01-30,124.03,Rect Bottom,,0.0,21560.0,
000500.KS,가온전선,89100.0,90700.0,2026-01-06,2026-01-31,119.46,Triple Bottom,,0.0,75200.0,
016610.KS,DB증권,11940.0,10850.0,2026-01-02,2026-01-27,113.21,Rect Bottom,,0.0,8752.0,
00088K.KS,한화3우B,40150.0,38950.0,2026-01-09,2026-02-03,112.77,Triple Bottom,,0.0,32120.0,
000880.KS,한화,90500.0,84800.0,2026-01-06,2026-01-31,108.29,Triple Bottom,,0.0,67440.0,
131970.KQ,두산테스나,50600.0,53800.0,2026-01-02,2026-01-27,106.53,Rect Bottom,,0.0,44800.0,
071320.KS,지역난방공사,96800.0,110400.0,2025-12-15,2026-01-09,104.22,Rect Bottom,,0.0,90000.0,
014680.KS,한솔케미칼,229000.0,248000.0,2026-01-05,2026-01-30,103.01,Rect Bottom,,0.0,196400.0,
195870.KS,해성디에스,48000.0,55900.0,2025-12-17,2026-01-11,102.96,Rect Bottom,,0.0,44640.0,
010580.KS,에스엠벡셀,2390.0,2140.0,2025-12-24,2026-01-18,100.84,Triple Bottom,,0.0,1784.0,
