date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-26,1,─,IT,32.74,26.75,1.22
2026-01-26,2,▲+1,로봇,55.78,48.0,1.11
2026-01-26,3,▲+1,AI,25.34,25.81,0.88
2026-01-26,4,▲+5,건설,25.66,30.44,0.78
2026-01-26,5,▲+9,금,26.35,23.12,0.73
2026-01-26,6,▼-4,자동차,41.05,43.8,0.67
2026-01-26,7,▲+1,금융,12.97,24.71,0.58
2026-01-26,8,▼-3,방산/우주항공,36.22,46.87,0.55
2026-01-26,9,▼-3,전력/인프라,29.85,35.96,0.23
2026-01-26,10,▼-3,반도체,28.38,36.7,0.16
2026-01-26,11,▲+5,철강/금속,24.04,40.2,0.07
2026-01-26,12,▼-1,원자력,25.02,36.4,0.04
2026-01-26,13,─,신재생에너지,16.61,32.87,-0.09
2026-01-26,14,▼-2,부동산/리츠,4.66,7.53,-0.11
2026-01-26,15,▼-5,운송,11.78,22.54,-0.13
2026-01-26,16,▲+2,에너지/화학,12.5,30.76,-0.38
2026-01-26,17,▲+3,2차전지,21.55,48.69,-0.44
2026-01-26,18,▼-1,바이오/헬스케어,15.99,37.08,-0.53
2026-01-26,19,▲+2,플랫폼,5.75,18.36,-0.58
2026-01-26,20,▲+3,소비재,6.19,19.05,-0.58
2026-01-26,21,▼-2,소프트웨어,8.24,27.79,-0.66
2026-01-26,22,▼-7,조선/해운,12.48,38.66,-0.69
2026-01-26,23,▲+1,게임,4.07,28.19,-0.95
2026-01-26,24,▼-2,미디어/엔터,3.01,30.74,-1.05
