date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-17,1,▲+1,금융,24.96,45.35,1.21
2026-04-17,2,▼-1,건설,58.4,78.46,0.76
2026-04-17,3,─,부동산/리츠,6.09,11.48,0.71
2026-04-17,4,─,전력/인프라,49.21,68.04,0.7
2026-04-17,5,─,2차전지,25.38,52.76,0.68
2026-04-17,6,▲+2,IT,37.84,61.14,0.43
2026-04-17,7,▲+3,에너지/화학,17.67,46.33,0.21
2026-04-17,8,▼-1,신재생에너지,32.71,57.11,0.2
2026-04-17,9,▼-3,원자력,40.36,71.23,0.2
2026-04-17,10,▲+1,철강/금속,17.69,50.75,0.07
2026-04-17,11,▼-2,반도체,35.58,68.77,0.05
2026-04-17,12,▲+2,AI,25.78,56.69,0.03
2026-04-17,13,─,소비재,11.88,36.57,0.02
2026-04-17,14,▼-2,자동차,24.99,57.17,-0.04
2026-04-17,15,─,방산/우주항공,24.64,67.91,-0.06
2026-04-17,16,▲+4,금,7.3,34.87,-0.17
2026-04-17,17,▲+4,게임,7.99,40.66,-0.26
2026-04-17,18,▼-2,운송,7.53,36.28,-0.48
2026-04-17,19,▼-2,플랫폼,7.69,38.75,-0.5
2026-04-17,20,▲+3,소프트웨어,3.11,45.91,-0.67
2026-04-17,21,▼-3,로봇,10.73,61.03,-0.67
2026-04-17,22,▼-3,조선/해운,0.76,48.28,-0.87
2026-04-17,23,▼-1,바이오/헬스케어,3.29,52.09,-1.08
2026-04-17,24,─,미디어/엔터,-4.93,40.49,-1.21
