티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
001430.KS,세아베스틸지주,57500.0,51300.0,2026-01-02,2026-01-27,266.01,Rect Bottom,,0.0,43680.0,
034020.KS,두산에너빌리티,84700.0,79700.0,2026-01-05,2026-01-30,261.97,Triple Bottom,,0.0,68800.0,
126340.KQ,비나텍,84100.0,77669.90625,2026-01-02,2026-01-27,260.93,Rect Bottom,,0.0,65200.0,
054540.KQ,삼영엠텍,15660.0,15430.0,2025-12-23,2026-01-17,206.46,Triple Bottom,,0.0,13072.0,
071970.KS,HD현대마린엔진,95500.0,90200.0,2025-12-23,2026-01-17,206.09,Triple Bottom,,0.0,77120.0,
097230.KS,HJ중공업,24300.0,24200.0,2026-01-08,2026-02-02,194.55,Triple Bottom,,0.0,19440.0,
039490.KS,키움증권,307000.0,300460.65625,2026-01-02,2026-01-27,181.08,Rect Bottom,,0.0,237600.0,
103590.KS,일진전기,63000.0,60400.0,2026-01-05,2026-01-30,179.38,Triple Bottom,,0.0,50800.0,
039030.KQ,이오테크닉스,325000.0,300920.1875,2026-01-05,2026-01-30,171.36,Rect Bottom,,0.0,247600.0,
267260.KS,HD현대일렉트릭,835000.0,866000.0,2026-01-05,2026-01-30,169.98,Triple Bottom,,0.0,660800.0,
064260.KQ,다날,6900.0,7280.0,2025-12-19,2026-01-13,150.0,Triple Bottom,,0.0,6104.0,
071055.KS,한국금융지주우,130000.0,131200.0,2026-01-05,2026-01-30,146.68,Triple Bottom,,0.0,105360.0,
071050.KS,한국금융지주,167400.0,167400.0,2025-12-29,2026-01-23,145.81,Triple Bottom,,0.0,132720.0,
075580.KS,세진중공업,19180.0,18690.0,2026-01-07,2026-02-01,143.09,Triple Bottom,,0.0,15144.0,
001440.KS,대한전선,26300.0,24400.0,2026-01-05,2026-01-30,133.16,Rect Bottom,,0.0,21560.0,
028260.KS,삼성물산,265000.0,255000.0,2026-01-06,2026-01-31,131.44,Rect Bottom,,0.0,208000.0,
034730.KS,SK,275000.0,279500.0,2026-01-06,2026-01-31,129.87,Rect Bottom,,0.0,228000.0,
000500.KS,가온전선,90600.0,90700.0,2026-01-06,2026-01-31,128.5,Triple Bottom,,0.0,75200.0,
014680.KS,한솔케미칼,248000.0,248000.0,2026-01-05,2026-01-30,127.94,Rect Bottom,,0.0,196400.0,
131970.KQ,두산테스나,53700.0,53800.0,2026-01-02,2026-01-27,120.99,Rect Bottom,,0.0,44800.0,
016610.KS,DB증권,11960.0,10850.0,2026-01-02,2026-01-27,118.25,Rect Bottom,,0.0,8752.0,
195870.KS,해성디에스,50500.0,55900.0,2025-12-17,2026-01-11,115.35,Rect Bottom,,0.0,44640.0,
006910.KQ,보성파워텍,5520.0,5490.0,2026-01-05,2026-01-30,114.37,Triple Bottom,,0.0,4640.0,
103140.KS,풍산,115500.0,104500.0,2025-12-23,2026-01-17,111.15,Triple Bottom,,0.0,85920.0,
228760.KQ,지노믹트리,31750.0,30250.0,2026-01-05,2026-01-30,110.13,Triple Bottom,,0.0,25560.0,
000880.KS,한화,86100.0,84800.0,2026-01-06,2026-01-31,104.76,Triple Bottom,,0.0,67440.0,
010580.KS,에스엠벡셀,2435.0,2140.0,2025-12-24,2026-01-18,104.62,Triple Bottom,,0.0,1784.0,
032830.KS,삼성생명,157800.0,151825.0,2025-12-19,2026-01-13,104.4,Inv H&S,,0.0,124640.0,
023590.KS,다우기술,38700.0,37750.0,2025-12-15,2026-01-09,98.06,Triple Bottom,,0.0,32240.0,
060250.KQ,NHN KCP,14720.0,15635.0,2026-01-06,2026-01-31,96.71,Triple Bottom,,0.0,13000.0,
