date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-03,1,▲+1,건설,52.15,68.64,1.62
2026-04-03,2,▼-1,금융,16.45,47.3,1.25
2026-04-03,3,▲+5,부동산/리츠,4.58,12.06,1.03
2026-04-03,4,▲+3,신재생에너지,35.7,60.22,0.96
2026-04-03,5,▼-2,원자력,35.89,69.2,0.68
2026-04-03,6,▼-1,전력/인프라,34.08,69.7,0.68
2026-04-03,7,▲+2,IT,23.18,63.01,0.29
2026-04-03,8,▲+5,2차전지,20.26,57.67,0.18
2026-04-03,9,▲+5,자동차,20.76,57.84,0.12
2026-04-03,10,▼-4,반도체,20.64,68.94,-0.03
2026-04-03,11,▲+5,소비재,4.22,38.61,-0.05
2026-04-03,12,▲+9,철강/금속,11.97,55.7,-0.1
2026-04-03,13,▼-3,AI,13.59,58.01,-0.1
2026-04-03,14,▼-10,방산/우주항공,15.98,69.18,-0.16
2026-04-03,15,▲+3,운송,5.79,38.8,-0.18
2026-04-03,16,▲+1,에너지/화학,9.59,52.85,-0.2
2026-04-03,17,▲+2,로봇,8.41,61.32,-0.5
2026-04-03,18,▼-6,게임,-1.01,45.84,-0.54
2026-04-03,19,▼-4,플랫폼,-0.48,40.25,-0.62
2026-04-03,20,▲+2,금,3.11,42.49,-0.71
2026-04-03,21,▼-1,조선/해운,-1.11,52.41,-0.72
2026-04-03,22,▼-11,바이오/헬스케어,-1.9,53.54,-0.77
2026-04-03,23,─,소프트웨어,-8.73,44.95,-1.1
2026-04-03,24,─,미디어/엔터,-13.18,43.63,-1.45
