티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
458870.KQ,씨어스테크놀로지,152700.0,135000.0,2026-01-20,2026-02-04,1076.43,Rect Bottom,,0.0,101400.0,195000.0
124500.KQ,아이티센글로벌,33850.0,33950.0,2026-01-12,2026-01-27,442.47,Rect Bottom,,0.0,29094.0,55950.0
298040.KS,효성중공업,2377000.0,2328000.0,2026-01-16,2026-01-31,417.3,Rect Bottom,,0.0,1840800.0,3540000.0
278470.KS,에이피알,279500.0,269500.0,2026-01-22,2026-02-06,281.03,Rect Bottom,,0.0,218010.0,419250.0
090360.KQ,로보스타,86600.0,83500.0,2026-01-19,2026-02-03,249.19,Rect Bottom,,0.0,74100.0,142500.0
353200.KS,대덕전자,50100.0,49500.0,2026-01-15,2026-01-30,239.89,Triple Bottom,,0.0,39936.0,76800.0
267250.KS,HD현대,247500.0,226500.0,2026-01-12,2026-01-27,228.23,Rect Bottom,,0.0,177060.0,340500.0
214370.KQ,케어젠,74100.0,73800.0,2026-01-19,2026-02-03,211.02,Triple Bottom,,0.0,59904.0,115200.0
000155.KS,두산우,520000.0,504000.0,2026-01-14,2026-01-29,207.69,Triple Bottom,,0.0,407940.0,784500.0
267260.KS,HD현대일렉트릭,900000.0,868000.0,2026-01-12,2026-01-27,201.69,Rect Bottom,,0.0,698880.0,1344000.0
097230.KS,HJ중공업,23750.0,24200.0,2026-01-08,2026-01-23,197.62,Triple Bottom,,0.0,19812.0,38100.0
004800.KS,효성,150700.0,140700.0,2026-01-15,2026-01-30,191.49,Triple Bottom,,0.0,115440.0,222000.0
062040.KS,산일전기,142400.0,133615.38461538462,2026-01-14,2026-01-29,188.26,Inv H&S,,0.0,112164.0,215700.0
010120.KS,LS ELECTRIC,522000.0,518000.0,2026-01-14,2026-01-29,171.45,Rect Bottom,,0.0,418080.0,804000.0
000157.KS,두산2우B,447000.0,452500.0,2026-01-20,2026-02-04,166.71,Triple Bottom,,0.0,351390.0,675750.0
054540.KQ,삼영엠텍,14210.0,15900.0,2026-01-09,2026-01-24,150.18,Triple Bottom,,0.0,12885.6,24780.0
032350.KS,롯데관광개발,23950.0,23600.0,2026-01-22,2026-02-06,149.22,Rect Bottom,,0.0,18681.0,35925.0
244920.KS,에이플러스에셋,10660.0,9850.0,2026-01-14,2026-01-29,145.06,Rect Bottom,,0.0,8182.200000000001,15735.0
099440.KQ,스맥,6780.0,7070.0,2026-01-21,2026-02-05,144.77,Rect Bottom,,0.0,5764.2,11085.0
071050.KS,한국금융지주,189400.0,182300.0,2026-01-16,2026-01-31,142.51,Rect Bottom,,0.0,142818.0,274650.0
00088K.KS,한화3우B,48900.0,43900.0,2026-01-13,2026-01-28,140.29,Rect Bottom,,0.0,34632.0,66600.0
170920.KQ,엘티씨,23450.0,23600.0,2026-01-21,2026-02-05,135.53,Rect Bottom,,0.0,18603.0,35775.0
071055.KS,한국금융지주우,138500.0,134500.0,2026-01-16,2026-01-31,133.16,Triple Bottom,,0.0,108030.0,207750.0
036810.KQ,에프에스티,40800.0,36534.65234375,2026-01-22,2026-02-06,128.17,Rect Bottom,,0.0,31824.0,61200.0
009155.KS,삼성전기우,126900.0,120900.0,2026-01-14,2026-01-29,124.6,Inv H&S,,0.0,97812.0,188100.0
001270.KS,부국증권,60300.0,61100.0,2026-01-16,2026-01-31,120.88,Triple Bottom,,0.0,49608.0,95400.0
115310.KQ,인포바인,70300.0,74788.890625,2026-01-20,2026-02-04,119.71,Triple Bottom,,0.0,56940.0,109500.0
032830.KS,삼성생명,181900.0,165400.0,2026-01-16,2026-01-31,119.69,Rect Bottom,,0.0,130104.0,250200.0
114190.KQ,강원에너지,15920.0,14380.0,2026-01-22,2026-02-06,117.49,Triple Bottom,,0.0,12417.6,23880.0
075580.KS,세진중공업,18700.0,18690.0,2026-01-07,2026-01-22,112.98,Triple Bottom,,0.0,14765.4,28395.0
