티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
458870.KQ,씨어스테크놀로지,137500.0,135000.0,2026-01-20,2026-02-04,958.51,Rect Bottom,,0.0,107250.0,206250.0
298040.KS,효성중공업,2314000.0,2328000.0,2026-01-16,2026-01-31,425.31,Rect Bottom,,0.0,1840800.0,3540000.0
124500.KQ,아이티센글로벌,32250.0,33950.0,2026-01-12,2026-01-27,401.56,Rect Bottom,,0.0,29094.0,55950.0
090360.KQ,로보스타,85000.0,83500.0,2026-01-19,2026-02-03,247.65,Rect Bottom,,0.0,74100.0,142500.0
097230.KS,HJ중공업,25150.0,24200.0,2026-01-08,2026-01-23,243.11,Triple Bottom,,0.0,19812.0,38100.0
353200.KS,대덕전자,50100.0,49500.0,2026-01-15,2026-01-30,240.82,Triple Bottom,,0.0,39936.0,76800.0
000155.KS,두산우,507000.0,504000.0,2026-01-14,2026-01-29,215.69,Triple Bottom,,0.0,407940.0,784500.0
004800.KS,효성,156900.0,140700.0,2026-01-15,2026-01-30,213.8,Triple Bottom,,0.0,115440.0,222000.0
214370.KQ,케어젠,78200.0,73800.0,2026-01-19,2026-02-03,211.36,Triple Bottom,,0.0,59904.0,115200.0
267260.KS,HD현대일렉트릭,910000.0,868000.0,2026-01-12,2026-01-27,207.09,Rect Bottom,,0.0,698880.0,1344000.0
054540.KQ,삼영엠텍,15080.0,15900.0,2026-01-09,2026-01-24,187.24,Triple Bottom,,0.0,12885.6,24780.0
062040.KS,산일전기,142100.0,133615.38461538462,2026-01-14,2026-01-29,187.07,Inv H&S,,0.0,112164.0,215700.0
010120.KS,LS ELECTRIC,518000.0,518000.0,2026-01-14,2026-01-29,186.98,Rect Bottom,,0.0,418080.0,804000.0
226950.KQ,올릭스,141900.0,141300.0,2026-01-05,2026-01-20,175.0,Rect Bottom,,0.0,114114.0,219450.0
103590.KS,일진전기,61400.0,60400.0,2026-01-05,2026-01-20,160.72,Triple Bottom,,0.0,49530.0,95250.0
244920.KS,에이플러스에셋,10950.0,9850.0,2026-01-14,2026-01-29,149.15,Rect Bottom,,0.0,8182.200000000001,15735.0
006730.KQ,서부T&D,14000.0,13100.0,2026-01-14,2026-01-29,148.01,Triple Bottom,,0.0,10553.4,20295.0
039030.KQ,이오테크닉스,292000.0,300920.1875,2026-01-05,2026-01-20,144.62,Rect Bottom,,0.0,241410.0,464250.0
075580.KS,세진중공업,20150.0,18690.0,2026-01-07,2026-01-22,142.48,Triple Bottom,,0.0,14765.4,28395.0
001270.KS,부국증권,65100.0,61100.0,2026-01-16,2026-01-31,140.22,Triple Bottom,,0.0,49608.0,95400.0
071050.KS,한국금융지주,181800.0,182300.0,2026-01-16,2026-01-31,138.9,Rect Bottom,,0.0,142818.0,274650.0
015760.KS,한국전력,59800.0,52200.0,2026-01-13,2026-01-28,137.3,Rect Bottom,,0.0,42900.0,82500.0
218410.KQ,RFHIC,34850.0,36640.4609375,2026-01-06,2026-01-21,136.02,Triple Bottom,,0.0,29640.0,57000.0
071055.KS,한국금융지주우,136100.0,134500.0,2026-01-16,2026-01-31,131.86,Triple Bottom,,0.0,108030.0,207750.0
127120.KQ,제이에스링크,21050.0,19530.0,2026-01-16,2026-01-31,127.81,Rect Bottom,,0.0,15600.0,30000.0
001440.KS,대한전선,26200.0,24400.0,2026-01-05,2026-01-20,124.7,Rect Bottom,,0.0,21021.0,40425.0
034730.KS,SK,290500.0,279500.0,2026-01-06,2026-01-21,123.21,Rect Bottom,,0.0,222300.0,427500.0
009155.KS,삼성전기우,124300.0,120900.0,2026-01-14,2026-01-29,122.36,Inv H&S,,0.0,97812.0,188100.0
014680.KS,한솔케미칼,258000.0,248000.0,2026-01-05,2026-01-20,117.91,Rect Bottom,,0.0,191490.0,368250.0
010140.KS,삼성중공업,30800.0,27050.0,2026-01-09,2026-01-24,115.38,Triple Bottom,,0.0,22230.0,42750.0
