date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-17,1,▲+10,Real Estate,9.37,12.92,1.67
2026-04-17,2,─,Semiconductors,23.94,38.91,1.0
2026-04-17,3,▲+9,Mortgage REITs,7.94,17.13,0.84
2026-04-17,4,▼-3,Banks,8.79,21.05,0.54
2026-04-17,5,▲+1,Utilities,7.48,16.31,0.53
2026-04-17,6,▲+3,Materials,16.83,41.81,0.52
2026-04-17,7,▲+6,Technology,9.53,24.34,0.42
2026-04-17,8,▲+2,Metals & Mining,16.38,41.49,0.4
2026-04-17,9,▼-2,Biotechnology,14.92,33.69,0.4
2026-04-17,10,▲+9,Silver Miners,20.14,56.95,0.31
2026-04-17,11,▼-3,Electric Energy Infrastructure,9.22,24.95,0.28
2026-04-17,12,▲+8,Telecom,6.15,19.58,0.06
2026-04-17,13,▲+2,Leisure & Entertainment,14.89,60.38,0.04
2026-04-17,14,▼-9,Financials,5.53,19.83,0.02
2026-04-17,15,▲+7,Consumer Staples,5.96,18.4,-0.01
2026-04-17,16,▲+1,Pharmaceutical,6.1,18.22,-0.03
2026-04-17,17,▲+1,Uranium,12.15,52.41,-0.07
2026-04-17,18,▼-2,Clean Energy,9.24,35.74,-0.08
2026-04-17,19,▲+2,Nuclear Energy,6.7,36.72,-0.2
2026-04-17,20,▼-6,Industrials,5.07,24.76,-0.33
2026-04-17,21,▲+5,Consumer Discretionary,2.33,45.99,-0.43
2026-04-17,22,▼-18,Energy,5.09,20.29,-0.47
2026-04-17,23,▲+1,Cloud Computing,3.96,35.51,-0.52
2026-04-17,24,▼-1,Healthcare,2.86,18.63,-0.59
2026-04-17,25,─,Cryptocurrency,-0.51,45.82,-0.59
2026-04-17,26,▲+2,Internet,-0.33,25.83,-0.8
2026-04-17,27,─,Medical Devices,-1.1,20.83,-1.21
2026-04-17,28,▼-25,Automotive,-6.63,90.55,-1.26
2026-04-17,29,─,Software,-4.27,37.72,-1.28
