티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
000650.KS,천일고속,299500.0,286541.66666666605,2026-01-29,2026-03-30,647.82,Inv H&S,,0.0,275280.0,370000.0
174900.KQ,앱클론,62100.0,57600.0,2026-01-23,2026-03-24,429.86,Rect Bottom,,0.0,60263.99999999999,81000.0
353200.KS,대덕전자,59300.0,52900.0,2026-01-28,2026-03-29,288.6,Rect Bottom,,0.0,52545.0,70625.0
006805.KS,미래에셋증권우,19140.0,16930.0,2026-01-30,2026-03-31,244.86,Rect Bottom,,0.0,18228.0,24500.0
195870.KS,해성디에스,60600.0,58500.0,2026-01-26,2026-03-27,202.24,Rect Bottom,,0.0,53754.0,72250.0
078350.KQ,한양디지텍,27400.0,25750.0,2026-01-27,2026-03-28,188.42,Triple Bottom,,0.0,24924.0,33500.0
267250.KS,HD현대,231000.0,226500.0,2026-01-12,2026-03-13,184.04,Rect Bottom,,0.0,211110.0,283750.0
115180.KQ,큐리언트,32500.0,31450.0,2026-01-28,2026-03-29,181.14,Rect Bottom,,0.0,32270.999999999996,43375.0
034020.KS,두산에너빌리티,88000.0,95400.0,2026-02-04,2026-04-05,175.43,Rect Bottom,,0.0,87420.0,117500.0
002020.KS,코오롱,62800.0,55700.0,2026-01-29,2026-03-30,173.64,Rect Bottom,,0.0,53847.0,72375.0
102940.KQ,코오롱생명과학,63450.0,61200.0,2026-01-27,2026-03-28,160.57,Rect Bottom,,0.0,55613.99999999999,74750.0
004800.KS,효성,140500.0,140700.0,2026-01-15,2026-03-16,157.8,Triple Bottom,,0.0,137640.0,185000.0
170920.KQ,엘티씨,24700.0,23600.0,2026-01-21,2026-03-22,151.86,Rect Bottom,,0.0,22180.5,29812.5
010120.KS,LS ELECTRIC,582000.0,518000.0,2026-01-14,2026-03-15,143.51,Rect Bottom,,0.0,498479.99999999994,670000.0
033640.KQ,네패스,19170.0,17950.0,2026-01-29,2026-03-30,141.44,Triple Bottom,,0.0,17763.0,23875.0
001440.KS,대한전선,29600.0,27100.0,2026-01-20,2026-03-21,141.04,Rect Bottom,,0.0,25900.5,34812.5
115310.KQ,인포바인,75200.0,74788.890625,2026-01-20,2026-03-21,133.95,Triple Bottom,,0.0,67890.0,91250.0
042700.KS,한미반도체,191300.0,186500.0,2026-01-29,2026-03-30,133.58,Rect Bottom,,0.0,185907.0,249875.0
001270.KS,부국증권,68800.0,60400.0,2026-01-27,2026-03-28,132.43,Triple Bottom,,0.0,63239.99999999999,85000.0
034730.KS,SK,313500.0,301500.0,2026-01-28,2026-03-29,129.17,Rect Bottom,,0.0,298530.0,401250.0
032350.KS,롯데관광개발,25850.0,23600.0,2026-01-22,2026-03-23,129.17,Rect Bottom,,0.0,21855.0,29375.0
032830.KS,삼성생명,184500.0,165400.0,2026-01-16,2026-03-17,128.41,Triple Bottom,,0.0,155124.0,208500.0
103590.KS,일진전기,62600.0,63500.0,2026-01-28,2026-03-29,126.4,Rect Bottom,,0.0,61379.99999999999,82500.0
014680.KS,한솔케미칼,276500.0,252000.0,2026-01-20,2026-03-21,118.58,Triple Bottom,,0.0,239009.99999999997,321250.0
071050.KS,한국금융지주,203500.0,182300.0,2026-01-16,2026-03-17,117.65,Rect Bottom,,0.0,170283.0,228875.0
036810.KQ,에프에스티,39950.0,36534.65234375,2026-01-22,2026-03-23,116.0,Rect Bottom,,0.0,34782.0,46750.0
032500.KQ,케이엠더블유,18430.0,16400.0,2026-01-26,2026-03-27,111.6,Rect Bottom,,0.0,15809.999999999998,21250.0
054210.KQ,이랜텍,10300.0,9561.2646484375,2026-01-19,2026-03-20,110.01,Rect Bottom,,0.0,9467.4,12725.0
104830.KQ,원익머트리얼즈,42500.0,38350.832741477294,2026-01-28,2026-03-29,109.19,Inv H&S,,0.0,37200.0,50000.0
044490.KQ,태웅,28650.0,29000.0,2026-01-16,2026-03-17,107.16,Rect Bottom,,0.0,28271.999999999996,38000.0
