티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
034020.KS,두산에너빌리티,84000.0,79700.0,2026-01-05,2026-01-30,279.23,Triple Bottom,,0.0,68800.0,
126340.KQ,비나텍,85700.0,77669.90625,2026-01-02,2026-01-27,272.45,Rect Bottom,,0.0,65200.0,
001430.KS,세아베스틸지주,57200.0,51300.0,2026-01-02,2026-01-27,265.73,Rect Bottom,,0.0,43680.0,
097230.KS,HJ중공업,24300.0,24200.0,2026-01-07,2026-02-01,253.2,Triple Bottom,,0.0,19440.0,
071970.KS,HD현대마린엔진,90100.0,90200.0,2025-12-23,2026-01-17,220.07,Triple Bottom,,0.0,77120.0,
054540.KQ,삼영엠텍,14720.0,15430.0,2025-12-23,2026-01-17,195.88,Triple Bottom,,0.0,13072.0,
103590.KS,일진전기,63500.0,60400.0,2026-01-05,2026-01-30,184.75,Triple Bottom,,0.0,50800.0,
039490.KS,키움증권,310000.0,300460.65625,2026-01-02,2026-01-27,183.82,Rect Bottom,,0.0,237600.0,
267260.KS,HD현대일렉트릭,821000.0,866000.0,2026-01-05,2026-01-30,162.5,Triple Bottom,,0.0,660800.0,
064260.KQ,다날,7000.0,7280.0,2025-12-19,2026-01-13,158.78,Triple Bottom,,0.0,6104.0,
039030.KQ,이오테크닉스,307500.0,300920.1875,2026-01-05,2026-01-30,153.16,Rect Bottom,,0.0,247600.0,
071055.KS,한국금융지주우,132400.0,131200.0,2026-01-05,2026-01-30,151.23,Triple Bottom,,0.0,105360.0,
071050.KS,한국금융지주,170400.0,167400.0,2025-12-29,2026-01-23,147.31,Triple Bottom,,0.0,132720.0,
075580.KS,세진중공업,18800.0,18690.0,2026-01-07,2026-02-01,144.47,Triple Bottom,,0.0,15040.0,
170920.KQ,엘티씨,21750.0,19107.052734375,2025-12-30,2026-01-24,143.51,Rect Bottom,,0.0,15920.0,
014680.KS,한솔케미칼,252000.0,248000.0,2026-01-05,2026-01-30,140.69,Rect Bottom,,0.0,196400.0,
001440.KS,대한전선,26300.0,24400.0,2026-01-05,2026-01-30,138.87,Rect Bottom,,0.0,21560.0,
034730.KS,SK,282000.0,279500.0,2026-01-06,2026-01-31,134.94,Rect Bottom,,0.0,228000.0,
028260.KS,삼성물산,265000.0,255000.0,2026-01-06,2026-01-31,132.86,Rect Bottom,,0.0,208000.0,
000500.KS,가온전선,88700.0,90700.0,2026-01-06,2026-01-31,130.09,Triple Bottom,,0.0,75200.0,
016610.KS,DB증권,12340.0,10850.0,2026-01-02,2026-01-27,126.42,Rect Bottom,,0.0,8752.0,
006910.KQ,보성파워텍,5650.0,5490.0,2026-01-05,2026-01-30,123.32,Triple Bottom,,0.0,4640.0,
131970.KQ,두산테스나,52300.0,53800.0,2026-01-02,2026-01-27,118.83,Rect Bottom,,0.0,44800.0,
195870.KS,해성디에스,50800.0,55900.0,2025-12-17,2026-01-11,117.56,Rect Bottom,,0.0,44640.0,
103140.KS,풍산,113100.0,104500.0,2025-12-23,2026-01-17,113.4,Triple Bottom,,0.0,85920.0,
228760.KQ,지노믹트리,31600.0,30250.0,2026-01-05,2026-01-30,113.37,Triple Bottom,,0.0,25560.0,
032500.KQ,케이엠더블유,15240.0,16000.0,2025-12-22,2026-01-16,109.63,Triple Bottom,,0.0,13120.0,
071320.KS,지역난방공사,96900.0,110400.0,2025-12-15,2026-01-09,108.16,Rect Bottom,,0.0,90000.0,
032830.KS,삼성생명,162000.0,151825.0,2025-12-19,2026-01-13,105.58,Inv H&S,,0.0,124640.0,
060250.KQ,NHN KCP,15150.0,15635.0,2026-01-06,2026-01-31,102.72,Triple Bottom,,0.0,13000.0,
