구분,티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가,손익률(%)
매수,099320.KS,쎄트렉아이,187500.0,192100.0,2026-03-12,2026-06-03,273.88,Rect Bottom,,0.0,,,-2.39
매수,005380.KS,현대차,522000.0,525692.3125,2026-02-25,2026-05-19,158.67,Rect Bottom,,0.0,516600.0,,-0.7
매수,007660.KS,이수페타시스,114300.0,125400.0,2026-02-27,2026-05-21,142.42,Rect Bottom,,0.0,112950.0,,-8.85
매수,083650.KS,비에이치아이,105100.0,93500.0,2026-03-09,2026-05-31,141.06,Triple Bottom,,0.0,95220.0,,12.41
매수,064760.KS,티씨케이,230500.0,236500.0,2026-03-16,2026-06-07,132.32,Triple Bottom,,0.0,225000.0,,-2.54
매수,010060.KS,OCI홀딩스,165000.0,152000.0,2026-03-12,2026-06-03,131.8,Rect Bottom,,0.0,,,8.55
매수,101490.KS,에스앤에스텍,86500.0,93700.0,2026-02-20,2026-05-14,123.04,Rect Bottom,,0.0,85770.0,,-7.68
매수,058470.KS,리노공업,110000.0,99800.0,2026-02-26,2026-05-20,120.28,Rect Bottom,,0.0,91440.0,,10.22
매수,105840.KS,우진,26400.0,27650.0,2026-03-13,2026-06-04,108.42,Rect Bottom,,0.0,,,-4.52
매수,047810.KS,한국항공우주,202000.0,197600.0,2026-03-17,2026-06-08,107.61,Triple Bottom,,0.0,181800.0,,2.23
매수,005850.KS,에스엘,65700.0,58200.0,2026-02-20,2026-05-14,104.35,Rect Bottom,,0.0,56700.0,,12.89
매수,006110.KS,삼아알미늄,35250.0,32750.0,2026-03-13,2026-06-04,97.9,Rect Bottom,,0.0,,,7.63
매수,039200.KS,오스코텍,54900.0,56600.0,2026-03-16,2026-06-07,93.99,Triple Bottom,,0.0,52830.0,,-3.0
매수,073490.KS,이노와이어리스,40900.0,35800.0,2026-03-10,2026-06-01,84.65,Rect Bottom,,0.0,34920.0,,14.25
매수,034020.KS,두산에너빌리티,104400.0,102125.0,2026-02-20,2026-05-14,71.15,Inv H&S,,0.0,94770.0,,2.23
