date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-11,1,▲+1,Consumer Staples,10.81,14.26,1.28
2026-02-11,2,▼-1,Energy,14.53,17.81,1.22
2026-02-11,3,▲+1,Utilities,9.43,14.25,1.08
2026-02-11,4,▲+1,Materials,29.76,49.18,0.92
2026-02-11,5,▲+4,Electric Energy Infrastructure,11.81,20.6,0.84
2026-02-11,6,▲+1,Silver Miners,42.88,71.95,0.75
2026-02-11,7,▼-4,Pharmaceutical,10.75,17.97,0.64
2026-02-11,8,▲+3,Semiconductors,20.07,35.45,0.61
2026-02-11,9,▼-3,Banks,10.25,23.64,0.41
2026-02-11,10,─,Metals & Mining,22.88,49.18,0.35
2026-02-11,11,▲+5,Clean Energy,13.97,36.01,0.27
2026-02-11,12,▼-4,Industrials,8.05,20.21,0.26
2026-02-11,13,▲+1,Real Estate,4.75,13.89,0.25
2026-02-11,14,▲+1,Uranium,23.61,66.5,0.16
2026-02-11,15,▼-2,Mortgage REITs,4.34,15.77,0.15
2026-02-11,16,▼-4,Biotechnology,9.88,28.31,-0.01
2026-02-11,17,▲+3,Nuclear Energy,10.96,43.5,-0.08
2026-02-11,18,▲+1,Telecom,3.1,15.84,-0.23
2026-02-11,19,▼-2,Healthcare,4.33,16.61,-0.23
2026-02-11,20,▲+1,Financials,3.08,17.38,-0.35
2026-02-11,21,▲+2,Technology,1.41,21.96,-0.54
2026-02-11,22,─,Consumer Discretionary,2.66,38.3,-0.75
2026-02-11,23,▲+1,Leisure & Entertainment,-4.78,46.6,-0.76
2026-02-11,24,▼-6,Automotive,-15.83,81.77,-0.9
2026-02-11,25,▲+1,Cloud Computing,-4.37,30.18,-1.03
2026-02-11,26,▲+1,Medical Devices,-2.36,16.06,-1.26
2026-02-11,27,▼-2,Internet,-7.33,22.51,-1.51
2026-02-11,28,─,Cryptocurrency,-22.46,60.4,-1.53
2026-02-11,29,─,Software,-12.85,28.44,-1.7
