date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-13,1,▲+4,Metals & Mining,30.61,36.67,1.77
2026-01-13,2,▲+2,Silver Miners,37.88,46.05,1.23
2026-01-13,3,▲+3,Materials,24.67,31.62,1.2
2026-01-13,4,▲+5,Industrials,12.44,19.37,1.12
2026-01-13,5,▲+7,Semiconductors,17.88,30.05,0.83
2026-01-13,6,▼-5,Pharmaceutical,10.11,14.18,0.69
2026-01-13,7,▲+8,Uranium,17.34,48.14,0.4
2026-01-13,8,▲+8,Clean Energy,13.9,31.61,0.38
2026-01-13,9,▼-6,Biotechnology,13.57,24.04,0.24
2026-01-13,10,▲+11,Energy,6.7,18.99,0.23
2026-01-13,11,▼-9,Healthcare,7.58,15.28,0.13
2026-01-13,12,▲+1,Mortgage REITs,3.7,11.11,0.1
2026-01-13,13,▲+1,Telecom,4.35,10.81,0.02
2026-01-13,14,▲+4,Nuclear Energy,8.03,34.56,-0.09
2026-01-13,15,▲+7,Technology,4.59,16.62,-0.17
2026-01-13,16,▲+7,Consumer Staples,3.1,13.68,-0.23
2026-01-13,17,▼-7,Leisure & Entertainment,6.01,33.24,-0.31
2026-01-13,18,▼-1,Consumer Discretionary,6.72,37.74,-0.43
2026-01-13,19,─,Electric Energy Infrastructure,3.81,20.15,-0.45
2026-01-13,20,▲+8,Cryptocurrency,0.87,40.24,-0.46
2026-01-13,21,▼-13,Financials,3.91,15.27,-0.47
2026-01-13,22,▼-11,Banks,4.81,17.05,-0.47
2026-01-13,23,▼-3,Utilities,2.37,13.12,-0.57
2026-01-13,24,▼-17,Medical Devices,3.53,17.89,-0.63
2026-01-13,25,─,Cloud Computing,2.98,21.26,-0.67
2026-01-13,26,─,Internet,2.06,21.4,-0.69
2026-01-13,27,▼-3,Real Estate,0.2,10.49,-0.73
2026-01-13,28,▼-1,Automotive,-11.77,81.4,-1.01
2026-01-13,29,─,Software,-4.29,18.83,-1.65
