date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-10,1,─,건설,68.05,81.16,1.63
2026-04-10,2,─,금융,22.53,49.22,1.33
2026-04-10,3,─,부동산/리츠,5.47,11.45,0.84
2026-04-10,4,▲+1,전력/인프라,40.49,71.63,0.69
2026-04-10,5,▲+3,2차전지,23.46,56.45,0.59
2026-04-10,6,─,원자력,37.38,74.29,0.48
2026-04-10,7,▼-3,신재생에너지,29.01,60.47,0.44
2026-04-10,8,▼-1,IT,30.23,65.12,0.42
2026-04-10,9,▲+2,반도체,29.11,71.98,0.21
2026-04-10,10,▲+6,에너지/화학,15.33,51.89,0.18
2026-04-10,11,▲+2,철강/금속,14.48,56.49,0.08
2026-04-10,12,▼-3,자동차,20.48,60.22,0.07
2026-04-10,13,▲+1,소비재,7.32,39.39,-0.08
2026-04-10,14,▼-2,AI,17.11,59.29,-0.08
2026-04-10,15,▼-5,방산/우주항공,17.81,70.93,-0.15
2026-04-10,16,▼-1,운송,5.59,39.45,-0.29
2026-04-10,17,▲+3,플랫폼,1.66,41.98,-0.63
2026-04-10,18,▼-1,로봇,5.01,63.99,-0.68
2026-04-10,19,▼-1,조선/해운,-2.89,53.44,-0.86
2026-04-10,20,▼-1,게임,-2.73,44.89,-0.86
2026-04-10,21,─,금,-1.2,42.37,-0.9
2026-04-10,22,─,바이오/헬스케어,-2.7,54.1,-0.98
2026-04-10,23,─,소프트웨어,-7.65,46.52,-1.09
2026-04-10,24,─,미디어/엔터,-13.42,44.57,-1.55
