date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-17,1,▲+2,건설,39.29,67.04,0.96
2026-03-17,2,▼-1,금융,18.56,54.65,0.93
2026-03-17,3,▼-1,반도체,44.87,81.45,0.7
2026-03-17,4,▲+2,원자력,40.3,77.62,0.65
2026-03-17,5,─,전력/인프라,38.6,73.98,0.59
2026-03-17,6,▼-2,IT,37.03,70.09,0.57
2026-03-17,7,─,방산/우주항공,34.08,83.01,0.48
2026-03-17,8,─,신재생에너지,29.29,77.44,0.33
2026-03-17,9,─,AI,26.05,66.17,0.22
2026-03-17,10,▲+1,자동차,24.31,74.38,0.02
2026-03-17,11,▼-1,금,13.21,33.24,-0.1
2026-03-17,12,▲+5,조선/해운,8.04,64.19,-0.24
2026-03-17,13,▲+7,부동산/리츠,2.28,18.53,-0.35
2026-03-17,14,▲+1,로봇,15.74,78.0,-0.41
2026-03-17,15,▼-3,에너지/화학,7.45,65.07,-0.47
2026-03-17,16,▲+2,바이오/헬스케어,5.43,65.0,-0.49
2026-03-17,17,▼-3,철강/금속,6.34,66.48,-0.54
2026-03-17,18,▼-2,2차전지,8.44,80.54,-0.59
2026-03-17,19,▲+2,플랫폼,2.42,46.66,-0.62
2026-03-17,20,▼-7,운송,3.13,45.69,-0.66
2026-03-17,21,▼-2,게임,-1.03,45.93,-0.72
2026-03-17,22,▲+1,소프트웨어,-4.29,52.66,-0.96
2026-03-17,23,▼-1,소비재,-2.4,44.84,-1.02
2026-03-17,24,─,미디어/엔터,-7.59,47.37,-1.32
