date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-08,1,─,건설,67.84,73.33,2.06
2026-04-08,2,─,금융,21.41,48.04,1.35
2026-04-08,3,▲+3,부동산/리츠,4.4,11.55,0.77
2026-04-08,4,▼-1,원자력,41.06,71.63,0.76
2026-04-08,5,─,전력/인프라,38.68,69.82,0.75
2026-04-08,6,▲+3,IT,30.43,63.25,0.58
2026-04-08,7,▲+1,2차전지,23.01,57.64,0.37
2026-04-08,8,▲+3,반도체,28.21,69.77,0.28
2026-04-08,9,▼-5,신재생에너지,27.22,60.57,0.25
2026-04-08,10,▲+2,자동차,20.96,58.24,0.12
2026-04-08,11,▲+2,AI,16.38,57.66,-0.01
2026-04-08,12,▲+3,철강/금속,10.76,55.53,-0.16
2026-04-08,13,▲+3,에너지/화학,10.74,52.66,-0.23
2026-04-08,14,▲+4,운송,5.67,38.79,-0.27
2026-04-08,15,▼-1,방산/우주항공,13.73,70.06,-0.28
2026-04-08,16,▼-6,소비재,3.18,39.04,-0.34
2026-04-08,17,▼-10,게임,-2.02,46.02,-0.64
2026-04-08,18,▲+2,로봇,6.08,61.72,-0.66
2026-04-08,19,▲+3,금,0.24,42.51,-0.76
2026-04-08,20,▼-1,플랫폼,-1.27,40.81,-0.81
2026-04-08,21,─,조선/해운,-3.52,53.4,-0.93
2026-04-08,22,▼-5,바이오/헬스케어,-4.11,54.3,-0.95
2026-04-08,23,─,소프트웨어,-7.97,45.33,-1.06
2026-04-08,24,─,미디어/엔터,-14.12,44.04,-1.58
