date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-25,1,▲+1,건설,52.37,38.42,1.64
2026-02-25,2,▼-1,금융,44.03,42.46,1.44
2026-02-25,3,▲+5,운송,26.49,23.96,1.16
2026-02-25,4,▼-1,IT,54.05,41.61,1.1
2026-02-25,5,▲+4,전력/인프라,60.59,51.0,0.98
2026-02-25,6,▲+6,자동차,48.09,41.27,0.68
2026-02-25,7,▲+4,원자력,49.28,48.36,0.63
2026-02-25,8,▼-3,AI,40.4,38.86,0.56
2026-02-25,9,▼-3,반도체,51.33,52.96,0.48
2026-02-25,10,─,신재생에너지,40.8,50.81,0.3
2026-02-25,11,▼-4,플랫폼,15.91,25.45,0.04
2026-02-25,12,▼-8,소비재,14.99,26.51,0.02
2026-02-25,13,▲+2,에너지/화학,24.96,38.43,-0.07
2026-02-25,14,▼-1,부동산/리츠,5.07,7.62,-0.19
2026-02-25,15,▼-1,로봇,38.48,44.59,-0.34
2026-02-25,16,▲+1,철강/금속,26.79,43.9,-0.36
2026-02-25,17,▲+2,방산/우주항공,29.75,52.69,-0.46
2026-02-25,18,▼-2,2차전지,25.79,51.03,-0.51
2026-02-25,19,▲+5,조선/해운,11.84,40.88,-0.89
2026-02-25,20,▼-2,미디어/엔터,6.19,32.32,-0.9
2026-02-25,21,▼-1,금,18.44,56.39,-0.92
2026-02-25,22,▼-1,바이오/헬스케어,12.07,39.62,-0.96
2026-02-25,23,▼-1,게임,1.93,28.67,-1.29
2026-02-25,24,▼-1,소프트웨어,1.65,27.59,-1.48
