date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-16,1,─,금융,18.79,55.37,1.06
2026-03-16,2,▲+1,건설,38.3,66.71,0.99
2026-03-16,3,▲+1,방산/우주항공,38.26,82.88,0.72
2026-03-16,4,▼-2,반도체,42.15,81.84,0.66
2026-03-16,5,▲+1,원자력,38.36,77.56,0.64
2026-03-16,6,▼-1,IT,33.41,70.23,0.5
2026-03-16,7,▲+1,전력/인프라,34.68,74.01,0.49
2026-03-16,8,▼-1,신재생에너지,24.02,76.72,0.17
2026-03-16,9,─,AI,23.62,66.22,0.16
2026-03-16,10,▲+1,금,14.08,33.33,-0.03
2026-03-16,11,▼-1,자동차,19.42,73.96,-0.14
2026-03-16,12,▲+3,조선/해운,7.44,64.11,-0.2
2026-03-16,13,▲+6,부동산/리츠,2.21,18.59,-0.3
2026-03-16,14,▼-2,에너지/화학,6.82,64.86,-0.45
2026-03-16,15,▼-2,철강/금속,7.06,66.12,-0.46
2026-03-16,16,▲+1,로봇,13.43,77.6,-0.48
2026-03-16,17,▼-3,2차전지,8.09,80.6,-0.54
2026-03-16,18,▲+2,바이오/헬스케어,3.64,64.63,-0.56
2026-03-16,19,▲+2,게임,0.66,45.84,-0.57
2026-03-16,20,▼-2,플랫폼,2.49,46.24,-0.59
2026-03-16,21,▼-5,운송,1.57,45.37,-0.72
2026-03-16,22,▲+2,소프트웨어,-5.54,52.57,-1.01
2026-03-16,23,▼-1,소비재,-3.22,44.63,-1.05
2026-03-16,24,▼-1,미디어/엔터,-7.63,47.18,-1.31
