date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-15,1,▲+2,Metals & Mining,34.75,36.06,1.46
2026-01-15,2,▲+2,Silver Miners,45.64,44.05,1.27
2026-01-15,3,▲+2,Materials,28.42,30.29,1.16
2026-01-15,4,▼-2,Industrials,14.34,18.25,1.14
2026-01-15,5,▲+5,Semiconductors,20.94,27.82,1.04
2026-01-15,6,▲+11,Uranium,28.82,46.71,0.79
2026-01-15,7,▼-6,Pharmaceutical,10.82,14.81,0.5
2026-01-15,8,▲+1,Mortgage REITs,5.91,11.09,0.41
2026-01-15,9,▲+10,Clean Energy,16.06,30.37,0.36
2026-01-15,10,▲+11,Nuclear Energy,14.12,32.52,0.31
2026-01-15,11,▲+2,Energy,7.79,17.88,0.17
2026-01-15,12,▼-4,Biotechnology,14.57,25.3,0.11
2026-01-15,13,▲+5,Consumer Staples,5.6,14.02,0.07
2026-01-15,14,▲+10,Electric Energy Infrastructure,6.35,18.13,0.07
2026-01-15,15,▼-9,Healthcare,7.93,15.17,0.05
2026-01-15,16,▲+4,Utilities,4.38,12.78,-0.19
2026-01-15,17,▼-1,Banks,6.99,17.85,-0.2
2026-01-15,18,▼-6,Telecom,3.85,10.35,-0.3
2026-01-15,19,▲+4,Real Estate,2.25,10.52,-0.31
2026-01-15,20,▲+2,Technology,4.29,15.87,-0.31
2026-01-15,21,▼-10,Financials,4.41,15.33,-0.5
2026-01-15,22,▲+6,Cryptocurrency,2.13,40.14,-0.57
2026-01-15,23,▼-8,Leisure & Entertainment,3.28,33.64,-0.61
2026-01-15,24,▼-17,Medical Devices,3.86,17.89,-0.68
2026-01-15,25,▼-11,Consumer Discretionary,3.19,36.08,-0.83
2026-01-15,26,─,Cloud Computing,1.14,21.28,-1.01
2026-01-15,27,─,Automotive,-8.15,75.76,-1.03
2026-01-15,28,▼-3,Internet,0.64,21.59,-1.1
2026-01-15,29,─,Software,-6.35,18.54,-1.9
