rank,ticker,name,close,score
1,214450,파마리서치,292500.0,0.013642361639702979
2,042000,카페24,25850.0,0.007744478778684062
3,018290,브이티,14940.0,0.007528398197645225
4,194480,데브시스터즈,23400.0,0.007489464030773912
5,122870,와이지엔터테인먼트,50800.0,0.007341926424708837
6,064260,다날,5870.0,0.007129488563851262
7,075580,세진중공업,15900.0,0.007129488563851262
8,049630,재영솔루텍,2735.0,0.006839085646606176
9,078020,LS증권,6700.0,0.006834339827412708
10,090360,로보스타,56900.0,0.006800151479734863
