티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
000650.KS,천일고속,287000.0,286541.66666666605,2026-01-29,2026-03-30,629.35,Inv H&S,,0.0,275280.0,370000.0
174900.KQ,앱클론,64500.0,57600.0,2026-01-23,2026-03-24,442.02,Rect Bottom,,0.0,60263.99999999999,81000.0
353200.KS,대덕전자,57900.0,52900.0,2026-01-28,2026-03-29,290.42,Rect Bottom,,0.0,52545.0,70625.0
356860.KQ,티엘비,57700.0,61700.0,2026-02-03,2026-04-04,236.23,Triple Bottom,,0.0,57380.99999999999,77125.0
195870.KS,해성디에스,62600.0,58500.0,2026-01-26,2026-03-27,235.84,Rect Bottom,,0.0,53754.0,72250.0
267250.KS,HD현대,265500.0,244833.33333333302,2026-01-19,2026-03-20,219.49,Inv H&S,,0.0,236219.99999999997,317500.0
005930.KS,삼성전자,173800.0,169100.0,2026-02-12,2026-04-13,216.88,Rect Bottom,,0.0,161634.0,217250.0
078350.KQ,한양디지텍,26150.0,25750.0,2026-01-27,2026-03-28,186.42,Triple Bottom,,0.0,24924.0,33500.0
009150.KS,삼성전기,317000.0,307500.0,2026-02-11,2026-04-12,165.04,Triple Bottom,,0.0,293880.0,395000.0
267260.KS,HD현대일렉트릭,970000.0,922000.0,2026-02-04,2026-04-05,159.69,Rect Bottom,,0.0,831420.0,1117500.0
078160.KQ,메디포스트,22250.0,20100.0,2026-01-27,2026-03-28,151.13,Rect Bottom,,0.0,20692.5,27812.5
034730.KS,SK,345000.0,333500.0,2026-02-11,2026-04-12,149.67,Rect Bottom,,0.0,319455.0,429375.0
102940.KQ,코오롱생명과학,63800.0,61200.0,2026-01-27,2026-03-28,147.77,Rect Bottom,,0.0,55613.99999999999,74750.0
034020.KS,두산에너빌리티,93100.0,95400.0,2026-02-04,2026-04-05,138.11,Rect Bottom,,0.0,87420.0,117500.0
033640.KQ,네패스,18060.0,17950.0,2026-01-29,2026-03-30,137.63,Triple Bottom,,0.0,17763.0,23875.0
006400.KS,삼성SDI,378500.0,337500.0,2026-01-22,2026-03-23,133.93,Rect Bottom,,0.0,373860.0,502500.0
103590.KS,일진전기,71800.0,63500.0,2026-01-28,2026-03-29,132.36,Rect Bottom,,0.0,61379.99999999999,82500.0
032350.KS,롯데관광개발,25450.0,23600.0,2026-01-22,2026-03-23,132.21,Rect Bottom,,0.0,21855.0,29375.0
032830.KS,삼성생명,204500.0,197500.0,2026-02-10,2026-04-11,131.03,Rect Bottom,,0.0,186465.0,250625.0
000720.KS,현대건설,112900.0,109200.0,2026-02-11,2026-04-12,130.64,Triple Bottom,,0.0,106671.0,143375.0
028260.KS,삼성물산,315500.0,316500.0,2026-02-10,2026-04-11,129.65,Rect Bottom,,0.0,296670.0,398750.0
032500.KQ,케이엠더블유,18550.0,16400.0,2026-01-26,2026-03-27,121.89,Rect Bottom,,0.0,15809.999999999998,21250.0
115310.KQ,인포바인,83100.0,74788.890625,2026-01-20,2026-03-21,114.89,Triple Bottom,,0.0,67890.0,91250.0
054210.KQ,이랜텍,10760.0,9561.2646484375,2026-01-19,2026-03-20,112.11,Rect Bottom,,0.0,9467.4,12725.0
009420.KS,한올바이오파마,52400.0,53800.0,2026-02-10,2026-04-11,102.32,Rect Bottom,,0.0,51057.0,68625.0
093370.KS,후성,8060.0,7920.0,2026-01-26,2026-03-27,98.52,Triple Bottom,,0.0,7402.799999999999,9950.0
183300.KQ,코미코,109600.0,102600.0,2026-01-26,2026-03-27,97.12,Rect Bottom,,0.0,98580.0,132500.0
237690.KQ,에스티팜,148600.0,132100.0,2026-01-23,2026-03-24,96.56,Rect Bottom,,0.0,128618.99999999999,172875.0
045100.KQ,한양이엔지,28650.0,25100.0,2026-01-27,2026-03-28,87.12,Rect Bottom,,0.0,25203.0,33875.0
02826K.KS,삼성물산우B,188900.0,190600.0,2026-02-04,2026-04-05,87.04,Rect Bottom,,0.0,176700.0,237500.0
