scan_datetime,rank,in_portfolio,ticker,name,market,current_price,take_profit_price,stop_loss_pct,take_profit_pct,hold_days,momentum,filter_mom,near_high,rs_rank,score,market_cap,close
2026-03-11 10:10:04,1,True,174900,앱클론,KOSDAQ,74100.0,103740.0,,40.0,30,472.22334034702527,84.52088452088454,100.0,99.04912836767036,0.6604111116456131,1496405801000.0,75100.0
2026-03-11 10:10:04,2,True,347700,스피어,KOSDAQ,51800.0,72520.0,,40.0,30,461.94901150987613,557.7608142493639,100.0,99.32646592709983,0.66015541461048,2439543290800.0,51700.0
2026-03-11 10:10:04,3,True,389470,인벤티지랩,KOSDAQ,95900.0,134260.0,,40.0,30,471.317507428028,22.60536398467432,98.76543209876543,99.1283676703645,0.6556235000206918,1274622240000.0,96000.0
2026-03-11 10:10:04,4,True,126340,비나텍,KOSDAQ,142400.0,199360.0,,40.0,30,405.3289126715632,83.35483870967741,100.0,98.7717908082409,0.6540386503737445,956859906800.0,142100.0
2026-03-11 10:10:04,5,True,218410,RFHIC,KOSDAQ,80800.0,113120.0,,40.0,30,306.0730088495575,166.88851913477535,100.0,98.41521394611728,0.6447075249769664,2125576048400.0,80200.0
2026-03-11 10:10:04,6,True,083650,비에이치아이,KOSDAQ,103100.0,144340.0,,40.0,30,365.76941891696487,104.39121756487025,97.52380952380952,98.61331220285261,0.6404769409253593,3168704000000.0,102400.0
2026-03-11 10:10:04,7,True,189300,인텔리안테크,KOSDAQ,143300.0,200620.0,,40.0,30,261.2062663742643,215.07760532150778,100.0,97.58320126782884,0.6389734940141852,1525798323700.0,142100.0
2026-03-11 10:10:04,8,True,036170,에이치엠넥스,KOSDAQ,4645.0,6503.0,,40.0,30,214.59277475743596,466.3507109004739,100.0,98.69255150554676,0.6374769119289599,293327692280.0,4780.0
2026-03-11 10:10:04,9,True,080580,오킨스전자,KOSDAQ,19600.0,27440.0,,40.0,30,207.1463839377177,114.02173913043478,100.0,96.35499207606973,0.6315544441988419,405243355440.0,19690.0
2026-03-11 10:10:04,10,True,000250,삼천당제약,KOSDAQ,797000.0,1115800.0,,40.0,30,257.9904504487535,256.0,97.8021978021978,97.86053882725832,0.6306207681891526,18789435072000.0,801000.0
2026-03-11 10:10:04,11,True,056090,시지메드텍,KOSDAQ,3395.0,4753.0,,40.0,30,168.62530612244896,229.0874524714829,100.0,96.83042789223455,0.6293202869745168,357482782632.0,3462.0
2026-03-11 10:10:04,12,True,065660,안트로젠,KOSDAQ,58600.0,82040.0,,40.0,30,172.82361993934654,96.99499165275458,100.0,95.91917591125198,0.6276214579510789,590359900000.0,59000.0
2026-03-11 10:10:04,13,True,310210,보로노이,KOSDAQ,341500.0,478099.99999999994,,40.0,30,157.83237634733555,37.14859437751004,100.0,95.7606973058637,0.6259756723960626,6281387421500.0,341500.0
2026-03-11 10:10:04,14,True,290740,액트로,KOSDAQ,28600.0,40040.0,,40.0,30,362.7598469328592,354.25867507886437,93.65853658536587,98.29635499207608,0.624195639436474,289872316800.0,28800.0
2026-03-11 10:10:04,15,True,032500,케이엠더블유,KOSDAQ,23500.0,32900.0,,40.0,30,148.32357524432564,47.190293742017886,100.0,94.13629160063391,0.621487788087305,949833428200.0,23050.0
2026-03-11 10:10:04,16,False,098120,마이크로컨텍솔,KOSDAQ,30850.0,43190.0,,40.0,30,209.89078025520124,59.596482152095184,97.0125786163522,96.87004754358162,0.6211240018346479,256448831100.0,30850.0
2026-03-11 10:10:04,17,False,127120,제이에스링크,KOSDAQ,35500.0,49700.0,,40.0,30,443.405261182295,85.58042686100988,89.91172761664565,98.85103011093503,0.6175386161574832,1215568602400.0,35650.0
2026-03-11 10:10:04,18,False,100790,미래에셋벤처투자,KOSDAQ,23100.0,32339.999999999996,,40.0,30,360.2575638506876,140.09384775808132,92.10000000000001,98.1378763866878,0.6174507474773769,1223194697850.0,23025.0
2026-03-11 10:10:04,19,False,420770,기가비스,KOSDAQ,78600.0,110040.0,,40.0,30,122.09866144600254,118.71508379888267,100.0,93.18541996830429,0.6170863148782681,992511851400.0,78300.0
2026-03-11 10:10:04,20,False,221800,유투바이오,KOSDAQ,28050.0,39270.0,,40.0,30,233.36949867562106,395.55950266429846,93.93939393939394,99.56418383518225,0.6170595663699892,444516024600.0,27900.0
