date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-20,1,─,건설,54.86,69.91,1.43
2026-03-20,2,▲+1,원자력,53.8,78.82,0.98
2026-03-20,3,▲+3,전력/인프라,46.54,75.06,0.79
2026-03-20,4,▼-2,금융,17.52,52.39,0.76
2026-03-20,5,─,반도체,47.27,81.97,0.7
2026-03-20,6,▲+2,신재생에너지,40.54,76.41,0.66
2026-03-20,7,─,IT,37.41,71.01,0.48
2026-03-20,8,▲+2,AI,27.53,66.95,0.18
2026-03-20,9,▲+2,자동차,26.33,74.49,0.05
2026-03-20,10,▼-6,방산/우주항공,25.5,82.46,0.02
2026-03-20,11,▲+2,부동산/리츠,3.6,18.44,-0.16
2026-03-20,12,▲+3,에너지/화학,11.67,65.02,-0.35
2026-03-20,13,▲+3,로봇,16.8,77.84,-0.38
2026-03-20,14,─,철강/금속,9.2,66.2,-0.5
2026-03-20,15,▼-3,조선/해운,6.53,62.58,-0.5
2026-03-20,16,▲+3,2차전지,11.59,79.16,-0.52
2026-03-20,17,─,바이오/헬스케어,5.73,64.27,-0.53
2026-03-20,18,▲+2,플랫폼,2.38,47.35,-0.67
2026-03-20,19,▲+2,운송,3.6,46.0,-0.67
2026-03-20,20,▲+3,소비재,0.99,46.02,-0.69
2026-03-20,21,▼-12,금,6.32,34.61,-0.9
2026-03-20,22,─,소프트웨어,-5.23,53.15,-1.01
2026-03-20,23,▼-5,게임,-5.69,48.36,-1.06
2026-03-20,24,─,미디어/엔터,-8.55,47.45,-1.3
