date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-09,1,─,Energy,12.99,16.7,2.02
2026-03-09,2,▲+1,Utilities,6.07,15.51,1.0
2026-03-09,3,▲+1,Industrials,8.95,19.34,0.9
2026-03-09,4,▼-2,Real Estate,4.03,12.29,0.86
2026-03-09,5,─,Materials,16.26,45.52,0.82
2026-03-09,6,▲+10,Biotechnology,8.97,24.09,0.62
2026-03-09,7,─,Silver Miners,21.88,64.59,0.57
2026-03-09,8,▲+3,Automotive,7.7,67.98,0.47
2026-03-09,9,▼-3,Pharmaceutical,6.21,15.7,0.34
2026-03-09,10,─,Metals & Mining,13.88,45.19,0.27
2026-03-09,11,▲+1,Healthcare,2.92,15.79,0.07
2026-03-09,12,▼-3,Mortgage REITs,1.27,12.47,0.05
2026-03-09,13,▲+1,Semiconductors,5.82,34.51,0.03
2026-03-09,14,▼-6,Consumer Staples,2.71,17.64,0.0
2026-03-09,15,▲+2,Uranium,5.41,56.14,-0.15
2026-03-09,16,▲+2,Telecom,-0.32,13.34,-0.16
2026-03-09,17,▼-2,Nuclear Energy,2.35,37.4,-0.17
2026-03-09,18,▲+8,Software,-6.21,29.47,-0.34
2026-03-09,19,─,Clean Energy,1.64,34.47,-0.35
2026-03-09,20,▼-7,Electric Energy Infrastructure,0.38,21.07,-0.42
2026-03-09,21,▲+2,Technology,-2.04,20.11,-0.44
2026-03-09,22,▲+3,Cloud Computing,-6.32,27.82,-0.64
2026-03-09,23,▼-3,Medical Devices,-3.6,18.43,-0.68
2026-03-09,24,▼-3,Leisure & Entertainment,-13.61,50.53,-0.74
2026-03-09,25,▲+2,Cryptocurrency,-15.04,52.91,-0.75
2026-03-09,26,▲+2,Consumer Discretionary,-8.49,33.9,-0.83
2026-03-09,27,▲+2,Internet,-9.7,23.89,-1.26
2026-03-09,28,▼-6,Banks,-6.95,25.77,-1.31
2026-03-09,29,▼-5,Financials,-6.91,21.49,-1.33
