date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-29,1,▲+9,금,41.28,26.68,1.85
2026-01-29,2,▲+3,건설,28.71,30.46,0.95
2026-01-29,3,▼-2,IT,35.81,28.72,0.94
2026-01-29,4,▼-1,로봇,50.53,47.22,0.75
2026-01-29,5,▲+3,금융,15.78,25.53,0.55
2026-01-29,6,▲+9,철강/금속,32.77,38.56,0.55
2026-01-29,7,▼-3,AI,26.78,27.96,0.51
2026-01-29,8,▼-6,자동차,39.54,43.85,0.46
2026-01-29,9,▼-3,방산/우주항공,34.14,46.08,0.35
2026-01-29,10,▲+1,반도체,37.11,41.15,0.26
2026-01-29,11,▲+5,2차전지,34.5,51.54,0.09
2026-01-29,12,▲+2,신재생에너지,18.56,32.24,0.07
2026-01-29,13,▼-6,운송,13.47,21.95,0.02
2026-01-29,14,▼-5,전력/인프라,27.93,35.28,-0.12
2026-01-29,15,▼-2,원자력,22.5,34.54,-0.23
2026-01-29,16,▲+1,에너지/화학,14.3,31.4,-0.34
2026-01-29,17,▲+5,플랫폼,7.55,18.63,-0.48
2026-01-29,18,▲+3,바이오/헬스케어,17.58,38.07,-0.54
2026-01-29,19,▼-1,소비재,6.72,19.23,-0.61
2026-01-29,20,▼-8,부동산/리츠,3.74,7.77,-0.72
2026-01-29,21,▼-2,조선/해운,11.52,39.07,-0.78
2026-01-29,22,▲+2,게임,6.47,29.72,-0.85
2026-01-29,23,▼-3,소프트웨어,6.61,27.08,-0.93
2026-01-29,24,▼-1,미디어/엔터,-0.62,29.97,-1.43
