티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
174900.KQ,앱클론,62900.0,57600.0,2026-01-23,2026-02-07,569.15,Rect Bottom,,0.0,49062.0,94350.0
124500.KQ,아이티센글로벌,36000.0,33950.0,2026-01-12,2026-01-27,452.15,Rect Bottom,,0.0,29094.0,55950.0
298040.KS,효성중공업,2414000.0,2328000.0,2026-01-16,2026-01-31,398.25,Rect Bottom,,0.0,1840800.0,3540000.0
278470.KS,에이피알,284500.0,269500.0,2026-01-22,2026-02-06,287.33,Rect Bottom,,0.0,219960.0,423000.0
353200.KS,대덕전자,51000.0,49500.0,2026-01-15,2026-01-30,248.6,Triple Bottom,,0.0,39936.0,76800.0
090360.KQ,로보스타,84200.0,83500.0,2026-01-19,2026-02-03,238.15,Rect Bottom,,0.0,74100.0,142500.0
267250.KS,HD현대,245500.0,226500.0,2026-01-12,2026-01-27,221.37,Rect Bottom,,0.0,177060.0,340500.0
214370.KQ,케어젠,77600.0,77400.0,2026-01-23,2026-02-07,217.76,Rect Bottom,,0.0,60528.0,116400.0
000155.KS,두산우,537000.0,504000.0,2026-01-14,2026-01-29,216.81,Triple Bottom,,0.0,407940.0,784500.0
097230.KS,HJ중공업,24500.0,24200.0,2026-01-08,2026-01-23,202.1,Triple Bottom,,0.0,19812.0,38100.0
267260.KS,HD현대일렉트릭,891000.0,868000.0,2026-01-12,2026-01-27,200.17,Rect Bottom,,0.0,698880.0,1344000.0
004800.KS,효성,155500.0,140700.0,2026-01-15,2026-01-30,191.2,Triple Bottom,,0.0,115440.0,222000.0
010120.KS,LS ELECTRIC,521000.0,518000.0,2026-01-14,2026-01-29,178.01,Rect Bottom,,0.0,418080.0,804000.0
376270.KQ,HEM파마,57300.0,55800.0,2026-01-23,2026-02-07,176.14,Rect Bottom,,0.0,44694.0,85950.0
000157.KS,두산2우B,461000.0,452500.0,2026-01-20,2026-02-04,168.02,Triple Bottom,,0.0,351390.0,675750.0
054540.KQ,삼영엠텍,14630.0,15900.0,2026-01-09,2026-01-24,160.32,Triple Bottom,,0.0,12885.6,24780.0
062040.KS,산일전기,145200.0,133615.38461538462,2026-01-14,2026-01-29,159.75,Inv H&S,,0.0,112164.0,215700.0
099440.KQ,스맥,7020.0,7070.0,2026-01-21,2026-02-05,152.52,Rect Bottom,,0.0,5764.2,11085.0
071050.KS,한국금융지주,193100.0,182300.0,2026-01-16,2026-01-31,145.05,Rect Bottom,,0.0,142818.0,274650.0
244920.KS,에이플러스에셋,10470.0,9850.0,2026-01-14,2026-01-29,144.91,Rect Bottom,,0.0,8182.200000000001,15735.0
00088K.KS,한화3우B,50300.0,43900.0,2026-01-13,2026-01-28,142.41,Rect Bottom,,0.0,34632.0,66600.0
115310.KQ,인포바인,73600.0,74788.890625,2026-01-20,2026-02-04,141.51,Triple Bottom,,0.0,56940.0,109500.0
001270.KS,부국증권,65800.0,61100.0,2026-01-16,2026-01-31,141.47,Triple Bottom,,0.0,49608.0,95400.0
071055.KS,한국금융지주우,140900.0,138500.0,2026-01-23,2026-02-07,137.61,Rect Bottom,,0.0,109902.0,211350.0
032350.KS,롯데관광개발,23850.0,23600.0,2026-01-22,2026-02-06,137.55,Rect Bottom,,0.0,18330.0,35250.0
170920.KQ,엘티씨,23200.0,23600.0,2026-01-21,2026-02-05,135.13,Rect Bottom,,0.0,18603.0,35775.0
009155.KS,삼성전기우,126800.0,120900.0,2026-01-14,2026-01-29,126.02,Inv H&S,,0.0,97812.0,188100.0
127120.KQ,제이에스링크,21950.0,19530.0,2026-01-16,2026-01-31,123.3,Rect Bottom,,0.0,15600.0,30000.0
160190.KQ,하이젠알앤엠,70300.0,63200.0,2026-01-19,2026-02-03,122.12,Rect Bottom,,0.0,53586.0,103050.0
032830.KS,삼성생명,180900.0,165400.0,2026-01-16,2026-01-31,117.43,Rect Bottom,,0.0,130104.0,250200.0
