date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-19,1,▲+1,IT,36.8,26.27,1.32
2026-01-19,2,▲+1,자동차,42.94,36.44,1.0
2026-01-19,3,▲+9,로봇,51.04,44.71,0.92
2026-01-19,4,─,AI,26.88,24.88,0.85
2026-01-19,5,▼-4,방산/우주항공,43.04,48.07,0.63
2026-01-19,6,─,전력/인프라,37.68,35.92,0.61
2026-01-19,7,─,반도체,33.41,37.0,0.42
2026-01-19,8,▼-3,금융,8.78,22.41,0.35
2026-01-19,9,▲+6,건설,22.23,31.09,0.32
2026-01-19,10,▼-2,운송,14.3,21.29,0.24
2026-01-19,11,▼-2,원자력,30.42,36.9,0.23
2026-01-19,12,▲+1,부동산/리츠,5.64,8.01,0.19
2026-01-19,13,▲+4,신재생에너지,18.25,33.1,-0.04
2026-01-19,14,▼-3,금,16.2,23.2,-0.12
2026-01-19,15,▼-5,조선/해운,22.25,40.77,-0.15
2026-01-19,16,▲+5,철강/금속,15.72,40.8,-0.32
2026-01-19,17,▼-3,바이오/헬스케어,9.97,26.89,-0.58
2026-01-19,18,▲+2,에너지/화학,7.86,30.39,-0.62
2026-01-19,19,─,소프트웨어,4.52,25.16,-0.7
2026-01-19,20,▲+2,2차전지,10.59,43.02,-0.71
2026-01-19,21,▼-5,플랫폼,1.07,13.15,-0.78
2026-01-19,22,▼-4,미디어/엔터,0.67,30.78,-0.97
2026-01-19,23,▲+1,소비재,0.19,18.62,-1.05
2026-01-19,24,▼-1,게임,-2.79,23.42,-1.19
