rank,code,name,close,total_score,expected_return,expected_win_rate,state_score,event_score,macro_score
1,003560,IHQ,388,190.78003135547235,0.031045231457872774,0.568614446781406,134.87943368859942,67.43971684429971,-11.539119177426773
2,111870,KH 미래물산,568,165.44373081111544,0.028772351884012747,0.5566519392429161,126.51506747191017,50.46778251663205,-11.539119177426773
3,033180,KH 필룩스,305,158.20882361601528,0.031045231457872774,0.568614446781406,134.87943368859942,34.86850910484265,-11.539119177426773
4,014910,성문전자,3165,151.8661493005607,0.031515407290784475,0.5129089280358816,108.93684565199165,54.46842282599582,-11.539119177426773
5,307950,현대오토에버,420000,151.8661493005607,0.031515407290784475,0.5129089280358816,108.93684565199165,54.46842282599582,-11.539119177426773
6,226360,KH 건설,96,149.84445739932605,0.028772351884012747,0.5566519392429161,126.51506747191017,34.86850910484265,-11.539119177426773
7,012200,계양전기,13410,148.876598728164,0.031515407290784475,0.5129089280358816,108.93684565199165,51.47887225359913,-11.539119177426773
8,104200,NHN벅스,4730,148.876598728164,0.031515407290784475,0.5129089280358816,108.93684565199165,51.47887225359913,-11.539119177426773
9,023810,인팩,11410,142.53417476277724,0.029540783257836444,0.5150256673610412,102.71552929346934,51.35776464673467,-11.539119177426773
10,024910,경창산업,2320,134.81697157249246,0.029540783257836444,0.5150256673610412,102.71552929346934,43.640561456449916,-11.539119177426773
11,014130,한익스프레스,2805,134.3085941040409,0.031045231457872774,0.568614446781406,134.87943368859942,10.968279592868262,-11.539119177426773
12,272210,한화시스템,69400,132.10702554505855,0.029272069649230244,0.5156109027000071,95.76409648165689,47.882048240828446,-11.539119177426773
13,005380,현대차,350000,132.10702554505855,0.029272069649230244,0.5156109027000071,95.76409648165689,47.882048240828446,-11.539119177426773
14,012450,한화에어로스페이스,1171000,130.48149289459425,0.029272069649230244,0.5156109027000071,95.76409648165689,46.25651559036416,-11.539119177426773
15,011210,현대위아,87300,124.05780880828975,0.029272069649230244,0.5156109027000071,95.76409648165689,39.83283150405963,-11.539119177426773
16,000860,강남제비스코,15570,123.83810259534114,0.029272069649230244,0.5156109027000071,95.76409648165689,39.61312529111102,-11.539119177426773
17,086280,현대글로비스,230000,123.83810259534114,0.029272069649230244,0.5156109027000071,95.76409648165689,39.61312529111102,-11.539119177426773
18,025440,DH오토웨어,939,122.77505100727511,0.02789034796904602,0.5170553890602078,89.54278012313459,44.771390061567296,-11.539119177426773
19,332570,PS일렉트로닉스,8260,122.77505100727511,0.02789034796904602,0.5170553890602078,89.54278012313459,44.771390061567296,-11.539119177426773
20,011000,진원생명과학,1718,120.71047691077875,0.027994131816918746,0.5572355349585637,88.16639739213701,44.08319869606851,-11.539119177426773
21,036420,콘텐트리중앙,6020,120.71047691077875,0.027994131816918746,0.5572355349585637,88.16639739213701,44.08319869606851,-11.539119177426773
22,143210,핸즈코퍼레이션,1164,120.71047691077875,0.027994131816918746,0.5572355349585637,88.16639739213701,44.08319869606851,-11.539119177426773
23,317240,TS트릴리온,353,117.61678623681884,0.02789034796904602,0.5170553890602078,89.54278012313459,39.61312529111102,-11.539119177426773
24,211270,AP위성,15250,112.39442957358386,0.02789034796904602,0.5170553890602078,89.54278012313459,34.39076862787604,-11.539119177426773
25,047400,유니온머티리얼,1813,111.91267755316382,0.0273818367110564,0.5205426861627894,82.30119782039372,41.15059891019686,-11.539119177426773
26,006370,대구백화점,5120,108.16392758574486,0.026556556723764464,0.5490072426910289,79.80203117544775,39.901015587723876,-11.539119177426773
27,161000,애경케미칼,8810,108.16392758574486,0.026556556723764464,0.5490072426910289,79.80203117544775,39.901015587723876,-11.539119177426773
28,095720,웅진씽크빅,1213,108.16392758574486,0.026556556723764464,0.5490072426910289,79.80203117544775,39.901015587723876,-11.539119177426773
29,008250,이건산업,4175,103.19483121936791,0.027994131816918746,0.5572355349585637,88.16639739213701,26.56755300465766,-11.539119177426773
30,079550,LIG넥스원,539500,102.05112288103389,0.029272069649230244,0.5156109027000071,95.76409648165689,17.826145576803768,-11.539119177426773
