date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-02,1,▲+5,Pharmaceutical,13.55,15.48,1.42
2026-02-02,2,▲+6,Consumer Staples,7.93,14.28,1.11
2026-02-02,3,▲+2,Energy,10.03,17.85,0.93
2026-02-02,4,▲+7,Biotechnology,17.5,26.66,0.93
2026-02-02,5,▼-3,Materials,23.38,43.21,0.88
2026-02-02,6,▲+1,Semiconductors,16.94,30.56,0.81
2026-02-02,7,▼-6,Silver Miners,36.58,64.06,0.78
2026-02-02,8,▼-5,Metals & Mining,23.01,42.49,0.68
2026-02-02,9,▲+1,Industrials,8.36,18.75,0.54
2026-02-02,10,▼-6,Uranium,21.73,55.37,0.4
2026-02-02,11,▲+3,Healthcare,7.87,16.71,0.34
2026-02-02,12,▲+5,Banks,8.32,23.26,0.29
2026-02-02,13,▲+5,Telecom,5.46,14.51,0.28
2026-02-02,14,▲+2,Electric Energy Infrastructure,5.26,18.67,0.27
2026-02-02,15,─,Utilities,3.51,13.67,0.17
2026-02-02,16,▼-7,Clean Energy,9.98,30.09,0.15
2026-02-02,17,▼-5,Mortgage REITs,2.63,15.48,-0.19
2026-02-02,18,▲+1,Real Estate,1.66,13.03,-0.26
2026-02-02,19,▼-6,Nuclear Energy,5.85,35.52,-0.26
2026-02-02,20,▲+5,Automotive,-1.57,80.96,-0.39
2026-02-02,21,▼-1,Technology,1.39,17.91,-0.47
2026-02-02,22,─,Financials,2.67,16.18,-0.55
2026-02-02,23,▼-2,Consumer Discretionary,-0.91,38.39,-0.59
2026-02-02,24,▲+4,Leisure & Entertainment,-1.17,39.93,-0.76
2026-02-02,25,▲+1,Medical Devices,-0.71,17.64,-1.11
2026-02-02,26,▲+1,Internet,-3.32,21.8,-1.18
2026-02-02,27,▼-3,Cloud Computing,-3.36,24.03,-1.18
2026-02-02,28,▼-5,Cryptocurrency,-16.21,42.97,-1.75
2026-02-02,29,─,Software,-10.98,21.84,-2.07
