date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-26,1,▲+1,Utilities,11.02,14.98,1.39
2026-02-26,2,▼-1,Energy,13.81,18.6,1.2
2026-02-26,3,─,Consumer Staples,10.31,15.19,1.12
2026-02-26,4,─,Industrials,12.61,18.96,0.94
2026-02-26,5,▲+1,Real Estate,6.58,12.8,0.88
2026-02-26,6,▲+1,Pharmaceutical,10.01,16.57,0.73
2026-02-26,7,▲+2,Materials,25.9,52.36,0.66
2026-02-26,8,▼-3,Electric Energy Infrastructure,9.83,20.11,0.64
2026-02-26,9,▲+2,Silver Miners,38.76,75.9,0.58
2026-02-26,10,▲+7,Metals & Mining,19.55,50.49,0.19
2026-02-26,11,▲+1,Mortgage REITs,3.18,14.23,0.18
2026-02-26,12,▼-4,Semiconductors,13.57,34.5,0.13
2026-02-26,13,▲+3,Biotechnology,9.27,26.22,0.07
2026-02-26,14,▲+4,Healthcare,4.6,14.58,0.06
2026-02-26,15,─,Nuclear Energy,10.37,40.86,-0.05
2026-02-26,16,▼-3,Clean Energy,8.75,35.81,-0.1
2026-02-26,17,▼-7,Banks,4.02,22.65,-0.19
2026-02-26,18,▼-4,Uranium,13.95,61.27,-0.23
2026-02-26,19,▲+5,Medical Devices,1.14,17.58,-0.35
2026-02-26,20,▲+2,Leisure & Entertainment,-2.78,53.6,-0.41
2026-02-26,21,▼-1,Financials,1.03,20.95,-0.53
2026-02-26,22,▼-3,Automotive,-6.73,74.14,-0.59
2026-02-26,23,─,Technology,-0.73,22.26,-0.75
2026-02-26,24,▲+1,Consumer Discretionary,-2.75,35.53,-0.93
2026-02-26,25,▼-4,Telecom,-1.13,13.91,-0.98
2026-02-26,26,─,Cloud Computing,-5.5,31.5,-1.0
2026-02-26,27,─,Cryptocurrency,-16.91,62.26,-1.23
2026-02-26,28,▲+1,Software,-12.31,32.79,-1.46
2026-02-26,29,▼-1,Internet,-11.57,24.38,-1.86
