구분,티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가,손익률(%)
오늘신호,085910.KS,네오티스,21000.0,19650.0,2026-03-26,2026-05-18,551.48,Triple Bottom,,0.0,16097.723471116078,33488.04299003611,6.87
오늘신호,066970.KS,엘앤에프,147600.0,136700.0,2026-03-25,2026-05-17,199.39,Triple Bottom,,0.0,110537.7011683304,229951.2285315813,7.97
오늘신호,037460.KS,삼지전자,27000.0,23850.0,2026-03-25,2026-05-17,134.17,Rect Bottom,,0.0,20965.36842547737,43614.189322737504,13.21
오늘신호,053610.KS,프로텍,57600.0,59100.0,2026-03-25,2026-05-17,133.66,Rect Bottom,,0.0,46146.80728386609,95999.05657143686,-2.54
오늘신호,084990.KS,헬릭스미스,6900.0,6400.0,2026-03-26,2026-05-18,127.35,Triple Bottom,,0.0,5289.251997652425,11003.21412529758,7.81
오늘신호,064290.KS,인텍플러스,18340.0,18140.0,2026-03-26,2026-05-18,106.53,Rect Bottom,,0.0,14058.678498108042,29246.224211298206,1.1
오늘신호,160980.KS,싸이맥스,25150.0,24000.0,2026-03-25,2026-05-17,94.36,Rect Bottom,,0.0,18933.989035074625,39388.31723113771,4.79
매수,085910.KS,네오티스,21000.0,19650.0,2026-03-26,2026-05-18,551.48,Triple Bottom,,0.0,16097.723471116078,33488.04299003611,6.87
매수,042520.KS,한스바이오메드,44050.0,50700.0,2026-03-18,2026-05-10,394.94,Rect Bottom,,0.0,41087.522764372465,85474.24306028265,-13.12
매수,240810.KS,원익IPS,125400.0,133400.0,2026-03-24,2026-05-16,377.31,Triple Bottom,,0.0,104098.61177988397,216556.01133556684,-6.0
매수,099320.KS,쎄트렉아이,186900.0,192100.0,2026-03-12,2026-05-04,295.06,Rect Bottom,,0.0,,,-2.71
매수,089970.KS,브이엠,46150.0,43400.0,2026-03-18,2026-05-10,286.84,Rect Bottom,,0.0,34495.121723820164,71760.09212150595,6.34
매수,295310.KS,에이치브이엠,103900.0,92000.0,2026-03-10,2026-05-02,247.49,Rect Bottom,,0.0,71673.19735949302,149101.52474135126,12.93
매수,084370.KS,유진테크,128100.0,137700.0,2026-03-05,2026-04-27,231.01,Rect Bottom,,0.0,112684.06429781255,234416.3009302528,-6.97
매수,086520.KS,에코프로,148900.0,136250.0,2026-03-19,2026-05-11,229.79,Inv H&S,,0.0,,,9.28
매수,131290.KS,티에스이,117600.0,113411.05078125,2026-03-17,2026-05-09,199.79,Inv H&S,,0.0,90377.21891640883,188011.4413583456,3.69
매수,066970.KS,엘앤에프,147600.0,136700.0,2026-03-25,2026-05-17,199.39,Triple Bottom,,0.0,110537.7011683304,229951.2285315813,7.97
매수,310210.KS,보로노이,324000.0,334500.0,2026-03-13,2026-05-05,195.89,Rect Bottom,,0.0,270595.06596685597,562918.055975369,-3.14
매수,298380.KS,에이비엘바이오,180900.0,183825.0,2026-03-18,2026-05-10,169.2,Inv H&S,,0.0,145646.06950057406,302987.05562413624,-1.59
매수,222800.KS,심텍,60900.0,59400.0,2026-03-19,2026-05-11,162.46,Inv H&S,,0.0,46530.08641413076,96796.39092834247,2.53
