date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-16,1,▲+2,Silver Miners,48.4,43.9,1.42
2026-01-16,2,▼-1,Metals & Mining,34.83,36.29,1.3
2026-01-16,3,▼-1,Industrials,15.43,18.15,1.19
2026-01-16,4,▲+1,Materials,28.31,30.32,1.07
2026-01-16,5,▲+1,Semiconductors,21.8,27.42,1.0
2026-01-16,6,▲+2,Uranium,30.7,46.63,0.77
2026-01-16,7,▲+2,Mortgage REITs,6.97,11.6,0.61
2026-01-16,8,▼-4,Pharmaceutical,10.99,14.79,0.51
2026-01-16,9,▲+1,Clean Energy,17.63,29.77,0.4
2026-01-16,10,▲+5,Nuclear Energy,15.76,32.33,0.33
2026-01-16,11,▲+3,Energy,8.14,17.42,0.31
2026-01-16,12,─,Biotechnology,15.77,25.05,0.31
2026-01-16,13,▲+9,Electric Energy Infrastructure,7.46,18.0,0.15
2026-01-16,14,▲+11,Real Estate,3.36,10.73,0.07
2026-01-16,15,▼-8,Healthcare,7.55,15.3,-0.01
2026-01-16,16,▲+2,Consumer Staples,4.67,14.15,-0.12
2026-01-16,17,▲+6,Utilities,4.27,12.71,-0.19
2026-01-16,18,▼-1,Banks,6.49,17.93,-0.23
2026-01-16,19,▲+8,Cryptocurrency,5.6,39.81,-0.34
2026-01-16,20,▼-7,Financials,4.65,15.33,-0.37
2026-01-16,21,─,Technology,3.87,15.38,-0.42
2026-01-16,22,▼-11,Telecom,3.17,10.22,-0.6
2026-01-16,23,▲+5,Automotive,-4.42,72.31,-0.68
2026-01-16,24,▼-8,Medical Devices,2.84,17.86,-0.76
2026-01-16,25,▼-5,Leisure & Entertainment,1.61,33.98,-0.78
2026-01-16,26,▼-7,Consumer Discretionary,2.11,34.61,-0.93
2026-01-16,27,▼-1,Cloud Computing,0.65,20.84,-1.05
2026-01-16,28,▼-4,Internet,-0.64,21.68,-1.24
2026-01-16,29,─,Software,-7.73,18.19,-2.02
