date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-23,1,─,Energy,17.76,15.37,2.85
2026-03-23,2,▲+1,Automotive,23.9,72.36,1.24
2026-03-23,3,▲+14,Software,-3.32,24.47,0.65
2026-03-23,4,▲+3,Semiconductors,3.69,34.71,0.44
2026-03-23,5,▲+1,Clean Energy,0.8,35.4,0.32
2026-03-23,6,▲+15,Cloud Computing,-4.13,25.99,0.25
2026-03-23,7,▼-2,Biotechnology,0.39,25.51,0.2
2026-03-23,8,▲+4,Cryptocurrency,-8.81,51.72,0.15
2026-03-23,9,▼-7,Utilities,-0.52,17.05,0.14
2026-03-23,10,▲+8,Electric Energy Infrastructure,-1.44,22.24,0.06
2026-03-23,11,▼-7,Materials,-5.9,45.89,0.03
2026-03-23,12,▼-4,Metals & Mining,-1.27,47.07,0.03
2026-03-23,13,▲+2,Uranium,-4.77,56.74,-0.02
2026-03-23,14,▼-4,Industrials,-1.17,20.39,-0.04
2026-03-23,15,▼-1,Nuclear Energy,-4.13,38.49,-0.04
2026-03-23,16,─,Technology,-3.85,20.47,-0.09
2026-03-23,17,▲+8,Leisure & Entertainment,-14.47,51.6,-0.22
2026-03-23,18,▼-5,Telecom,-3.35,13.39,-0.27
2026-03-23,19,▲+9,Banks,-5.43,23.83,-0.29
2026-03-23,20,▼-9,Silver Miners,-10.81,64.09,-0.33
2026-03-23,21,▼-1,Mortgage REITs,-4.01,17.39,-0.34
2026-03-23,22,▼-3,Pharmaceutical,-1.96,16.29,-0.34
2026-03-23,23,▼-14,Real Estate,-3.0,14.57,-0.35
2026-03-23,24,▲+5,Financials,-6.53,19.13,-0.47
2026-03-23,25,▼-1,Internet,-10.58,23.51,-0.48
2026-03-23,26,▼-4,Consumer Staples,-3.26,19.06,-0.54
2026-03-23,27,▼-1,Consumer Discretionary,-14.13,36.81,-0.57
2026-03-23,28,▼-5,Healthcare,-4.53,16.84,-0.58
2026-03-23,29,▼-2,Medical Devices,-8.66,19.24,-0.88
