date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-26,1,▲+1,건설,54.85,38.53,1.71
2026-02-26,2,▼-1,금융,42.7,42.33,1.29
2026-02-26,3,─,IT,56.34,41.46,1.13
2026-02-26,4,▲+3,운송,24.9,23.58,1.03
2026-02-26,5,▲+3,전력/인프라,60.77,50.92,0.93
2026-02-26,6,▲+5,자동차,50.81,41.12,0.85
2026-02-26,7,▲+5,원자력,49.87,48.46,0.62
2026-02-26,8,▼-3,AI,41.69,38.82,0.59
2026-02-26,9,▼-5,반도체,53.09,52.69,0.47
2026-02-26,10,▼-4,신재생에너지,40.94,50.86,0.27
2026-02-26,11,▼-1,소비재,17.12,26.01,0.26
2026-02-26,12,▼-3,플랫폼,16.95,25.38,0.15
2026-02-26,13,─,에너지/화학,28.33,38.39,0.15
2026-02-26,14,─,로봇,43.63,46.1,-0.08
2026-02-26,15,▲+2,철강/금속,27.17,44.47,-0.31
2026-02-26,16,▼-1,2차전지,30.45,51.56,-0.32
2026-02-26,17,▲+3,방산/우주항공,29.63,52.65,-0.45
2026-02-26,18,▼-2,부동산/리츠,4.19,7.48,-0.49
2026-02-26,19,▼-1,미디어/엔터,5.29,32.42,-0.95
2026-02-26,20,▲+4,조선/해운,10.11,41.14,-1.0
2026-02-26,21,▲+1,금,15.76,56.2,-1.04
2026-02-26,22,▼-3,바이오/헬스케어,10.4,39.85,-1.05
2026-02-26,23,─,소프트웨어,5.71,28.58,-1.13
2026-02-26,24,▼-3,게임,1.03,28.01,-1.41
