구분,티커,종목명,신호일,진입일,진입가,현재가/청산가,청산일,모멘텀(%),수급빈집,우선순위(%),패턴,상태,손절가,익절가,손익률(%),보유일수
오늘신호,058650.KS,세아홀딩스,2026-04-03,2026-08-22,152000.0,160700.0,,48.93,0.0,0.0,Inv H&S,,138749.47550674924,218179.872268385,5.72,
오늘신호,052690.KS,한전기술,2026-04-03,2026-08-22,160925.0,163700.0,,44.51,0.0,0.0,Inv H&S,,141339.69595802645,222252.9252665502,1.72,
오늘신호,014620.KS,성광벤드,2026-04-03,2026-08-22,36600.0,39750.0,,38.5,0.0,0.0,Triple Bottom,,34320.420979423034,53967.9522256895,8.61,
오늘신호,100840.KS,SNT에너지,2026-04-03,2026-08-22,51000.0,52600.0,,31.83,0.0,0.0,Rect Bottom,,45415.19857906042,71414.19590116397,3.14,
오늘신호,016360.KS,삼성증권,2026-04-03,2026-08-22,86162.5,94800.0,,31.66,0.0,0.0,Inv H&S,,81850.96626035984,128708.47474202176,10.02,
매수,100790.KS,미래에셋벤처투자,2026-03-25,2026-08-13,24050.0,27600.0,,329.33,0.0,0.0,Rect Bottom,,24866.11633226122,39101.30878238635,14.76,
매수,099320.KS,쎄트렉아이,2026-03-12,2026-07-31,192100.0,175700.0,,292.92,0.0,0.0,Rect Bottom,,168277.98865130942,264612.67644746875,-8.54,
매수,218410.KS,RFHIC,2026-04-01,2026-08-20,89600.0,89100.0,,239.8,0.0,0.0,Rect Bottom,,84527.52739334629,132917.29617345918,-0.56,
매수,089970.KS,브이엠,2026-03-18,2026-08-06,43400.0,41600.0,,238.49,0.0,0.0,Rect Bottom,,38853.30676915815,61095.79497247868,-4.15,
매수,295310.KS,에이치브이엠,2026-03-10,2026-07-29,92000.0,85400.0,,203.91,0.0,0.0,Rect Bottom,,80728.53739813971,126943.48510948349,-7.17,
매수,131290.KS,티에스이,2026-03-17,2026-08-05,113411.05078125,111400.0,,185.07,0.0,0.0,Inv H&S,,101795.66373519436,160070.98282789416,-1.77,
매수,356860.KS,티엘비,2026-03-18,2026-08-06,63600.0,65700.0,,183.76,0.0,0.0,Rect Bottom,,61474.565376979124,96667.12448978849,3.3,
매수,200710.KS,에이디테크놀로지,2026-03-23,2026-08-11,48800.0,49250.0,,151.4,0.0,0.0,Rect Bottom,,44551.791761968016,70056.51156844222,0.92,
매수,083650.KS,비에이치아이,2026-03-09,2026-07-28,93500.0,92300.0,,149.8,0.0,0.0,Triple Bottom,,91348.44124837629,143643.00240196098,-1.28,
매수,053610.KS,프로텍,2026-03-25,2026-08-13,61000.0,53200.0,,116.68,0.0,0.0,Rect Bottom,,51977.090388962686,81732.59682984927,-12.79,
매수,064760.KS,티씨케이,2026-03-19,2026-08-07,236500.0,218000.0,,105.75,0.0,0.0,Triple Bottom,,208944.44973636162,328559.60851866315,-7.82,
매수,178320.KS,서진시스템,2026-03-20,2026-08-08,46650.0,46100.0,,103.98,0.0,0.0,Rect Bottom,,40148.41699479676,63132.32147156131,-1.18,
매수,199800.KS,툴젠,2026-03-30,2026-08-18,60700.0,57100.0,,96.9,0.0,0.0,Triple Bottom,,51718.068343834966,81325.29153003273,-5.93,
매수,006110.KS,삼아알미늄,2026-03-31,2026-08-19,32750.0,36350.0,,93.75,0.0,0.0,Rect Bottom,,30823.623370198802,48469.33067816642,10.99,
매수,267270.KS,HD현대건설기계,2026-04-01,2026-08-20,141500.0,146400.0,,92.62,0.0,0.0,Rect Bottom,,126230.07665890938,198493.44944391964,3.46,
매수,033640.KS,네패스,2026-03-25,2026-08-13,19490.0,18770.0,,68.19,0.0,0.0,Rect Bottom,,17527.15838697579,27560.991954251494,-3.69,
매수,336260.KS,두산퓨얼셀,2026-03-09,2026-07-28,36900.0,38150.0,,65.51,0.0,0.0,Triple Bottom,,34147.739616004554,53696.415359145154,3.39,
매수,039200.KS,오스코텍,2026-03-18,2026-08-06,56600.0,48550.0,,65.14,0.0,0.0,Triple Bottom,,48437.12243888383,76166.0910656901,-14.22,
매수,045100.KS,한양이엔지,2026-03-25,2026-08-13,34050.0,29350.0,,62.66,0.0,0.0,Rect Bottom,,28837.787690886275,45346.6567129064,-13.8,
매수,058650.KS,세아홀딩스,2026-04-03,2026-08-22,152000.0,160700.0,,48.93,0.0,0.0,Inv H&S,,138749.47550674924,218179.872268385,5.72,
매수,052690.KS,한전기술,2026-04-03,2026-08-22,160925.0,163700.0,,44.51,0.0,0.0,Inv H&S,,141339.69595802645,222252.9252665502,1.72,
매수,213420.KS,덕산네오룩스,2026-03-17,2026-08-05,45250.0,44850.0,,39.5,0.0,0.0,Rect Bottom,,40623.290744197584,63879.04785455827,-0.88,
매수,014620.KS,성광벤드,2026-04-03,2026-08-22,36600.0,39750.0,,38.5,0.0,0.0,Triple Bottom,,34320.420979423034,53967.9522256895,8.61,
매수,100840.KS,SNT에너지,2026-04-03,2026-08-22,51000.0,52600.0,,31.83,0.0,0.0,Rect Bottom,,45415.19857906042,71414.19590116397,3.14,
매수,016360.KS,삼성증권,2026-04-03,2026-08-22,86162.5,94800.0,,31.66,0.0,0.0,Inv H&S,,81850.96626035984,128708.47474202176,10.02,
매수,020000.KS,한섬,2026-03-27,2026-08-15,24200.0,22800.0,,31.11,0.0,0.0,Rect Bottom,,22189.555199274768,34892.48735094893,-5.79,
매도패턴,226950.KS,올릭스,2026-04-03,,176500.0,172600.0,,353.02,0.0,0.0,Triple Top,,,,-2.21,
매도패턴,034230.KS,파라다이스,2026-04-03,,15550.0,15320.0,,4.06,0.0,0.0,Triple Top,,,,-1.48,
매도패턴,352820.KS,하이브,2026-04-02,,280103.25,272500.0,,-10.82,0.0,0.0,Rect Top,,,,-2.71,
매도패턴,029780.KS,삼성카드,2026-04-02,,51700.0,52800.0,,7.32,0.0,0.0,Triple Top,,,,2.13,
매도패턴,064760.KS,티씨케이,2026-04-02,,218500.0,218000.0,,105.75,0.0,0.0,Triple Top,,,,-0.23,
매도패턴,065350.KS,신성델타테크,2026-04-02,,54000.0,54200.0,,-18.37,0.0,0.0,Triple Top,,,,0.37,
매도패턴,001680.KS,대상,2026-04-02,,19830.0,19800.0,,-12.0,0.0,0.0,Triple Top,,,,-0.15,
매도패턴,005610.KS,SPC삼립,2026-04-02,,49450.0,49700.0,,-13.86,0.0,0.0,Triple Top,,,,0.51,
매도패턴,090430.KS,아모레퍼시픽,2026-04-01,,201414.28571428545,135500.0,,-7.0,0.0,0.0,H&S,,,,-32.73,
매도패턴,008770.KS,호텔신라,2026-04-01,,51096.66666666663,43450.0,,-15.79,0.0,0.0,H&S,,,,-14.97,
매도패턴,089860.KS,롯데렌탈,2026-04-01,,31450.0,31700.0,,-6.35,0.0,0.0,Triple Top,,,,0.79,
매도패턴,267260.KS,HD현대일렉트릭,2026-03-31,,835898.5625,894000.0,,86.35,0.0,0.0,Rect Top,,,,6.95,
매도패턴,051910.KS,LG화학,2026-03-31,,300000.0,305500.0,,44.79,0.0,0.0,Rect Top,,,,1.83,
매도패턴,005387.KS,현대차2우B,2026-03-31,,244500.0,243000.0,,56.8,0.0,0.0,Rect Top,,,,-0.61,
매도패턴,007660.KS,이수페타시스,2026-03-31,,100500.0,105200.0,,114.04,0.0,0.0,Triple Top,,,,4.68,
매도패턴,180640.KS,한진칼,2026-03-31,,110400.0,112100.0,,-7.89,0.0,0.0,Rect Top,,,,1.54,
매도패턴,241560.KS,두산밥캣,2026-03-31,,79500.0,61500.0,,4.46,0.0,0.0,H&S,,,,-22.64,
매도패턴,005385.KS,현대차우,2026-03-31,,242000.0,239000.0,,55.09,0.0,0.0,Rect Top,,,,-1.24,
매도패턴,035250.KS,강원랜드,2026-03-31,,17525.0,16960.0,,-7.12,0.0,0.0,H&S,,,,-3.22,
매도패턴,111770.KS,영원무역,2026-03-31,,80200.0,82800.0,,40.84,0.0,0.0,Triple Top,,,,3.24,
매도패턴,031210.KS,서울보증보험,2026-03-31,,52300.0,49050.0,,14.87,0.0,0.0,Triple Top,,,,-6.21,
매도패턴,030000.KS,제일기획,2026-03-31,,19790.0,19190.0,,-0.73,0.0,0.0,Triple Top,,,,-3.03,
매도패턴,030530.KS,원익홀딩스,2026-03-31,,26550.0,27300.0,,349.75,0.0,0.0,Triple Top,,,,2.82,
매도패턴,011210.KS,현대위아,2026-03-31,,78400.0,76600.0,,61.09,0.0,0.0,Rect Top,,,,-2.3,
매도패턴,099320.KS,쎄트렉아이,2026-03-31,,171060.0,175700.0,,292.92,0.0,0.0,H&S,,,,2.71,
매도패턴,085660.KS,차바이오텍,2026-03-31,,18160.0,17900.0,,56.88,0.0,0.0,Rect Top,,,,-1.43,
매도패턴,232140.KS,와이씨,2026-03-31,,17700.0,17420.0,,73.51,0.0,0.0,Triple Top,,,,-1.58,
매도패턴,082270.KS,젬백스,2026-03-31,,34700.0,29800.0,,-49.66,0.0,0.0,Triple Top,,,,-14.12,
매도패턴,001740.KS,SK네트웍스,2026-03-31,,4962.500000000002,5420.0,,18.13,0.0,0.0,H&S,,,,9.22,
매도패턴,000815.KS,삼성화재우,2026-03-31,,357500.0,364500.0,,11.3,0.0,0.0,Triple Top,,,,1.96,
매도패턴,195870.KS,해성디에스,2026-03-31,,46950.0,52600.0,,84.08,0.0,0.0,Triple Top,,,,12.03,
매도패턴,348340.KS,뉴로메카,2026-03-31,,62300.0,59800.0,,155.01,0.0,0.0,Rect Top,,,,-4.01,
매도패턴,094800.KS,맵스리얼티1,2026-03-31,,6972.0,6850.0,,63.26,0.0,0.0,H&S,,,,-1.75,
매도패턴,005389.KS,현대차3우B,2026-03-31,,231500.0,234500.0,,53.19,0.0,0.0,Rect Top,,,,1.3,
매도패턴,099190.KS,아이센스,2026-03-31,,18920.0,18550.0,,2.18,0.0,0.0,Rect Top,,,,-1.96,
매도패턴,016610.KS,DB증권,2026-03-31,,12629.285714285714,12180.0,,44.83,0.0,0.0,H&S,,,,-3.56,
매도패턴,119850.KS,지엔씨에너지,2026-03-31,,31150.0,31300.0,,-2.33,0.0,0.0,Rect Top,,,,0.48,
매도패턴,104830.KS,원익머트리얼즈,2026-03-31,,40550.0,40400.0,,86.59,0.0,0.0,Triple Top,,,,-0.37,
매도패턴,145990.KS,삼양사,2026-03-31,,44650.0,46000.0,,-6.53,0.0,0.0,Triple Top,,,,3.02,
매도패턴,079370.KS,제우스,2026-03-31,,14836.0,14760.0,,15.13,0.0,0.0,H&S,,,,-0.51,
매도패턴,357120.KS,코람코라이프인프라리츠,2026-03-31,,4628.636363636364,4505.0,,5.7,0.0,0.0,H&S,,,,-2.67,
매도패턴,005380.KS,현대차,2026-03-30,,475910.84375,476000.0,,137.02,0.0,0.0,Triple Top,,,,0.02,
매도패턴,000810.KS,삼성화재,2026-03-30,,462000.0,453000.0,,2.03,0.0,0.0,H&S,,,,-1.95,
매도패턴,003550.KS,LG,2026-03-30,,87900.0,87600.0,,4.53,0.0,0.0,Triple Top,,,,-0.34,
매도패턴,214450.KS,파마리서치,2026-03-30,,307500.0,295000.0,,-42.38,0.0,0.0,Rect Top,,,,-4.07,
매도패턴,084370.KS,유진테크,2026-03-30,,125400.0,120600.0,,180.14,0.0,0.0,H&S,,,,-3.83,
매도패턴,178320.KS,서진시스템,2026-03-30,,44250.0,46100.0,,103.98,0.0,0.0,Triple Top,,,,4.18,
매도패턴,005290.KS,동진쎄미켐,2026-03-30,,44950.0,46500.0,,47.87,0.0,0.0,Rect Top,,,,3.45,
