date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-25,1,▲+2,금융,15.04,55.41,0.93
2026-03-25,2,▼-1,건설,41.24,72.92,0.92
2026-03-25,3,▲+2,반도체,42.82,84.24,0.78
2026-03-25,4,▼-2,원자력,41.62,81.68,0.67
2026-03-25,5,▼-1,전력/인프라,39.97,77.52,0.64
2026-03-25,6,─,IT,31.9,73.88,0.41
2026-03-25,7,─,신재생에너지,29.59,78.5,0.41
2026-03-25,8,─,AI,23.54,70.35,0.18
2026-03-25,9,─,방산/우주항공,21.76,84.88,0.13
2026-03-25,10,▲+6,부동산/리츠,3.13,19.07,-0.06
2026-03-25,11,▼-1,자동차,19.49,75.2,-0.16
2026-03-25,12,▲+5,2차전지,12.62,82.0,-0.36
2026-03-25,13,▲+5,바이오/헬스케어,3.85,66.93,-0.42
2026-03-25,14,▼-2,에너지/화학,5.98,67.93,-0.51
2026-03-25,15,▼-1,로봇,8.11,79.96,-0.59
2026-03-25,16,▼-1,철강/금속,5.27,68.79,-0.6
2026-03-25,17,▲+2,운송,2.05,49.63,-0.71
2026-03-25,18,▲+3,플랫폼,-0.99,50.21,-0.74
2026-03-25,19,▲+1,게임,-3.63,51.98,-0.74
2026-03-25,20,▼-7,조선/해운,-3.17,66.12,-0.82
2026-03-25,21,▲+2,소비재,-2.14,48.42,-0.82
2026-03-25,22,▼-11,금,1.54,42.58,-0.95
2026-03-25,23,▼-1,소프트웨어,-7.6,56.11,-1.03
2026-03-25,24,─,미디어/엔터,-14.22,53.66,-1.46
