date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-13,1,─,금융,44.87,37.39,2.27
2026-02-13,2,─,건설,34.08,36.34,0.81
2026-02-13,3,▲+1,IT,41.0,42.05,0.63
2026-02-13,4,▲+4,소비재,15.6,26.98,0.36
2026-02-13,5,─,반도체,43.8,53.72,0.35
2026-02-13,6,▲+3,AI,31.82,39.72,0.34
2026-02-13,7,▲+5,운송,16.4,23.77,0.31
2026-02-13,8,▲+6,플랫폼,16.47,27.58,0.27
2026-02-13,9,▲+2,전력/인프라,40.09,50.24,0.2
2026-02-13,10,▼-3,신재생에너지,30.69,48.29,0.1
2026-02-13,11,▼-5,자동차,31.78,42.65,-0.02
2026-02-13,12,▲+7,원자력,32.83,48.19,-0.04
2026-02-13,13,▲+2,부동산/리츠,5.06,8.08,-0.1
2026-02-13,14,▲+2,에너지/화학,18.62,36.91,-0.13
2026-02-13,15,▼-12,로봇,35.97,46.51,-0.19
2026-02-13,16,▼-3,2차전지,24.02,54.59,-0.28
2026-02-13,17,▼-7,철강/금속,20.31,44.28,-0.38
2026-02-13,18,▲+2,미디어/엔터,8.5,33.36,-0.44
2026-02-13,19,▼-2,방산/우주항공,25.73,52.59,-0.6
2026-02-13,20,▼-2,금,18.75,56.71,-0.66
2026-02-13,21,─,게임,5.47,31.81,-0.73
2026-02-13,22,─,바이오/헬스케어,11.8,44.1,-0.74
2026-02-13,23,─,소프트웨어,4.22,30.47,-0.97
2026-02-13,24,─,조선/해운,2.04,37.31,-1.6
