티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
025560.KS,미래산업,15040.0,13600.0,2026-02-11,2026-03-26,2213.85,Triple Bottom,,0.0,13160.608555057726,28888.818635063028
000650.KS,천일고속,284500.0,286541.66666666674,2026-01-29,2026-03-13,625.77,Inv H&S,,0.0,252138.5198897791,553468.6288659325
007815.KS,코리아써우,17330.0,19850.0,2026-01-30,2026-03-14,218.57,Rect Bottom,,0.0,16363.449213117081,35919.36608281947
005935.KS,삼성전자우,138600.0,120600.0,2026-02-12,2026-03-27,217.93,Rect Bottom,,0.0,103921.95752213868,228118.82676231
004800.KS,효성,168700.0,157800.0,2026-02-13,2026-03-28,189.37,Rect Bottom,,0.0,140805.73424925838,309082.31199844135
034730.KS,SK,377250.0,333500.0,2026-02-11,2026-03-26,171.45,Rect Bottom,,0.0,292599.937777497,642285.3851873237
267260.KS,HD현대일렉트릭,1050000.0,922000.0,2026-02-04,2026-03-19,168.57,Rect Bottom,,0.0,761526.475613049,1671624.8452910257
062040.KS,산일전기,165600.0,150400.0,2026-02-04,2026-03-19,153.6,Rect Bottom,,0.0,131776.44941536765,289262.15164040454
042700.KS,한미반도체,204500.0,186500.0,2026-01-29,2026-03-13,148.48,Rect Bottom,,0.0,170278.6828579961,373778.3071293915
006400.KS,삼성SDI,395000.0,396500.0,2026-02-19,2026-04-03,146.57,Rect Bottom,,0.0,342431.36822868645,751670.2324463001
034020.KS,두산에너빌리티,103800.0,96500.0,2026-02-13,2026-03-28,145.1,Rect Bottom,,0.0,85607.84205717161,187917.55811157502
005940.KS,NH투자증권,39300.0,36378.57142857143,2026-02-19,2026-04-03,141.55,Inv H&S,,0.0,36159.730301760545,79374.13275459065
009420.KS,한올바이오파마,61500.0,53800.0,2026-02-10,2026-03-25,135.18,Rect Bottom,,0.0,46764.880884962404,102653.4720430395
015860.KS,일진홀딩스,9410.0,8230.0,2026-02-19,2026-04-03,123.25,Rect Bottom,,0.0,7214.9096738730705,15837.430021940701
028260.KS,삼성물산,332000.0,316500.0,2026-02-10,2026-03-25,123.2,Rect Bottom,,0.0,271730.3643406741,596474.6371899745
032350.KS,롯데관광개발,25600.0,23750.0,2026-01-30,2026-03-14,117.13,Triple Bottom,,0.0,21465.8469635893,47119.626511559116
006405.KS,삼성SDI우,206000.0,212000.0,2026-02-19,2026-04-03,109.35,Rect Bottom,,0.0,181863.42566374267,399207.9468340425
005850.KS,에스엘,62100.0,58200.0,2026-02-20,2026-04-04,106.66,Rect Bottom,,0.0,53664.61740897325,117799.06627889778
015760.KS,한국전력,62600.0,62700.0,2026-02-20,2026-04-04,104.58,Rect Bottom,,0.0,54346.07286813482,119294.92743799489
009970.KS,영원무역홀딩스,230000.0,215000.0,2026-02-05,2026-03-20,104.4,Triple Bottom,,0.0,175900.69039607898,386119.1616919427
016360.KS,삼성증권,109200.0,103313.63997395834,2026-02-19,2026-04-03,104.18,Inv H&S,,0.0,101622.04534746839,223070.29535035722
000880.KS,한화,125700.0,122900.0,2026-02-20,2026-04-04,103.4,Rect Bottom,,0.0,110140.23858698795,241768.55983907115
281820.KS,케이씨텍,49650.0,45450.0,2026-01-30,2026-03-14,100.2,Triple Bottom,,0.0,38970.734070802006,85544.56003586625
082740.KS,한화엔진,56500.0,57600.0,2026-02-04,2026-03-19,98.94,Rect Bottom,,0.0,49575.88465400386,108823.89932431509
047810.KS,한국항공우주,176800.0,171200.0,2026-02-13,2026-03-28,98.43,Rect Bottom,,0.0,152646.02285219057,335072.89963775367
009070.KS,KCTC,7570.0,6610.0,2026-01-30,2026-03-14,96.37,Rect Bottom,,0.0,5834.962369070901,12808.311174769045
005070.KS,코스모신소재,58200.0,54700.0,2026-02-23,2026-04-07,95.96,Rect Bottom,,0.0,49575.88465400386,108823.89932431509
02826K.KS,삼성물산우B,209500.0,191600.0,2026-02-12,2026-03-27,92.66,Rect Bottom,,0.0,164827.03918470355,361811.41785661463
042660.KS,한화오션,148000.0,144000.0,2026-02-20,2026-04-04,87.82,Rect Bottom,,0.0,126835.8973364463,278417.15823695046
