date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-18,1,─,Energy,15.45,18.38,1.57
2026-02-18,2,▲+1,Utilities,10.06,15.16,1.19
2026-02-18,3,▼-1,Consumer Staples,10.62,14.6,1.18
2026-02-18,4,▲+1,Electric Energy Infrastructure,11.64,20.13,0.85
2026-02-18,5,▼-1,Pharmaceutical,11.5,17.1,0.84
2026-02-18,6,▲+5,Industrials,10.86,19.17,0.61
2026-02-18,7,▼-1,Materials,23.92,53.38,0.56
2026-02-18,8,▼-1,Semiconductors,18.71,34.02,0.5
2026-02-18,9,─,Real Estate,5.86,13.96,0.49
2026-02-18,10,▼-2,Silver Miners,33.51,77.42,0.33
2026-02-18,11,▲+5,Clean Energy,13.08,37.37,0.19
2026-02-18,12,─,Mortgage REITs,4.31,14.77,0.14
2026-02-18,13,▼-3,Banks,7.28,20.51,0.1
2026-02-18,14,▼-1,Metals & Mining,17.01,51.4,-0.0
2026-02-18,15,▼-1,Biotechnology,10.13,27.66,-0.04
2026-02-18,16,▼-1,Uranium,17.75,66.13,-0.11
2026-02-18,17,─,Healthcare,5.12,15.83,-0.16
2026-02-18,18,─,Nuclear Energy,9.57,42.94,-0.19
2026-02-18,19,▲+1,Financials,2.79,17.64,-0.4
2026-02-18,20,▼-1,Telecom,2.03,15.86,-0.41
2026-02-18,21,▲+2,Leisure & Entertainment,-2.23,46.48,-0.49
2026-02-18,22,─,Technology,1.41,21.56,-0.58
2026-02-18,23,▼-2,Automotive,-9.68,78.31,-0.72
2026-02-18,24,▲+1,Cloud Computing,-2.01,30.14,-0.85
2026-02-18,25,▼-1,Consumer Discretionary,-0.38,35.83,-0.93
2026-02-18,26,─,Medical Devices,-1.02,18.67,-0.98
2026-02-18,27,▲+2,Software,-10.38,29.94,-1.48
2026-02-18,28,─,Internet,-7.2,23.61,-1.53
2026-02-18,29,▼-2,Cryptocurrency,-20.16,60.3,-1.55
