date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-24,1,▲+1,건설,37.38,74.09,0.96
2026-03-24,2,▼-1,금융,11.48,54.64,0.94
2026-03-24,3,▲+1,반도체,37.32,83.68,0.72
2026-03-24,4,▼-1,원자력,38.11,81.61,0.72
2026-03-24,5,─,전력/인프라,33.25,76.58,0.55
2026-03-24,6,▲+2,신재생에너지,26.0,78.38,0.43
2026-03-24,7,▼-1,IT,27.26,73.13,0.4
2026-03-24,8,▼-1,방산/우주항공,17.85,84.47,0.15
2026-03-24,9,─,AI,18.55,69.15,0.13
2026-03-24,10,─,자동차,17.79,76.09,0.04
2026-03-24,11,▲+2,부동산/리츠,2.55,18.99,0.02
2026-03-24,12,▲+6,2차전지,8.77,81.22,-0.3
2026-03-24,13,▲+3,철강/금속,4.12,69.11,-0.39
2026-03-24,14,─,로봇,6.01,80.24,-0.42
2026-03-24,15,─,에너지/화학,3.32,67.42,-0.43
2026-03-24,16,▲+1,바이오/헬스케어,-0.36,66.31,-0.49
2026-03-24,17,▼-5,조선/해운,-2.58,66.04,-0.61
2026-03-24,18,▲+2,운송,-0.56,49.25,-0.63
2026-03-24,19,─,플랫폼,-3.3,49.77,-0.7
2026-03-24,20,▲+2,소비재,-3.85,48.22,-0.73
2026-03-24,21,▲+2,소프트웨어,-9.93,55.45,-0.97
2026-03-24,22,▼-1,게임,-9.53,49.36,-0.99
2026-03-24,23,▼-12,금,-1.94,40.09,-1.31
2026-03-24,24,─,미디어/엔터,-15.93,53.23,-1.39
