date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-21,1,▲+1,Silver Miners,52.13,44.95,1.51
2026-01-21,2,▼-1,Metals & Mining,36.26,35.84,1.44
2026-01-21,3,─,Materials,31.54,31.7,1.29
2026-01-21,4,▲+2,Uranium,34.0,46.82,1.07
2026-01-21,5,─,Semiconductors,20.0,28.9,0.82
2026-01-21,6,▲+1,Pharmaceutical,12.16,14.99,0.71
2026-01-21,7,▼-3,Industrials,11.34,19.21,0.66
2026-01-21,8,▲+3,Energy,9.23,18.0,0.57
2026-01-21,9,▲+3,Biotechnology,16.53,24.26,0.48
2026-01-21,10,▲+3,Consumer Staples,6.09,14.17,0.35
2026-01-21,11,▲+4,Healthcare,9.04,15.77,0.33
2026-01-21,12,▼-2,Nuclear Energy,13.23,32.51,0.3
2026-01-21,13,▼-4,Clean Energy,14.34,29.59,0.27
2026-01-21,14,▼-6,Mortgage REITs,5.41,13.18,0.19
2026-01-21,15,▲+2,Banks,8.94,21.58,0.18
2026-01-21,16,─,Utilities,3.63,13.34,-0.07
2026-01-21,17,▼-3,Electric Energy Infrastructure,4.85,18.96,-0.08
2026-01-21,18,▲+1,Real Estate,2.28,12.08,-0.15
2026-01-21,19,▲+8,Automotive,-2.03,77.33,-0.27
2026-01-21,20,▲+4,Medical Devices,3.09,17.84,-0.51
2026-01-21,21,─,Financials,2.29,16.29,-0.56
2026-01-21,22,▼-2,Technology,0.84,16.81,-0.72
2026-01-21,23,▼-5,Telecom,1.36,11.75,-0.72
2026-01-21,24,▲+1,Consumer Discretionary,1.44,38.0,-0.72
2026-01-21,25,▼-3,Cryptocurrency,-3.64,42.66,-0.73
2026-01-21,26,▼-3,Leisure & Entertainment,-2.71,37.0,-0.9
2026-01-21,27,▲+1,Internet,-3.1,22.57,-1.21
2026-01-21,28,▼-2,Cloud Computing,-3.51,21.06,-1.29
2026-01-21,29,─,Software,-11.36,18.45,-2.17
