date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-26,1,─,Silver Miners,62.99,47.81,2.0
2026-01-26,2,▲+1,Materials,36.15,32.51,1.63
2026-01-26,3,▼-1,Metals & Mining,37.3,37.83,1.4
2026-01-26,4,─,Uranium,27.75,46.92,0.83
2026-01-26,5,▲+3,Energy,10.51,17.71,0.75
2026-01-26,6,▲+1,Pharmaceutical,11.88,14.89,0.6
2026-01-26,7,▲+4,Consumer Staples,7.02,13.71,0.55
2026-01-26,8,▼-3,Semiconductors,16.56,29.14,0.5
2026-01-26,9,▲+1,Clean Energy,15.06,30.63,0.37
2026-01-26,10,▼-4,Industrials,9.25,19.74,0.35
2026-01-26,11,▼-2,Biotechnology,15.39,26.02,0.27
2026-01-26,12,▲+2,Healthcare,8.88,15.93,0.22
2026-01-26,13,▼-1,Mortgage REITs,5.4,12.78,0.15
2026-01-26,14,▼-1,Nuclear Energy,9.35,32.71,0.05
2026-01-26,15,▲+4,Electric Energy Infrastructure,4.6,19.16,-0.13
2026-01-26,16,─,Utilities,3.29,13.43,-0.14
2026-01-26,17,▲+1,Banks,7.23,23.39,-0.16
2026-01-26,18,▼-1,Real Estate,2.01,11.9,-0.34
2026-01-26,19,▲+4,Telecom,3.47,12.72,-0.35
2026-01-26,20,▼-5,Automotive,-4.29,82.74,-0.56
2026-01-26,21,▲+4,Consumer Discretionary,2.18,39.86,-0.72
2026-01-26,22,▼-2,Financials,2.23,16.89,-0.74
2026-01-26,23,▲+1,Technology,1.21,16.74,-0.75
2026-01-26,24,▼-3,Medical Devices,1.61,18.42,-0.82
2026-01-26,25,▼-3,Cryptocurrency,-4.36,42.52,-0.84
2026-01-26,26,▲+2,Cloud Computing,0.12,22.93,-0.87
2026-01-26,27,─,Internet,-1.32,23.32,-1.0
2026-01-26,28,▼-2,Leisure & Entertainment,-1.89,36.32,-1.02
2026-01-26,29,─,Software,-7.29,19.97,-1.67
