구분,티커,종목명,신호일,진입일,진입가,현재가/청산가,청산일,모멘텀(%),수급빈집,우선순위(%),패턴,상태,손절가,익절가,손익률(%),보유일수
오늘신호,218410.KS,RFHIC,2026-04-01,2026-05-18,89600.0,90600.0,,256.36,0.0,0.0,Rect Bottom,,74360.44338999396,141083.55327205049,1.12,
오늘신호,006110.KS,삼아알미늄,2026-03-31,2026-05-17,32750.0,35200.0,,93.71,0.0,0.0,Rect Bottom,,29300.96941526252,55592.525958192076,7.48,
오늘신호,094170.KS,동운아나텍,2026-04-01,2026-05-18,31450.0,32700.0,,78.31,0.0,0.0,Rect Bottom,,26838.7030778455,50920.88512136921,3.97,
오늘신호,267270.KS,HD현대건설기계,2026-04-01,2026-05-18,141500.0,142200.0,,78.0,0.0,0.0,Rect Bottom,,116711.42439356667,221435.77566540375,0.49,
매수,240810.KS,원익IPS,2026-03-24,2026-05-10,133400.0,114100.0,,295.29,0.0,0.0,Triple Bottom,,111458.58954041036,211469.6085468483,-14.47,
매수,099320.KS,쎄트렉아이,2026-03-12,2026-04-28,192100.0,176300.0,,277.83,0.0,0.0,Rect Bottom,,159965.23638752563,303500.9330322587,-8.22,
매수,218410.KS,RFHIC,2026-04-01,2026-05-18,89600.0,90600.0,,256.36,0.0,0.0,Rect Bottom,,74360.44338999396,141083.55327205049,1.12,
매수,089970.KS,브이엠,2026-03-18,2026-05-04,43400.0,41800.0,,248.91,0.0,0.0,Rect Bottom,,36933.99506125528,70074.61255234295,-3.69,
매수,295310.KS,에이치브이엠,2026-03-10,2026-04-26,92000.0,89100.0,,220.5,0.0,0.0,Rect Bottom,,76740.63418283041,145599.47274764592,-3.15,
매수,131290.KS,티에스이,2026-03-17,2026-05-03,113411.05078125,120900.0,,207.04,0.0,0.0,Inv H&S,,96767.06706048883,183595.48488713853,6.6,
매수,356860.KS,티엘비,2026-03-18,2026-05-04,63600.0,71400.0,,206.41,0.0,0.0,Rect Bottom,,58437.78774136391,110873.6091939293,12.26,
매수,066970.KS,엘앤에프,2026-03-27,2026-05-13,136700.0,144400.0,,182.58,0.0,0.0,Triple Bottom,,126396.33865407361,239810.89629024034,5.63,
