구분,티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가,손익률(%)
매수,042520.KS,한스바이오메드,53000.0,50700.0,2026-03-18,2026-04-24,481.78,Rect Bottom,,0.0,44722.942969016825,66090.7078316615,4.54
매수,226950.KS,올릭스,186900.0,179542.8571428568,2026-02-27,2026-04-05,365.5,Inv H&S,,0.0,152775.5757019959,225768.81723838096,4.1
매수,089970.KS,브이엠,47650.0,43400.0,2026-03-18,2026-04-24,282.73,Rect Bottom,,0.0,37547.246895629796,55486.601724342676,9.79
매수,099320.KS,쎄트렉아이,176100.0,192100.0,2026-03-12,2026-04-18,261.2,Rect Bottom,,0.0,,,-8.33
매수,295310.KS,에이치브이엠,92300.0,92000.0,2026-03-10,2026-04-16,238.72,Rect Bottom,,0.0,78014.83521647524,115288.82802724533,0.33
매수,084370.KS,유진테크,129400.0,137700.0,2026-03-05,2026-04-11,225.94,Rect Bottom,,0.0,122654.33985905733,181256.2322995194,-6.03
매수,131290.KS,티에스이,121800.0,113411.05078125,2026-03-17,2026-04-23,210.5,Inv H&S,,0.0,98373.78686655006,145374.89651777782,7.4
매수,086520.KS,에코프로,150900.0,175800.0,2026-02-26,2026-04-04,208.59,Rect Bottom,,0.0,150606.17921469285,222562.92469430785,-14.16
매수,310210.KS,보로노이,324500.0,334500.0,2026-03-13,2026-04-19,196.08,Rect Bottom,,0.0,294537.29231460707,435261.5646376214,-2.99
매수,100790.KS,미래에셋벤처투자,22300.0,23850.0,2026-03-18,2026-04-24,191.86,Rect Bottom,,0.0,19315.97256964066,28544.77399818962,-6.5
매수,005935.KS,삼성전자우,139200.0,148700.0,2026-03-18,2026-04-24,187.31,Triple Bottom,,0.0,,,-6.39
매수,298380.KS,에이비엘바이오,190500.0,183825.0,2026-03-18,2026-04-24,183.06,Inv H&S,,0.0,158532.82022599247,234276.7628361135,3.63
매수,200710.KS,에이디테크놀로지,47700.0,47200.0,2026-03-11,2026-04-17,175.09,Triple Bottom,,0.0,38840.54095536815,57397.80689484781,1.06
매수,222800.KS,심텍,62500.0,59400.0,2026-03-19,2026-04-25,168.21,Inv H&S,,0.0,50647.064145882854,74845.2605481689,5.22
매수,105840.KS,우진,31200.0,28250.0,2026-03-20,2026-04-26,163.65,Rect Bottom,,0.0,26032.757847636658,38470.710528877586,10.44
매수,307950.KS,현대오토에버,430500.0,501000.0,2026-02-26,2026-04-04,162.34,Rect Bottom,,0.0,413019.71585192776,610352.6189677694,-14.07
매수,007660.KS,이수페타시스,126800.0,127600.0,2026-03-19,2026-04-25,157.99,Rect Bottom,,0.0,109471.08428236954,161774.26991630576,-0.63
매수,005380.KS,현대차,517000.0,525692.3125,2026-02-25,2026-04-03,157.43,Rect Bottom,,0.0,478935.99373536673,707762.4308838376,-1.65
매수,095610.KS,테스,65800.0,73800.0,2026-02-26,2026-04-04,156.56,Rect Bottom,,0.0,60993.41662378974,90134.90191220999,-10.84
매수,166090.KS,하나머티리얼즈,62000.0,64000.0,2026-03-05,2026-04-11,153.29,Rect Bottom,,0.0,56070.55536414049,82859.99190835173,-3.12
매수,033240.KS,자화전자,39100.0,44250.0,2026-03-11,2026-04-17,151.77,Rect Bottom,,0.0,36504.267815195635,53945.307231999825,-11.64
매수,064760.KS,티씨케이,253000.0,236500.0,2026-03-16,2026-04-22,150.49,Triple Bottom,,0.0,208595.8160868322,308258.89846857043,6.98
매수,080220.KS,제주반도체,44300.0,47300.0,2026-02-26,2026-04-04,146.52,Rect Bottom,,0.0,40092.115851889146,59247.36028565923,-6.34
매수,003160.KS,디아이,38750.0,36600.0,2026-03-18,2026-04-24,144.61,Rect Bottom,,0.0,,,5.87
매수,357780.KS,솔브레인,428000.0,429000.0,2026-02-26,2026-04-04,143.04,Rect Bottom,,0.0,355030.0789797884,524656.6451935068,-0.23
매수,368770.KS,파이버프로,16250.0,18430.0,2026-03-12,2026-04-18,137.07,Rect Bottom,,0.0,16195.379160981653,23933.220877099808,-11.83
매수,058470.KS,리노공업,111700.0,99800.0,2026-02-26,2026-04-04,121.93,Rect Bottom,,0.0,84773.3396576886,125276.41633762702,11.92
매수,178320.KS,서진시스템,48000.0,46650.0,2026-03-20,2026-04-26,120.18,Rect Bottom,,0.0,40050.39668867178,59185.70850596552,2.89
매수,101490.KS,에스앤에스텍,85400.0,94900.0,2026-03-03,2026-04-09,115.5,Triple Bottom,,0.0,77514.20525786685,114549.00667092076,-10.01
매수,000720.KS,현대건설,164000.0,164700.0,2026-03-18,2026-04-24,114.94,Rect Bottom,,0.0,,,-0.43
매수후보,036540.KS,SFA반도체,7100.0,7470.0,2026-02-26,2026-04-04,109.75,Rect Bottom,,0.0,6574.940123056951,9716.32047972934,-4.95
매수후보,047810.KS,한국항공우주,185700.0,197600.0,2026-03-17,2026-04-23,103.84,Triple Bottom,,0.0,,,-6.02
매수후보,253590.KS,네오셈,19100.0,18770.0,2026-03-11,2026-04-17,100.84,Rect Bottom,,0.0,16462.381805572797,24327.792267139575,1.76
매수후보,039200.KS,오스코텍,56000.0,56600.0,2026-03-16,2026-04-22,95.8,Triple Bottom,,0.0,48978.2976171882,72379.18936042034,-1.06
매수후보,281820.KS,케이씨텍,49550.0,51000.0,2026-03-18,2026-04-24,95.39,Rect Bottom,,0.0,,,-2.84
매수후보,078160.KS,메디포스트,22500.0,23200.0,2026-03-18,2026-04-24,94.3,Rect Bottom,,0.0,18773.623447814898,27743.300862171338,-3.02
매수후보,237690.KS,에스티팜,150800.0,160600.0,2026-03-09,2026-04-15,92.59,Rect Bottom,,0.0,142262.34657121956,210232.568755565,-6.1
매수후보,160980.KS,싸이맥스,23650.0,23050.0,2026-03-18,2026-04-24,86.51,Rect Bottom,,0.0,19858.321691466426,29346.247134207904,2.6
매수후보,146320.KS,비씨엔씨,16260.0,16420.0,2026-03-19,2026-04-25,82.29,Rect Bottom,,0.0,14184.51549390459,20961.60509586279,-0.97
매수후보,033640.KS,네패스,21050.0,19490.0,2026-03-20,2026-04-26,82.25,Rect Bottom,,0.0,17563.767714511272,25955.39925105363,8.0
매도,081660.KS,미스토홀딩스,44550.0,47000.0,2026-03-19,,35.65,Rect Top,,0.0,,,-5.21
매도,290650.KS,엘앤씨바이오,75700.0,75800.0,2026-03-19,,162.15,Rect Top,,0.0,,,-0.13
매도,00088K.KS,한화3우B,48150.0,48403.57142857142,2026-03-19,,24.1,H&S,,0.0,,,-0.52
매도,009160.KS,SIMPAC,4815.0,4800.0,2026-03-19,,-51.27,Triple Top,,0.0,,,0.31
매도,032620.KS,유비케어,3995.0,4886.666666666657,2026-03-18,,-0.87,H&S,,0.0,,,-18.25
매도,082270.KS,젬백스,37800.0,38000.0,2026-03-16,,-39.9,Triple Top,,0.0,,,-0.53
