구분,티커,종목명,신호일,진입일,진입가,현재가/청산가,청산일,모멘텀(%),수급빈집,우선순위(%),패턴,상태,손절가,익절가,손익률(%),보유일수
매수,100840.KS,SNT에너지,2026-04-03,2026-07-21,51000.0,55200.0,,47.69,0.5319,45.12,Rect Bottom,,50024.71031178119,61468.271048653296,8.24,
매수,365550.KS,ESR켄달스퀘어리츠,2026-04-02,2026-07-20,4485.0,4495.0,,6.16,0.583,43.63,Triple Bottom,,4176.4600445828455,5131.859363987752,0.22,
매수,307950.KS,현대오토에버,2026-04-16,2026-08-03,415500.0,432000.0,,156.53,-0.4043,43.51,Triple Bottom,,410685.23771731317,504632.8374587956,3.97,
매수,003570.KS,SNT다이내믹스,2026-04-10,2026-07-28,53600.0,54900.0,,14.34,0.8979,40.82,Triple Bottom,,52344.965892105,64319.30402864649,2.43,
매수,248070.KS,솔루엠,2026-04-15,2026-08-02,19510.0,19450.0,,14.75,0.7021,38.98,Triple Bottom,,18255.770905987683,22431.92748658646,-0.31,
매수,052690.KS,한전기술,2026-04-08,2026-07-26,167000.0,183000.0,,101.72,-0.2681,34.9,Rect Bottom,,158519.86124772223,194782.57319313512,9.58,
매수,079900.KS,전진건설로봇,2026-04-08,2026-07-26,61080.90625,68700.0,,37.39,0.6596,31.2,Rect Bottom,,63482.19267765925,78004.26233261383,12.47,
매수,036530.KS,SNT홀딩스,2026-04-08,2026-07-26,58257.14285714296,64000.0,,11.39,0.6085,30.33,Inv H&S,,55036.46236528061,67626.5022854386,9.86,
매수,004170.KS,신세계,2026-04-17,2026-08-04,376500.0,379000.0,,100.95,-0.0553,23.92,Rect Bottom,,,,0.66,
매수,051600.KS,한전KPS,2026-04-14,2026-08-01,57266.666666666744,59700.0,,7.37,0.1404,21.63,Inv H&S,,55222.08281170652,67854.58492383805,4.25,
매수,005690.KS,파미셀,2026-04-16,2026-08-03,19204.677734375,18690.0,,52.22,0.5745,21.39,Triple Bottom,,17977.340236348828,22089.80352898728,-2.68,
매수,025540.KS,한국단자,2026-04-08,2026-07-26,75180.0,86400.0,,38.53,0.7617,18.61,Inv H&S,,69978.9083025659,85987.15467659477,14.92,
매수,006260.KS,LS,2026-04-10,2026-07-28,291500.0,329500.0,,72.42,-0.3872,17.48,Rect Bottom,,266829.39173723734,327868.7926992175,13.04,
매수,017800.KS,현대엘리베이터,2026-04-17,2026-08-04,100500.0,101800.0,,40.95,-0.0894,15.32,Triple Bottom,,,,1.29,
