date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-07,1,─,건설,55.27,67.27,1.84
2026-04-07,2,─,금융,16.47,45.71,1.23
2026-04-07,3,▲+2,부동산/리츠,4.15,11.75,0.9
2026-04-07,4,─,신재생에너지,29.74,60.72,0.65
2026-04-07,5,▲+2,2차전지,24.31,58.07,0.56
2026-04-07,6,▼-3,원자력,30.99,66.86,0.54
2026-04-07,7,▼-1,전력/인프라,29.61,67.2,0.53
2026-04-07,8,▲+2,IT,21.85,61.02,0.3
2026-04-07,9,─,반도체,18.89,67.24,0.03
2026-04-07,10,▲+5,방산/우주항공,15.72,70.4,0.0
2026-04-07,11,▲+2,자동차,16.69,56.39,-0.04
2026-04-07,12,▲+4,에너지/화학,11.08,52.39,-0.05
2026-04-07,13,▲+4,철강/금속,10.46,55.12,-0.06
2026-04-07,14,▼-3,AI,11.57,56.02,-0.1
2026-04-07,15,▼-3,소비재,3.16,37.92,-0.15
2026-04-07,16,▲+3,운송,3.5,37.22,-0.35
2026-04-07,17,▼-9,게임,-2.6,45.32,-0.51
2026-04-07,18,▲+5,금,0.29,42.14,-0.67
2026-04-07,19,▲+2,조선/해운,-3.89,52.97,-0.76
2026-04-07,20,▼-2,플랫폼,-2.81,39.4,-0.78
2026-04-07,21,▼-1,로봇,1.85,59.19,-0.8
2026-04-07,22,▼-8,바이오/헬스케어,-5.38,53.57,-0.88
2026-04-07,23,▼-1,소프트웨어,-10.13,44.22,-1.11
2026-04-07,24,─,미디어/엔터,-15.54,42.74,-1.52
