date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-17,1,▲+1,금융,25.23,45.32,1.18
2026-04-17,2,▲+1,부동산/리츠,6.79,11.72,0.84
2026-04-17,3,▼-2,건설,59.81,78.21,0.78
2026-04-17,4,─,전력/인프라,49.15,68.08,0.65
2026-04-17,5,▲+3,2차전지,25.63,52.82,0.65
2026-04-17,6,▲+1,IT,37.79,61.15,0.39
2026-04-17,7,▲+5,에너지/화학,18.51,46.19,0.24
2026-04-17,8,▼-2,신재생에너지,33.22,57.04,0.19
2026-04-17,9,▼-4,원자력,41.03,71.14,0.18
2026-04-17,10,─,철강/금속,18.37,50.73,0.08
2026-04-17,11,▲+3,소비재,12.69,36.51,0.06
2026-04-17,12,▼-3,반도체,36.4,68.73,0.05
2026-04-17,13,─,AI,25.88,56.69,-0.01
2026-04-17,14,▲+1,자동차,26.04,57.18,-0.02
2026-04-17,15,▼-4,방산/우주항공,26.23,68.27,-0.03
2026-04-17,16,▲+4,금,7.68,34.77,-0.16
2026-04-17,17,▲+1,게임,7.62,40.72,-0.35
2026-04-17,18,▼-2,운송,8.86,36.01,-0.38
2026-04-17,19,▲+2,조선/해운,5.27,48.62,-0.56
2026-04-17,20,▼-3,플랫폼,7.32,38.8,-0.59
2026-04-17,21,▼-2,로봇,11.61,60.92,-0.67
2026-04-17,22,▲+1,소프트웨어,3.17,45.89,-0.72
2026-04-17,23,▼-1,바이오/헬스케어,4.07,51.97,-1.07
2026-04-17,24,─,미디어/엔터,-4.7,40.45,-1.24
